vehicle_id,pv_wp,pv_area_m2,pv_eff
1835429,400.0,2.0,0.2
1836600,400.0,2.0,0.2
1836663,400.0,2.0,0.2
1836678,400.0,2.0,0.2
1836718,400.0,2.0,0.2
1836745,400.0,2.0,0.2
1836811,400.0,2.0,0.2
1836827,400.0,2.0,0.2
1836828,400.0,2.0,0.2
1836839,400.0,2.0,0.2
1836843,400.0,2.0,0.2
1836844,400.0,2.0,0.2
1836878,400.0,2.0,0.2
1837004,400.0,2.0,0.2
1837038,400.0,2.0,0.2
1837042,400.0,2.0,0.2
1837132,400.0,2.0,0.2
1837158,400.0,2.0,0.2
1837159,400.0,2.0,0.2
1837171,400.0,2.0,0.2
1837203,400.0,2.0,0.2
1837209,400.0,2.0,0.2
1837227,400.0,2.0,0.2
1837332,400.0,2.0,0.2
1837338,400.0,2.0,0.2
1837345,400.0,2.0,0.2
1837356,400.0,2.0,0.2
1837399,400.0,2.0,0.2
1837400,400.0,2.0,0.2
1837454,400.0,2.0,0.2
1837519,400.0,2.0,0.2
1837555,400.0,2.0,0.2
1837573,400.0,2.0,0.2
1837575,400.0,2.0,0.2
1837617,400.0,2.0,0.2
1837768,400.0,2.0,0.2
1837808,400.0,2.0,0.2
1837820,400.0,2.0,0.2
1837860,400.0,2.0,0.2
1837916,400.0,2.0,0.2
1837952,400.0,2.0,0.2
1837968,400.0,2.0,0.2
1837992,400.0,2.0,0.2
1838028,400.0,2.0,0.2
1838075,400.0,2.0,0.2
1838099,400.0,2.0,0.2
1838160,400.0,2.0,0.2
1838175,400.0,2.0,0.2
1838194,400.0,2.0,0.2
1838232,400.0,2.0,0.2
1838297,400.0,2.0,0.2
1838343,400.0,2.0,0.2
1838367,400.0,2.0,0.2
1838405,400.0,2.0,0.2
1838448,400.0,2.0,0.2
1838493,400.0,2.0,0.2
1838632,400.0,2.0,0.2
1838656,400.0,2.0,0.2
1838759,400.0,2.0,0.2
1838760,400.0,2.0,0.2
1838772,400.0,2.0,0.2
1838788,400.0,2.0,0.2
1838807,400.0,2.0,0.2
1838878,400.0,2.0,0.2
1838993,400.0,2.0,0.2
1838998,400.0,2.0,0.2
1839066,400.0,2.0,0.2
1839092,400.0,2.0,0.2
1839162,400.0,2.0,0.2
1839163,400.0,2.0,0.2
1839171,400.0,2.0,0.2
1839193,400.0,2.0,0.2
1839389,400.0,2.0,0.2
1839452,400.0,2.0,0.2
1839502,400.0,2.0,0.2
1839535,400.0,2.0,0.2
1839646,400.0,2.0,0.2
1839685,400.0,2.0,0.2
1839715,400.0,2.0,0.2
1839738,400.0,2.0,0.2
1839753,400.0,2.0,0.2
1839766,400.0,2.0,0.2
1839774,400.0,2.0,0.2
1839829,400.0,2.0,0.2
1839923,400.0,2.0,0.2
1839949,400.0,2.0,0.2
1839969,400.0,2.0,0.2
1840055,400.0,2.0,0.2
1840146,400.0,2.0,0.2
1840149,400.0,2.0,0.2
1840161,400.0,2.0,0.2
1840166,400.0,2.0,0.2
1840227,400.0,2.0,0.2
1840278,400.0,2.0,0.2
1840284,400.0,2.0,0.2
1840291,400.0,2.0,0.2
1840319,400.0,2.0,0.2
1840332,400.0,2.0,0.2
1840522,400.0,2.0,0.2
1840561,400.0,2.0,0.2
1840644,400.0,2.0,0.2
1840706,400.0,2.0,0.2
1853272,400.0,2.0,0.2
1853303,400.0,2.0,0.2
1853366,400.0,2.0,0.2
1853413,400.0,2.0,0.2
1853458,400.0,2.0,0.2
1853515,400.0,2.0,0.2
1853594,400.0,2.0,0.2
1853600,400.0,2.0,0.2
1853665,400.0,2.0,0.2
1853667,400.0,2.0,0.2
1853871,400.0,2.0,0.2
1854026,400.0,2.0,0.2
1854277,400.0,2.0,0.2
1854308,400.0,2.0,0.2
1854413,400.0,2.0,0.2
1854475,400.0,2.0,0.2
1854600,400.0,2.0,0.2
1854800,400.0,2.0,0.2
1855077,400.0,2.0,0.2
1855125,400.0,2.0,0.2
1855414,400.0,2.0,0.2
1855509,400.0,2.0,0.2
1855517,400.0,2.0,0.2
1855519,400.0,2.0,0.2
1855583,400.0,2.0,0.2
1855667,400.0,2.0,0.2
1855724,400.0,2.0,0.2
1855772,400.0,2.0,0.2
1855775,400.0,2.0,0.2
1855965,400.0,2.0,0.2
1856046,400.0,2.0,0.2
1856102,400.0,2.0,0.2
1856273,400.0,2.0,0.2
1856295,400.0,2.0,0.2
1856464,400.0,2.0,0.2
1856529,400.0,2.0,0.2
1856621,400.0,2.0,0.2
1856701,400.0,2.0,0.2
1856730,400.0,2.0,0.2
1856749,400.0,2.0,0.2
1856768,400.0,2.0,0.2
1856965,400.0,2.0,0.2
1857063,400.0,2.0,0.2
1857162,400.0,2.0,0.2
1857270,400.0,2.0,0.2
1857422,400.0,2.0,0.2
1857570,400.0,2.0,0.2
1857831,400.0,2.0,0.2
1857902,400.0,2.0,0.2
1858195,400.0,2.0,0.2
1858342,400.0,2.0,0.2
1858461,400.0,2.0,0.2
1858536,400.0,2.0,0.2
1858607,400.0,2.0,0.2
1858608,400.0,2.0,0.2
1858677,400.0,2.0,0.2
1858732,400.0,2.0,0.2
1858818,400.0,2.0,0.2
1859040,400.0,2.0,0.2
1859201,400.0,2.0,0.2
1859228,400.0,2.0,0.2
1859483,400.0,2.0,0.2
1859518,400.0,2.0,0.2
1859706,400.0,2.0,0.2
1859798,400.0,2.0,0.2
1859843,400.0,2.0,0.2
