vehicle_id,pv_wp,pv_area_m2,pv_eff
1836599,400.0,2.0,0.2
1836663,400.0,2.0,0.2
1836741,400.0,2.0,0.2
1836744,400.0,2.0,0.2
1836768,400.0,2.0,0.2
1837042,400.0,2.0,0.2
1837098,400.0,2.0,0.2
1837203,400.0,2.0,0.2
1837409,400.0,2.0,0.2
1837573,400.0,2.0,0.2
1838075,400.0,2.0,0.2
1838297,400.0,2.0,0.2
1838315,400.0,2.0,0.2
1838342,400.0,2.0,0.2
1838343,400.0,2.0,0.2
1838377,400.0,2.0,0.2
1838723,400.0,2.0,0.2
1838799,400.0,2.0,0.2
1838804,400.0,2.0,0.2
1838807,400.0,2.0,0.2
1838901,400.0,2.0,0.2
1839000,400.0,2.0,0.2
1839715,400.0,2.0,0.2
1839722,400.0,2.0,0.2
1839829,400.0,2.0,0.2
1839932,400.0,2.0,0.2
1840055,400.0,2.0,0.2
1840554,400.0,2.0,0.2
1840644,400.0,2.0,0.2
1840706,400.0,2.0,0.2
1840709,400.0,2.0,0.2
1853237,400.0,2.0,0.2
1853366,400.0,2.0,0.2
1853413,400.0,2.0,0.2
1853612,400.0,2.0,0.2
1853817,400.0,2.0,0.2
1854413,400.0,2.0,0.2
1854610,400.0,2.0,0.2
1854734,400.0,2.0,0.2
1855298,400.0,2.0,0.2
1855522,400.0,2.0,0.2
1855667,400.0,2.0,0.2
1855936,400.0,2.0,0.2
1856295,400.0,2.0,0.2
1856305,400.0,2.0,0.2
1856463,400.0,2.0,0.2
1856464,400.0,2.0,0.2
1856489,400.0,2.0,0.2
1856730,400.0,2.0,0.2
1856850,400.0,2.0,0.2
1856965,400.0,2.0,0.2
1856981,400.0,2.0,0.2
1858222,400.0,2.0,0.2
1858242,400.0,2.0,0.2
1858515,400.0,2.0,0.2
1858960,400.0,2.0,0.2
1859483,400.0,2.0,0.2
1859798,400.0,2.0,0.2
1859872,400.0,2.0,0.2
1860579,400.0,2.0,0.2
1860750,400.0,2.0,0.2
1861019,400.0,2.0,0.2
1861038,400.0,2.0,0.2
1861426,400.0,2.0,0.2
1861653,400.0,2.0,0.2
1862242,400.0,2.0,0.2
1862529,400.0,2.0,0.2
1862591,400.0,2.0,0.2
1862724,400.0,2.0,0.2
1862738,400.0,2.0,0.2
1863032,400.0,2.0,0.2
1863188,400.0,2.0,0.2
1863293,400.0,2.0,0.2
1863297,400.0,2.0,0.2
1863428,400.0,2.0,0.2
1863484,400.0,2.0,0.2
1863601,400.0,2.0,0.2
1864044,400.0,2.0,0.2
1864190,400.0,2.0,0.2
