Scenario,TimeIndex,Hour,chargerAccessType,Annual_avg_daily_pluggedTime_min,Annual_total_pluggedTime_min,Annual_avg_daily_chargingTime_min,Annual_total_chargingTime_min,Annual_avg_daily_chargingCost_SEK,Annual_total_chargingCost_SEK,Annual_avg_daily_energy_kWh,Annual_total_energy_kWh,Annual_avg_daily_sessionStarts,Annual_total_sessionStarts
VIPV20_Wp400,36,17.5,work,29060.276484018268,10607000.916666668,908.4453196347032,331582.5416666667,510.51591732061314,186338.3098220238,127.62897933015329,46584.57745550595,8.143835616438356,2972.5
VIPV20_Wp400,37,18.0,home,285263.01609589043,104121000.87500001,156114.57408675802,56981819.54166667,46587.8834802981,17004577.470308807,15630.672893109357,5705195.605984915,1047.2465753424658,382245.0
VIPV20_Wp400,37,18.0,public,73933.5969178082,26985762.874999993,26493.0707762557,9669970.83333333,31406.053120695444,11463209.389053836,5710.191476490079,2084219.888918879,379.4246575342466,138490.0
VIPV20_Wp400,37,18.0,work,19692.98584474886,7187939.833333333,740.5280821917809,270292.75,388.84397755076674,141928.05180602986,97.21099438769168,35482.012951507466,11.917808219178083,4350.0
VIPV20_Wp400,38,18.5,home,305698.58926940645,111579985.08333336,155580.3045662101,56786811.16666669,46668.188868207086,17033888.936895587,15668.693722863838,5719073.208845301,737.8013698630137,269297.5
VIPV20_Wp400,38,18.5,public,72914.62237442924,26613837.16666667,23307.855251141555,8507367.166666668,27218.6902511891,9934821.94168402,4948.852772943472,1806331.2621243673,347.97945205479454,127012.5
VIPV20_Wp400,38,18.5,work,13400.74543378995,4891272.083333332,587.2932648401827,214362.0416666667,288.3451577915561,105245.98259391799,72.08628944788903,26311.495648479497,3.7534246575342465,1370.0
VIPV20_Wp400,39,19.0,home,320345.45159817353,116926089.83333334,146929.9113013699,53629417.625000015,44390.579778292216,16202561.619076658,14910.706271004532,5442407.788916654,605.2671232876712,220922.5
VIPV20_Wp400,39,19.0,public,71931.24691780822,26254905.125,20593.509474885843,7516630.958333332,24747.832406045713,9032958.828206684,4499.605892008312,1642356.150583034,236.1095890410959,86180.0
VIPV20_Wp400,39,19.0,work,9488.01404109589,3463125.125,462.99429223744295,168992.9166666667,236.5323654414805,86334.31338614038,59.13309136037012,21583.578346535094,3.7739726027397262,1377.5
VIPV20_Wp400,40,19.5,home,335096.9618721462,122310391.08333334,137169.91358447477,50067018.45833329,41646.15659508536,15200847.157206157,13994.204213263922,5107884.537841331,564.7602739726027,206137.5
VIPV20_Wp400,40,19.5,public,69980.46780821918,25542870.75,16613.178995433787,6063810.333333333,20110.592573270325,7340366.289243668,3656.471376958241,1334612.0525897578,191.92465753424656,70052.5
VIPV20_Wp400,40,19.5,work,7228.20810502283,2638295.958333333,416.0599315068493,151861.875,246.95840640271777,90139.81833699199,61.73960160067944,22534.954584247997,5.0,1825.0
VIPV20_Wp400,41,20.0,home,347553.52636986284,126857037.12499994,126800.70011415522,46282255.54166666,33690.74468631471,12297121.81050487,12998.827720243895,4744572.1178890215,389.82876712328766,142287.5
VIPV20_Wp400,41,20.0,public,68919.33162100456,25155556.041666664,13020.129908675797,4752347.416666666,15714.961866531532,5735961.081284009,2857.2657939148226,1042902.0147789102,130.67123287671234,47695.0
VIPV20_Wp400,41,20.0,work,5268.917694063926,1923154.9583333333,316.44246575342464,115501.5,206.11283379109378,75231.18433374923,51.528208447773444,18807.796083437308,0.0,0.0
VIPV20_Wp400,42,20.5,home,356604.23116438364,130160544.37500003,114044.92511415527,41626397.66666667,30310.59864203731,11063368.504343618,11724.476182498765,4279433.806612049,338.7260273972603,123635.0
VIPV20_Wp400,42,20.5,public,67743.54771689497,24726394.916666664,9854.343264840183,3596835.291666667,12005.110075590148,4381865.177590404,2182.7472864709357,796702.7595618916,118.04109589041096,43085.0
VIPV20_Wp400,42,20.5,work,3606.105251141553,1316228.4166666667,173.98504566210045,63504.541666666664,120.10679532198888,43838.98029252594,30.02669883049722,10959.745073131486,0.0,0.0
VIPV20_Wp400,43,21.0,home,365025.28116438363,133234227.62500003,100887.1784246575,36823820.124999985,25585.335158048223,9338647.332687601,10424.136880960305,3804809.9615505114,296.76027397260276,108317.5
VIPV20_Wp400,43,21.0,public,67086.2448630137,24486479.375,8039.94988584475,2934581.7083333335,9925.912648183185,3622958.116586862,1804.7113905787603,658719.6575612475,86.16438356164383,31450.0
VIPV20_Wp400,43,21.0,work,2398.2462328767124,875359.875,72.50171232876713,26463.125,52.76467936876952,19259.107969600875,13.19116984219238,4814.776992400219,0.6164383561643836,225.0
VIPV20_Wp400,44,21.5,home,372420.04691780824,135933317.125,89186.90285388129,32553219.54166667,22716.710764723648,8291599.429124131,9250.691598254523,3376502.4333629007,263.8424657534247,96302.5
VIPV20_Wp400,44,21.5,public,66465.24897260273,24259815.874999996,6523.771004566211,2381176.416666667,8176.365238287379,2984373.3119748933,1486.611861506796,542613.3294499805,52.47945205479452,19155.0
VIPV20_Wp400,44,21.5,work,1926.6632420091325,703232.0833333334,59.152511415525105,21590.666666666664,28.078604813294675,10248.690756852557,7.019651203323669,2562.172689213139,1.2465753424657535,455.0
VIPV20_Wp400,45,22.0,home,390140.8109589041,142401396.0,88476.62089041095,32293966.625,18269.51354218895,6668372.442898967,9134.756771094475,3334186.2214494837,715.6095890410959,261197.5
VIPV20_Wp400,45,22.0,public,67055.36529680365,24475208.333333332,6611.432534246575,2413172.875,8176.56074634953,2984444.6724175783,1486.647408427187,542626.3040759233,98.06849315068493,35795.0
VIPV20_Wp400,45,22.0,work,1234.4609589041097,450578.25,30.624200913242007,11177.833333333332,7.421549867901127,2708.8657017839114,1.8553874669752817,677.2164254459778,0.0,0.0
VIPV20_Wp400,46,22.5,home,415196.5417808219,151546737.75,96812.95856164384,35336729.875,19784.357665965043,7221290.548077241,9892.178832982521,3610645.2740386203,812.527397260274,296572.5
VIPV20_Wp400,46,22.5,public,69630.29897260274,25415059.125,8293.31586757991,3027060.291666667,9870.935357982278,3602891.4056635313,1794.7155196331407,655071.1646660963,130.8972602739726,47777.5
VIPV20_Wp400,46,22.5,work,487.0666666666667,177779.33333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIPV20_Wp400,47,23.0,home,437694.8114155251,159758606.16666666,103800.24315068492,37887088.75,21068.284217781358,7689923.739490196,10534.142108890679,3844961.869745098,736.417808219178,268792.5
VIPV20_Wp400,47,23.0,public,72736.22773972603,26548723.125,10034.991210045662,3662771.791666667,11852.653358574891,4326218.475879835,2155.0278833772536,786585.1774326975,129.7054794520548,47342.5
VIPV20_Wp400,47,23.0,work,147.64212328767124,53889.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIPV20_Wp400,48,23.5,home,457599.60913242004,167023857.3333333,107940.37876712331,39398238.25000001,21940.543967171034,8008298.548017427,10970.271983585517,4004149.2740087137,606.3287671232877,221310.0
VIPV20_Wp400,48,23.5,public,75672.83755707763,27620585.708333332,10855.589155251142,3962290.041666667,12966.927512412694,4732928.542030633,2357.6231840750343,860532.4621873875,99.72602739726027,36400.0
VIPV20_Wp400,48,23.5,work,58.63527397260274,21401.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIPV20_Wp700,1,0.0,home,386134.78926940635,140939198.0833333,103177.82888127852,37659907.54166666,18485.1512164098,6747080.193989577,10464.821642494855,3819659.899510622,1216.3219178082193,443957.5
VIPV20_Wp700,1,0.0,public,63703.53835616438,23251791.5,11249.895776255707,4106211.958333333,13365.787755449403,4878512.530739032,2430.1432282635283,887002.2783161878,241.65753424657535,88205.0
VIPV20_Wp700,1,0.0,work,18.98607305936073,6929.916666666667,18.98607305936073,6929.916666666667,6.892523354353816,2515.771024339143,1.723130838588454,628.9427560847857,1.8767123287671232,685.0
VIPV20_Wp700,2,0.5,home,416527.74668949767,152032627.54166666,121637.36712328765,44397638.99999999,20700.58757389515,7555714.46447173,12253.956530427713,4472694.133606115,841.3767123287671,307102.5
VIPV20_Wp700,2,0.5,public,70315.47945205479,25665150.0,15091.913470319636,5508548.416666667,17639.642835062965,6438469.634797982,3207.2077881932673,1170630.8426905426,191.0068493150685,69717.5
VIPV20_Wp700,2,0.5,work,69.19337899543379,25255.583333333336,69.19337899543379,25255.583333333336,22.63787665736393,8262.824979937834,5.659469164340982,2065.7062449844584,1.2465753424657535,455.0
VIPV20_Wp700,3,1.0,home,431174.48630136985,157378687.5,121992.89406392697,44527406.33333334,20411.947073109586,7450360.681684999,12333.776162125545,4501828.299175824,395.1575342465753,144232.5
VIPV20_Wp700,3,1.0,public,73490.44520547945,26824012.5,14792.572146118724,5399288.833333334,17591.901367863364,6421043.999270128,3198.527521429702,1167462.5453218413,82.65753424657534,30170.0
VIPV20_Wp700,3,1.0,work,93.6986301369863,34200.0,58.2689497716895,21268.166666666668,19.224007118286533,7016.762598174585,4.806001779571633,1754.1906495436463,0.0,0.0
VIPV20_Wp700,4,1.5,home,436941.9756849315,159483821.125,112096.95890410958,40915389.99999999,18755.463004481,6845743.9966355655,11450.523050661823,4179440.9134915653,138.9794520547945,50727.5
VIPV20_Wp700,4,1.5,public,74967.47842465753,27363129.625,11753.341324200912,4289969.583333333,14469.012486812759,5281189.557686657,2630.729543056865,960216.2832157558,41.9041095890411,15295.0
VIPV20_Wp700,4,1.5,work,93.6986301369863,34200.0,26.54794520547945,9690.0,12.814057875776252,4677.131124658332,3.203514468944063,1169.282781164583,0.0,0.0
VIPV20_Wp700,5,2.0,home,438828.4931506849,160172400.0,97926.66027397262,35743231.00000001,16413.25137085682,5990836.750362739,10117.941660879378,3693048.7062209733,44.47260273972603,16232.5
VIPV20_Wp700,5,2.0,public,75498.49315068492,27556950.0,7251.568835616438,2646822.625,9184.607231173379,3352381.639378283,1669.9285874860689,609523.9344324152,11.246575342465754,4105.0
VIPV20_Wp700,5,2.0,work,93.6986301369863,34200.0,18.904109589041095,6900.0,10.99469865467357,4013.065008955853,2.7486746636683925,1003.2662522389633,0.0,0.0
VIPV20_Wp700,6,2.5,home,439355.2397260274,160364662.5,82245.3946347032,30019569.041666668,13783.866562572806,5031111.295339074,8590.26231094099,3135445.7434934615,11.91095890410959,4347.5
VIPV20_Wp700,6,2.5,public,75611.09589041096,27598050.0,3350.298173515982,1222858.8333333335,4355.1807328625655,1589640.9674948363,791.8510423386482,289025.6304536066,1.2602739726027397,460.0
VIPV20_Wp700,6,2.5,work,93.6986301369863,34200.0,17.68584474885845,6455.333333333334,10.28615140803905,3754.4452639342535,2.5715378520097625,938.6113159835634,0.0,0.0
VIPV20_Wp700,7,3.0,home,439444.9706621004,160397414.29166666,65927.91563926938,24063689.208333325,11014.544341468469,4020308.684635991,6949.258273178588,2536479.2697101845,1.2465753424657535,455.0
VIPV20_Wp700,7,3.0,public,75639.24657534246,27608325.0,1203.1863013698633,439163.0000000001,1555.886439397282,567898.550380008,282.88844352677853,103254.28188727416,0.6232876712328768,227.5
VIPV20_Wp700,7,3.0,work,98.2486301369863,35860.75,4.55,1660.75,2.5345247766043872,925.1015434606014,0.6336311941510968,231.27538586515035,0.6232876712328768,227.5
VIPV20_Wp700,8,3.5,home,439313.7506849315,160349519.0,50375.37751141553,18387012.791666668,8340.265089422675,3044196.757639277,5349.318867643627,1952501.3866899237,0.0,0.0
VIPV20_Wp700,8,3.5,public,75639.24657534246,27608325.0,257.163698630137,93864.75,330.18819921442423,120518.69271326484,60.03421803898623,21912.489584229974,0.0,0.0
VIPV20_Wp700,8,3.5,work,112.3972602739726,41025.0,18.698630136986303,6825.0,10.4158552463194,3801.7871649065805,2.60396381157985,950.4467912266451,0.0,0.0
VIPV20_Wp700,9,4.0,home,438424.1869863014,160024828.25,35466.2305936073,12945174.166666664,5794.286640821164,2114914.623899725,3792.660683888713,1384321.1496193802,0.0,0.0
VIPV20_Wp700,9,4.0,public,75657.04429223744,27614821.166666664,156.69817351598172,57194.83333333333,139.90076295412752,51063.77847825654,25.43650235529591,9284.323359683007,8.095890410958905,2955.0
VIPV20_Wp700,9,4.0,work,173.12659817351596,63191.20833333333,79.42796803652968,28991.208333333332,41.051937480361154,14983.957180331821,10.262984370090289,3745.9892950829553,5.0,1825.0
VIPV20_Wp700,10,4.5,home,436520.7987442923,159330091.5416667,22172.024429223748,8092788.916666668,3544.312835536466,1293674.18497081,2388.024774129257,871629.0425571788,0.0,0.0
VIPV20_Wp700,10,4.5,public,75663.75901826484,27617272.041666668,395.2753424657534,144275.5,324.1360894812806,118309.67266066742,58.933834451141934,21510.849574666805,12.486301369863014,4557.5
VIPV20_Wp700,10,4.5,work,514.863698630137,187925.25,416.1308219178082,151887.75,194.93213913944305,71150.23078589671,48.73303478486076,17787.557696474178,22.54794520547945,8230.0
VIPV20_Wp700,11,5.0,home,431419.7302511416,157468201.5416667,11414.853082191776,4166421.374999998,1840.4104852605656,671749.8271201064,1235.6456594440476,451010.6656970774,6.897260273972603,2517.5
VIPV20_Wp700,11,5.0,public,75312.88173515983,27489201.833333336,907.8029680365296,331348.0833333333,816.8522279821613,298151.06321348884,148.51858690584749,54209.284220634334,46.31506849315068,16905.0
VIPV20_Wp700,11,5.0,work,1936.429109589041,706796.625,1785.1996575342466,651597.875,792.624116824602,289307.8026409797,198.1560292061505,72326.95066024493,88.04109589041096,32135.0
VIPV20_Wp700,12,5.5,home,422252.66175799095,154122221.5416667,2294.0909817351594,837343.2083333331,399.3523033141287,145763.59070965697,245.3258914733785,89543.95038778316,8.08904109589041,2952.5
VIPV20_Wp700,12,5.5,public,75077.10787671233,27403144.374999996,2160.924429223744,788737.4166666666,1901.1250774202676,693910.6532583977,345.6591049855031,126165.57331970864,74.38356164383562,27150.0
VIPV20_Wp700,12,5.5,work,5573.1252283105005,2034190.7083333328,5048.218835616438,1842599.8749999998,2253.4135540791344,822495.947238884,563.3533885197836,205623.986809721,144.26712328767124,52657.5
VIPV20_Wp700,13,6.0,home,400611.4885844749,146223193.33333334,845.8776255707763,308745.3333333334,219.08625794366247,79966.4841494368,87.63450317746499,31986.59365977472,4.993150684931507,1822.5
VIPV20_Wp700,13,6.0,public,75248.7055936073,27465777.541666664,4702.453310502284,1716395.4583333337,4394.02418235081,1603818.8265580458,798.9134877001471,291603.4230105537,189.24657534246575,69075.0
VIPV20_Wp700,13,6.0,work,11329.992579908676,4135447.291666667,9581.45559360731,3497231.291666668,4338.757553588815,1583646.5070599178,1084.6893883972039,395911.62676497945,287.472602739726,104927.5
VIPV20_Wp700,14,6.5,home,367819.56700913236,134254141.9583333,749.2519406392694,273476.9583333333,189.6962602379594,69239.13498685518,75.87850409518374,27695.653994742068,7.472602739726027,2727.5
VIPV20_Wp700,14,6.5,public,75397.46518264842,27520074.79166667,9453.473630136985,3450517.8749999995,8737.01537131171,3189010.610528774,1588.5482493294016,579820.1110052316,243.74657534246575,88967.5
VIPV20_Wp700,14,6.5,work,22406.70114155251,8178445.916666666,18325.3098173516,6688738.083333334,8318.932551051506,3036410.3811338,2079.7331377628766,759102.59528345,408.6506849315069,149157.5
VIPV20_Wp700,15,7.0,home,309908.80536529695,113116713.95833339,1105.4543378995434,403490.8333333333,305.42966093621646,111481.82624171901,109.966522435561,40137.780688979765,38.157534246575345,13927.5
VIPV20_Wp700,15,7.0,public,75285.63458904112,27479256.625000007,16010.587899543381,5843864.583333334,14761.92303789943,5388101.908833292,2683.9860068908033,979654.8925151433,529.2602739726027,193180.0
VIPV20_Wp700,15,7.0,work,36956.28470319635,13489043.916666666,27968.74589041097,10208592.250000004,12988.748517622567,4740893.208932237,3247.187129405642,1185223.3022330592,735.2945205479452,268382.5
VIPV20_Wp700,16,7.5,home,241520.00616438352,88154802.24999999,2053.2863013698634,749449.5000000001,564.7029130040835,206116.56324649046,202.17417553739497,73793.57407114917,33.76712328767123,12325.0
VIPV20_Wp700,16,7.5,public,77053.59714611871,28124562.95833333,25219.919292237446,9205270.541666668,23036.0408809703,8408154.92155416,4188.371069267325,1528755.4402825735,590.4246575342465,215505.0
VIPV20_Wp700,16,7.5,work,63619.08493150686,23220966.000000004,47184.04543378997,17222176.58333334,22147.46450489244,8083824.544285741,5536.86612622311,2020956.1360714352,858.917808219178,313505.0
VIPV20_Wp700,17,8.0,home,190816.66894977167,69648084.16666666,2732.790410958904,997468.5,976.7761052485258,356523.27841571195,274.1429853784138,100062.18966312104,43.71232876712329,15955.0
VIPV20_Wp700,17,8.0,public,82015.32625570775,29935594.083333332,30774.068835616443,11232535.125000002,29001.401539334965,10585511.561857263,5272.982098060901,1924638.465792229,552.4794520547945,201655.0
VIPV20_Wp700,17,8.0,work,85134.57831050229,31074121.083333332,57027.73915525117,20815124.791666675,27531.25614965707,10048908.49462483,6882.814037414268,2512227.1236562077,509.1027397260274,185822.5
VIPV20_Wp700,18,8.5,home,161279.76495433794,58867114.20833335,3344.9484018264843,1220906.1666666667,1208.048213759414,440937.5980221861,339.42286879805647,123889.34711129061,88.73287671232876,32387.5
VIPV20_Wp700,18,8.5,public,86347.9133561644,31516988.375000004,30066.200799086757,10974163.291666666,30698.58885106585,11204984.930639036,5581.561609284699,2037269.9873889154,457.2191780821918,166885.0
VIPV20_Wp700,18,8.5,work,95191.35639269406,34744845.08333333,51266.49075342466,18712269.125,26423.28011507448,9644497.242002185,6605.82002876862,2411124.3105005464,281.1232876712329,102610.0
VIPV20_Wp700,19,9.0,home,140508.0363013699,51285433.250000015,5795.998858447489,2115539.5833333335,2120.9602580617716,774150.4941925467,595.444947338789,217337.405778658,141.31506849315068,51580.0
VIPV20_Wp700,19,9.0,public,87458.97020547945,31922524.124999996,27191.181963470324,9924781.416666668,28567.191418084563,10427024.867600866,5194.034803288103,1895822.7032001575,422.52054794520546,154220.0
VIPV20_Wp700,19,9.0,work,101502.3874429224,37048371.41666667,41677.48504566209,15212282.041666664,22492.572710129934,8209789.039197426,5623.143177532484,2052447.2597993566,178.76712328767124,65250.0
VIPV20_Wp700,20,9.5,home,130969.37773972597,47803822.87499998,9440.53789954338,3445796.333333334,3430.652274605477,1252188.080230999,960.4168421380521,350552.147380389,210.06164383561645,76672.5
VIPV20_Wp700,20,9.5,public,87604.3543378996,31975589.33333335,23850.44223744293,8705411.41666667,25867.694736426267,9441708.578795588,4703.217224804776,1716674.2870537434,437.4657534246575,159675.0
VIPV20_Wp700,20,9.5,work,104513.88869863014,38147569.375,31277.387899543384,11416246.583333336,17329.017783146086,6325091.4908483215,4332.2544457865215,1581272.8727120804,114.33561643835617,41732.5
VIPV20_Wp700,21,10.0,home,120336.92876712333,43922979.000000015,14275.329794520543,5210495.374999998,4360.202155725596,1591473.7868398426,1453.1433268696271,530397.3143074139,272.041095890411,99295.0
VIPV20_Wp700,21,10.0,public,88818.79143835619,32418858.875000007,24306.56757990868,8871897.166666668,26886.2282305262,9813473.304142063,4888.405132822945,1784267.8734803752,490.6232876712329,179077.5
VIPV20_Wp700,21,10.0,work,105849.90045662099,38635213.666666664,22197.087328767124,8101936.875,12470.34065848748,4551674.34034793,3117.58516462187,1137918.5850869825,113.14383561643835,41297.5
VIPV20_Wp700,22,10.5,home,107872.26232876714,39373375.75000001,18383.053881278545,6709814.666666669,5615.72524001797,2049739.712606559,1867.9790147681185,681812.3403903632,306.25342465753425,111782.5
VIPV20_Wp700,22,10.5,public,89515.21073059358,32673051.916666657,27120.039383561634,9898814.374999996,30068.80659066475,10975114.405592633,5467.055743757225,1995475.3464713872,539.486301369863,196912.5
VIPV20_Wp700,22,10.5,work,106699.45228310501,38945300.08333333,16691.53356164383,6092409.749999999,9279.362630539768,3386967.3601470157,2319.840657634942,846741.8400367539,106.14383561643835,38742.5
VIPV20_Wp700,23,11.0,home,99408.37408675796,36284056.54166666,24421.52397260274,8913856.25,6502.256882519242,2373323.7621195232,2493.0232659459202,909953.4920702608,451.1232876712329,164660.0
VIPV20_Wp700,23,11.0,public,90325.44200913244,32968786.33333334,28917.81095890412,10555001.000000004,32762.378597390732,11958268.188047618,5956.796108616497,2174230.5796450214,597.7054794520548,218162.5
VIPV20_Wp700,23,11.0,work,106980.03618721462,39047713.208333336,12719.75890410959,4642712.000000001,6974.438758781754,2545670.14695534,1743.6096896954384,636417.536738835,66.1986301369863,24162.5
VIPV20_Wp700,24,11.5,home,94880.62739726028,34631429.0,32930.28093607304,12019552.54166666,8842.007975342998,3227332.911000194,3386.0129788039967,1235894.7372634588,535.554794520548,195477.5
VIPV20_Wp700,24,11.5,public,90616.46746575343,33075010.625000004,30492.335502283113,11129702.458333336,34817.91894095743,12708540.413449463,6330.530716537714,2310643.711536266,627.9657534246576,229207.5
VIPV20_Wp700,24,11.5,work,105485.17351598175,38502088.333333336,9542.399543378995,3482975.8333333335,5165.245604877524,1885314.6457802963,1291.311401219381,471328.6614450741,83.6917808219178,30547.5
VIPV20_Wp700,25,12.0,home,94994.83150684931,34673113.5,42223.03253424659,15411406.875000006,9402.331621848758,3431851.0419747964,4315.572169217449,1575183.841764369,614.3561643835617,224240.0
VIPV20_Wp700,25,12.0,public,90370.13253424659,32985098.375000004,31397.826484018267,11460206.666666668,35999.93351882635,13139975.734371617,6545.442457968422,2389086.497158474,630.0616438356165,229972.5
VIPV20_Wp700,25,12.0,work,105033.76917808219,38337325.75,8650.476255707763,3157423.8333333335,4563.925422743654,1665832.7793014338,1140.9813556859135,416458.19482535846,120.12328767123287,43845.0
VIPV20_Wp700,26,12.5,home,95526.9238584475,34867327.208333336,48897.009360730604,17847408.41666667,10910.919308751865,3982485.5476944307,5008.782569237371,1828205.6377716402,585.6027397260274,213745.0
VIPV20_Wp700,26,12.5,public,88994.1616438356,32482868.999999996,32232.69623287671,11764934.125,36661.630533148484,13381495.144599196,6665.751006027,2432999.117199855,642.0616438356165,234352.5
VIPV20_Wp700,26,12.5,work,105949.17910958904,38671450.375,9515.422031963471,3473129.041666667,4786.119606860246,1746933.6565039898,1196.5299017150614,436733.41412599746,143.75342465753425,52470.0
VIPV20_Wp700,27,13.0,home,94555.90913242007,34512906.83333333,52006.30228310501,18982300.33333333,11638.10364766396,4247907.831397345,5343.1929244478315,1950265.4174234585,622.0890410958904,227062.5
VIPV20_Wp700,27,13.0,public,89836.82968036535,32790442.833333354,33185.91210045662,12112857.916666666,37976.646108004315,13861475.829421576,6904.844746909874,2520268.332622104,594.8356164383562,217115.0
VIPV20_Wp700,27,13.0,work,107148.48835616437,39109198.24999999,10166.79086757991,3710878.6666666674,5085.74974913108,1856298.658432844,1271.43743728277,464074.664608211,110.03424657534246,40162.5
VIPV20_Wp700,28,13.5,home,99064.13344748861,36158408.70833334,58085.8878995434,21201349.08333334,12897.369515200911,4707539.8730483325,5920.943579307521,2161144.4064472453,671.2808219178082,245017.5
VIPV20_Wp700,28,13.5,public,89238.41118721462,32572020.083333336,32254.87511415526,11773029.41666667,37538.20440404023,13701444.607474685,6825.128073461858,2491171.746813578,532.2671232876712,194277.5
VIPV20_Wp700,28,13.5,work,107792.12077625572,39344124.083333336,9391.199429223747,3427787.7916666674,4969.2890334581625,1813790.4972122293,1242.3222583645406,453447.6243030573,65.58904109589041,23940.0
VIPV20_Wp700,29,14.0,home,108096.93242009127,39455380.33333331,67198.20171232877,24527343.625,14844.686738799162,5418310.659661694,6807.607713658058,2484776.815485191,848.1780821917808,309585.0
VIPV20_Wp700,29,14.0,public,86679.03127853882,31637846.41666667,30418.1915525114,11102639.91666666,35335.24595117685,12897364.772179548,6424.590172941246,2344975.413123555,556.3698630136986,203075.0
VIPV20_Wp700,29,14.0,work,106558.71529680364,38893931.08333333,8632.645890410957,3150915.7499999995,4674.784373047287,1706296.2961622598,1168.6960932618217,426574.07404056494,76.84931506849315,28050.0
VIPV20_Wp700,30,14.5,home,116555.09246575342,42542608.75,74009.07226027401,27013311.375000015,16294.634540159597,5947541.607158253,7469.692650184733,2726437.8173174276,793.3287671232877,289565.0
VIPV20_Wp700,30,14.5,public,85571.74292237441,31233686.16666666,29843.815981735155,10892992.833333332,35235.31336351791,12860889.377684038,6406.420611548712,2338343.52321528,503.85616438356163,183907.5
VIPV20_Wp700,30,14.5,work,105345.39657534244,38451069.74999999,8023.875342465753,2928714.5,4424.522471832445,1614950.7022188425,1106.1306179581113,403737.6755547106,38.06849315068493,13895.0
VIPV20_Wp700,31,15.0,home,129113.40730593608,47126393.66666667,82776.48310502285,30213416.333333343,18667.87017750955,6813772.614790985,8323.72666078975,3038160.231188259,897.9589041095891,327755.0
VIPV20_Wp700,31,15.0,public,84509.0665525114,30845809.291666664,29056.951141552505,10605787.166666664,34060.08371893151,12431930.557410004,6192.742494351187,2260351.0104381833,543.3082191780821,198307.5
VIPV20_Wp700,31,15.0,work,99214.8102739726,36213405.75,6021.4367579908685,2197824.416666667,3429.6129091926095,1251808.7118553026,857.4032272981524,312952.17796382564,17.52054794520548,6395.0
VIPV20_Wp700,32,15.5,home,147500.17739726024,53837564.749999985,94419.3820776256,34463074.45833334,21249.251317119848,7755976.730748745,9465.270302867822,3454823.660546755,1138.0205479452054,415377.5
VIPV20_Wp700,32,15.5,public,82166.43196347033,29990747.66666667,29038.9388127854,10599212.666666672,33836.36055601408,12350271.60294514,6152.065555638919,2245503.9278082056,534.8767123287671,195230.0
VIPV20_Wp700,32,15.5,work,88182.72465753424,32186694.499999996,4323.4309360730595,1578052.2916666667,2502.132781743118,913278.465336238,625.5331954357795,228319.6163340595,15.013698630136986,5480.0
VIPV20_Wp700,33,16.0,home,173279.78904109594,63247123.000000015,111198.92899543382,40587609.08333334,28349.510223287383,10347571.231499895,11084.4875655473,4045837.9614247647,1248.2945205479452,455627.5
VIPV20_Wp700,33,16.0,public,80854.53721461183,29511906.08333332,30199.786073059367,11022921.91666667,35410.38106493565,12924789.088701513,6438.251102715572,2349961.652491184,590.4589041095891,215517.5
VIPV20_Wp700,33,16.0,work,72742.29143835614,26550936.374999993,3019.89703196347,1102262.4166666665,1698.6928679912996,620022.8968168243,424.6732169978249,155005.72420420608,15.616438356164384,5700.0
VIPV20_Wp700,34,16.5,home,202548.31426940643,73930134.70833334,128283.81312785378,46823591.79166663,32618.982591125547,11905928.645760825,12758.44926234569,4656833.980756177,1378.1164383561643,503012.5
VIPV20_Wp700,34,16.5,public,80019.57180365294,29207143.708333325,31072.63698630136,11341512.499999996,35798.08141915052,13066299.71798994,6508.742076209185,2375690.8578163525,558.8493150684932,203980.0
VIPV20_Wp700,34,16.5,work,55914.128995433806,20408657.08333334,2185.1486301369864,797579.2500000001,1266.4383319944195,462249.99117796315,316.6095829986049,115562.49779449079,10.650684931506849,3887.5
VIPV20_Wp700,35,17.0,home,232583.72785388122,84893060.66666664,143874.59257990873,52514226.29166669,42715.0155664497,15590980.68175414,14276.205014362702,5210814.830242386,1233.4246575342465,450200.0
VIPV20_Wp700,35,17.0,public,77934.39509132423,28446054.208333343,29929.402054794522,10924231.75,34709.7285840649,12669050.933183689,6310.859742557256,2303463.8060333985,527.9657534246576,192707.5
VIPV20_Wp700,35,17.0,work,39652.84611872146,14473288.833333334,1268.569292237443,463027.7916666667,702.4918770802205,256409.5351342805,175.62296927005514,64102.38378357013,8.76027397260274,3197.5
VIPV20_Wp700,36,17.5,home,258577.78675799083,94380892.16666666,151186.72773972605,55183155.62500001,45011.16281975154,16429074.429209312,15071.382773232473,5501054.712229853,1122.1438356164383,409582.5
VIPV20_Wp700,36,17.5,public,75731.79212328764,27642104.12499999,28208.06404109589,10295943.375,33289.57982706106,12150696.636877287,6052.650877647463,2209217.570341324,474.6164383561644,173235.0
VIPV20_Wp700,36,17.5,work,27402.4698630137,10001901.5,720.5050228310502,262984.3333333333,386.8271839343848,141191.92213605045,96.7067959835962,35297.98053401261,6.890410958904109,2515.0
