Scenario,Season,TimeIndex,Hour,chargerAccessType,pluggedTime_min,chargingTime_min,chargingCost_SEK,energy_kWh,sessionStarts
VIPV20_Wp700,AUTUMN,11,5.0,work,1766.0416666666665,1743.2916666666665,818.6918692824431,204.67296732061078,70.0
VIPV20_Wp700,AUTUMN,11,5.0,public,77861.33333333334,960.9166666666666,971.7823142928924,176.68769350779863,40.0
VIPV20_Wp700,AUTUMN,12,5.5,home,433805.875,3210.458333333332,514.0523947370694,342.7015964913797,7.5
VIPV20_Wp700,AUTUMN,12,5.5,work,5183.708333333331,4694.041666666665,2077.375609000884,519.343902250221,157.5
VIPV20_Wp700,AUTUMN,12,5.5,public,77827.20833333331,2466.1666666666665,2298.626614494555,417.93211172628247,85.0
VIPV20_Wp700,AUTUMN,13,6.0,home,411285.33333333343,719.5,181.35826941404105,72.54330776561642,2.5
VIPV20_Wp700,AUTUMN,13,6.0,work,11212.708333333334,9527.708333333336,4121.461645925453,1030.3654114813633,272.5
VIPV20_Wp700,AUTUMN,13,6.0,public,78843.12500000001,5486.875000000001,4933.43359423507,896.987926224558,205.0
VIPV20_Wp700,AUTUMN,14,6.5,home,377154.62499999977,585.2083333333334,149.65120579895253,59.860482319581,7.5
VIPV20_Wp700,AUTUMN,14,6.5,work,22115.58333333332,17876.500000000004,7820.0535954226125,1955.0133988556531,422.5
VIPV20_Wp700,AUTUMN,14,6.5,public,78868.37500000006,10076.041666666659,9094.576012225194,1653.5592749500356,232.5
VIPV20_Wp700,AUTUMN,15,7.0,home,317051.875,1053.1666666666667,269.4479461825922,107.77917847303688,37.5
VIPV20_Wp700,AUTUMN,15,7.0,work,36268.41666666667,26433.25000000001,12131.961213636452,3032.990303409113,682.5
VIPV20_Wp700,AUTUMN,15,7.0,public,77510.45833333334,15311.583333333332,13522.95560030716,2458.719200055848,490.0
VIPV20_Wp700,AUTUMN,16,7.5,home,246383.5833333333,2101.0833333333335,551.5291684130672,220.61166736522688,40.0
VIPV20_Wp700,AUTUMN,16,7.5,work,60433.5,43540.49999999999,20268.388707448044,5067.097176862011,785.0
VIPV20_Wp700,AUTUMN,16,7.5,public,77833.20833333339,23350.125000000015,20763.971728458746,3775.267586992498,605.0
VIPV20_Wp700,AUTUMN,17,8.0,home,194604.16666666674,2725.0833333333335,1125.2213451556272,281.30533628890674,35.0
VIPV20_Wp700,AUTUMN,17,8.0,work,81333.08333333333,53147.62500000004,25505.042564290696,6376.260641072674,492.5
VIPV20_Wp700,AUTUMN,17,8.0,public,83591.58333333337,31007.125000000025,28037.01661162694,5097.639383932155,600.0
VIPV20_Wp700,AUTUMN,18,8.5,home,164323.70833333346,3119.4166666666674,1274.7513279980353,318.68783199950883,77.5
VIPV20_Wp700,AUTUMN,18,8.5,work,90523.24999999997,47649.45833333333,24139.670827242004,6034.917706810501,265.0
VIPV20_Wp700,AUTUMN,18,8.5,public,87601.20833333334,30267.041666666664,30286.558196053207,5506.6469447369445,415.0
VIPV20_Wp700,AUTUMN,19,9.0,home,141733.16666666672,5017.583333333333,2081.830666891751,520.4576667229378,120.0
VIPV20_Wp700,AUTUMN,19,9.0,work,96297.25,37403.87500000002,19928.68428422446,4982.171071056115,170.0
VIPV20_Wp700,AUTUMN,19,9.0,public,88659.625,26450.58333333334,26932.64980685205,4896.845419427644,395.0
VIPV20_Wp700,AUTUMN,20,9.5,home,131776.37499999994,8531.000000000002,3477.092793918914,869.2731984797285,192.5
VIPV20_Wp700,AUTUMN,20,9.5,work,98703.70833333331,27734.166666666668,15255.113658601542,3813.7784146503855,82.5
VIPV20_Wp700,AUTUMN,20,9.5,public,90095.41666666667,24026.583333333347,25545.030543663306,4644.551007938784,480.0
VIPV20_Wp700,AUTUMN,21,10.0,home,119793.0833333334,12887.79166666666,5241.342543104182,1310.3356357760456,235.0
VIPV20_Wp700,AUTUMN,21,10.0,work,100106.75,19125.375000000007,10782.323896656166,2695.5809741640414,112.5
VIPV20_Wp700,AUTUMN,21,10.0,public,91335.29166666666,24377.083333333325,26557.06724825284,4828.557681500526,437.5
VIPV20_Wp700,AUTUMN,22,10.5,home,106799.16666666664,16860.33333333333,6756.860218711001,1689.2150546777502,322.5
VIPV20_Wp700,AUTUMN,22,10.5,work,100808.41666666664,14595.249999999998,8133.69523281381,2033.4238082034526,87.5
VIPV20_Wp700,AUTUMN,22,10.5,public,91115.49999999996,25714.95833333332,28847.90366562425,5245.073393749861,527.5
VIPV20_Wp700,AUTUMN,23,11.0,home,99730.9583333332,24148.49999999999,5407.333591162361,2403.2593738499395,490.0
VIPV20_Wp700,AUTUMN,23,11.0,work,100991.2916666667,11225.666666666664,6127.241820743734,1531.8104551859335,72.5
VIPV20_Wp700,AUTUMN,23,11.0,public,92613.91666666672,29197.750000000004,33192.34874880293,6034.972499782351,662.5
VIPV20_Wp700,AUTUMN,24,11.5,home,96510.16666666654,33370.20833333331,7614.391517897752,3384.174007954559,557.5
VIPV20_Wp700,AUTUMN,24,11.5,work,99454.00000000003,8665.333333333334,4591.376693608116,1147.844173402029,87.5
VIPV20_Wp700,AUTUMN,24,11.5,public,92220.12499999997,30361.12500000002,34206.57232009969,6219.376785472675,602.5
VIPV20_Wp700,AUTUMN,25,12.0,home,97107.33333333333,43136.458333333365,9891.131536386947,4396.058460616418,635.0
VIPV20_Wp700,AUTUMN,25,12.0,work,99303.91666666667,8219.166666666666,4240.844381812948,1060.211095453237,120.0
VIPV20_Wp700,AUTUMN,25,12.0,public,91442.54166666673,30918.583333333332,34951.96222832747,6354.902223332265,622.5
VIPV20_Wp700,AUTUMN,26,12.5,home,96513.95833333328,49159.50000000001,11339.040228581705,5039.573434925202,570.0
VIPV20_Wp700,AUTUMN,26,12.5,work,100211.62499999999,9287.791666666668,4516.651052103709,1129.1627630259272,135.0
VIPV20_Wp700,AUTUMN,26,12.5,public,89303.16666666663,30937.541666666664,35108.22959578859,6383.314471961567,602.5
VIPV20_Wp700,AUTUMN,27,13.0,home,95849.24999999999,52041.416666666664,12060.482971354517,5360.2146539353425,637.5
VIPV20_Wp700,AUTUMN,27,13.0,work,101402.8333333333,9614.500000000004,4800.973404563584,1200.243351140896,112.5
VIPV20_Wp700,AUTUMN,27,13.0,public,90664.16666666673,33999.916666666664,39331.478205588784,7151.177855561584,645.0
VIPV20_Wp700,AUTUMN,28,13.5,home,100545.95833333342,58187.24999999995,13355.211661947296,5935.64962753211,687.5
VIPV20_Wp700,AUTUMN,28,13.5,work,102279.58333333336,8893.625000000004,4754.37589594628,1188.59397398657,60.0
VIPV20_Wp700,AUTUMN,28,13.5,public,89214.75000000001,33161.25000000001,38968.28976817231,7085.143594213145,532.5
VIPV20_Wp700,AUTUMN,29,14.0,home,108879.49999999993,66678.12500000006,15120.006373248258,6720.002832554774,820.0
VIPV20_Wp700,AUTUMN,29,14.0,work,100292.99999999997,7898.000000000001,4364.456340831643,1091.1140852079106,65.0
VIPV20_Wp700,AUTUMN,29,14.0,public,86912.66666666663,30899.583333333314,36125.68077257322,6568.305595013317,535.0
VIPV20_Wp700,AUTUMN,30,14.5,home,116172.58333333328,73031.45833333336,16502.641822559224,7334.507476692978,770.0
VIPV20_Wp700,AUTUMN,30,14.5,work,98926.75000000001,7610.833333333333,4333.752721143923,1083.4381802859807,50.0
VIPV20_Wp700,AUTUMN,30,14.5,public,83757.91666666666,28687.249999999996,33596.948759280545,6108.536138051007,487.5
VIPV20_Wp700,AUTUMN,31,15.0,home,127948.00000000001,80880.83333333334,20301.322781750827,8120.529112700335,830.0
VIPV20_Wp700,AUTUMN,31,15.0,work,92964.49999999997,5969.083333333333,3447.5264682529814,861.8816170632454,20.0
VIPV20_Wp700,AUTUMN,31,15.0,public,82470.70833333334,28632.833333333325,32910.10264672151,5983.655026676638,532.5
VIPV20_Wp700,AUTUMN,32,15.5,home,146448.1666666667,93361.54166666669,23535.809750059783,9414.323900023888,1197.5
VIPV20_Wp700,AUTUMN,32,15.5,work,83150.41666666667,4316.291666666667,2538.2397663989696,634.5599415997424,10.0
VIPV20_Wp700,AUTUMN,32,15.5,public,82216.16666666673,29898.41666666668,34712.145531245376,6311.299187499158,530.0
VIPV20_Wp700,AUTUMN,33,16.0,home,174368.5,113747.33333333339,28373.382272037183,11349.352908814848,1292.5
VIPV20_Wp700,AUTUMN,33,16.0,work,68345.29166666664,3126.7499999999995,1794.8573628126785,448.7143407031696,15.0
VIPV20_Wp700,AUTUMN,33,16.0,public,81005.58333333331,30669.916666666653,36032.63575594552,6551.388319262815,602.5
VIPV20_Wp700,AUTUMN,34,16.5,home,204176.62499999994,131247.79166666645,32689.005604438615,13075.602241775452,1362.5
VIPV20_Wp700,AUTUMN,34,16.5,work,52226.83333333335,2113.3333333333335,1247.8716246810595,311.9679061702649,2.5
VIPV20_Wp700,AUTUMN,34,16.5,public,80678.70833333336,31619.999999999975,37039.2143532377,6734.402609679591,575.0
VIPV20_Wp700,AUTUMN,35,17.0,home,236312.24999999994,149205.54166666666,36984.278030552305,14793.711212220931,1365.0
VIPV20_Wp700,AUTUMN,35,17.0,work,37216.66666666665,1377.875,774.1465015004202,193.53662537510505,12.5
VIPV20_Wp700,AUTUMN,35,17.0,public,80233.12499999996,32282.83333333335,38183.811860759604,6942.511247410831,577.5
VIPV20_Wp700,AUTUMN,36,17.5,home,265542.1666666666,159747.2083333333,39659.828746770734,15863.931498708302,1172.5
VIPV20_Wp700,AUTUMN,36,17.5,work,25723.0,946.9999999999999,510.033992147925,127.50849803698125,10.0
VIPV20_Wp700,AUTUMN,36,17.5,public,77545.62499999997,30561.791666666668,35072.41778618903,6376.803233852554,490.0
VIPV20_Wp700,AUTUMN,37,18.0,home,290955.83333333343,164424.49999999988,41217.072742588876,16486.829097035577,1090.0
VIPV20_Wp700,AUTUMN,37,18.0,work,17560.416666666664,885.1666666666669,490.08662103816476,122.52165525954119,12.5
VIPV20_Wp700,AUTUMN,37,18.0,public,76872.20833333331,28923.74999999999,34262.972114033175,6229.631293460575,425.0
VIPV20_Wp700,AUTUMN,38,18.5,home,312190.6250000002,163363.41666666683,41243.18872926223,16497.275491704888,782.5
VIPV20_Wp700,AUTUMN,38,18.5,work,12508.416666666666,682.7083333333334,372.2945441147887,93.07363602869718,2.5
VIPV20_Wp700,AUTUMN,38,18.5,public,75335.5833333333,24489.125000000004,28850.862987757584,5245.611452319562,335.0
VIPV20_Wp700,AUTUMN,39,19.0,home,327859.66666666657,154736.25000000006,39318.61588095473,15727.44635238192,620.0
VIPV20_Wp700,AUTUMN,39,19.0,work,8995.5,665.7916666666667,375.18235777816136,93.79558944454034,2.5
VIPV20_Wp700,AUTUMN,39,19.0,public,74796.54166666663,20914.70833333332,24806.069942980168,4510.194535087305,225.0
VIPV20_Wp700,AUTUMN,40,19.5,home,341665.9999999998,143878.66666666674,36691.59275246815,14676.637100987266,535.0
VIPV20_Wp700,AUTUMN,40,19.5,work,6460.5,485.2083333333333,276.6898313307393,69.17245783268483,7.5
VIPV20_Wp700,AUTUMN,40,19.5,public,72398.33333333334,16707.249999999996,19995.03054347353,3635.460098813371,207.5
VIPV20_Wp700,AUTUMN,41,20.0,home,353188.54166666657,131846.70833333328,33775.7400969972,13510.296038798913,370.0
VIPV20_Wp700,AUTUMN,41,20.0,work,4855.625,384.875,233.24469757409017,58.31117439352254,0.0
VIPV20_Wp700,AUTUMN,41,20.0,public,71394.20833333334,13073.416666666666,15737.565925594192,2861.3756228353063,127.5
VIPV20_Wp700,AUTUMN,42,20.5,home,361846.4583333333,117020.12499999997,30102.142493291714,12040.85699731669,322.5
VIPV20_Wp700,AUTUMN,42,20.5,work,2983.0416666666665,144.95833333333334,95.67625862187492,23.91906465546873,0.0
VIPV20_Wp700,AUTUMN,42,20.5,public,69919.62499999999,9922.208333333334,12384.659923412784,2251.756349711415,90.0
VIPV20_Wp700,AUTUMN,43,21.0,home,370855.1250000001,102941.62500000012,21301.94405279032,10650.97202639516,312.5
VIPV20_Wp700,AUTUMN,43,21.0,work,1837.625,79.66666666666667,57.42019288225566,14.355048220563916,2.5
VIPV20_Wp700,AUTUMN,43,21.0,public,69170.375,7834.666666666667,9607.041857078426,1746.734883105168,95.0
VIPV20_Wp700,AUTUMN,44,21.5,home,378609.50000000006,89642.37500000006,18602.255034238886,9301.127517119441,267.5
VIPV20_Wp700,AUTUMN,44,21.5,work,1101.5833333333335,15.541666666666668,11.234939759036145,2.808734939759036,0.0
VIPV20_Wp700,AUTUMN,44,21.5,public,68722.5,6481.833333333333,7802.4192232240885,1418.6216769498346,50.0
VIPV20_Wp700,AUTUMN,45,22.0,home,387124.24999999977,79515.58333333333,16536.349230153646,8268.174615076823,260.0
VIPV20_Wp700,AUTUMN,45,22.0,work,589.2083333333334,0.0,0.0,0.0,0.0
VIPV20_Wp700,AUTUMN,45,22.0,public,67425.41666666666,4949.416666666667,5954.732217893609,1082.6785850715657,32.5
VIPV20_Wp700,AUTUMN,46,22.5,home,393831.33333333314,68869.83333333333,14392.079519076735,7196.039759538367,185.0
VIPV20_Wp700,AUTUMN,46,22.5,work,145.54166666666666,0.0,0.0,0.0,0.0
VIPV20_Wp700,AUTUMN,46,22.5,public,67288.70833333334,4196.791666666667,5342.675670038007,971.3955763705466,27.5
VIPV20_Wp700,AUTUMN,47,23.0,home,398526.0,59201.29166666673,12476.54649987334,6238.27324993667,170.0
VIPV20_Wp700,AUTUMN,47,23.0,work,22.166666666666668,0.0,0.0,0.0,0.0
VIPV20_Wp700,AUTUMN,47,23.0,public,67098.54166666667,2781.4999999999995,3712.208736981803,674.9470430876005,20.0
VIPV20_Wp700,AUTUMN,48,23.5,home,404918.12499999994,53647.250000000015,11409.19512337674,5704.59756168837,197.5
VIPV20_Wp700,AUTUMN,48,23.5,work,0.0,0.0,0.0,0.0,0.0
VIPV20_Wp700,AUTUMN,48,23.5,public,66995.625,2069.166666666667,2860.2387377816335,520.0434068693879,5.0
VIPV20_Wp700,WINTER,1,0.0,home,422489.625,129636.62499999994,26211.261095877606,13105.630547938803,507.5
VIPV20_Wp700,WINTER,1,0.0,work,25.291666666666668,25.291666666666668,6.387232549982462,1.5968081374956156,2.5
VIPV20_Wp700,WINTER,1,0.0,public,69459.5,13428.374999999998,16030.554149829683,2914.6462090599443,105.0
VIPV20_Wp700,WINTER,2,0.5,home,432073.3333333334,121641.91666666667,24815.433344169363,12407.71667208468,277.5
VIPV20_Wp700,WINTER,2,0.5,work,95.04166666666667,95.04166666666667,23.710970487374304,5.927742621843576,2.5
VIPV20_Wp700,WINTER,2,0.5,public,71737.5,10713.041666666664,13112.632961577883,2384.1150839232514,80.0
VIPV20_Wp700,WINTER,3,1.0,home,436462.5,108311.54166666672,22342.471804231274,11171.235902115637,115.0
VIPV20_Wp700,WINTER,3,1.0,work,150.0,93.5,22.523284565949023,5.630821141487256,0.0
VIPV20_Wp700,WINTER,3,1.0,public,73012.5,7652.833333333331,9555.683470755028,1737.3969946827317,30.0
VIPV20_Wp700,WINTER,4,1.5,home,438562.5,93547.7916666666,19476.73965731849,9738.369828659244,45.0
VIPV20_Wp700,WINTER,4,1.5,work,150.0,31.0,7.378512396694214,1.8446280991735535,0.0
VIPV20_Wp700,WINTER,4,1.5,public,73650.0,5098.75,6439.664116754985,1170.8480212281793,20.0
VIPV20_Wp700,WINTER,5,2.0,home,439125.0,77386.70833333334,16250.005418535735,8125.002709267867,12.5
VIPV20_Wp700,WINTER,5,2.0,work,150.0,0.0,0.0,0.0,0.0
VIPV20_Wp700,WINTER,5,2.0,public,73912.5,3170.624999999999,4030.9730648265454,732.9041936048267,5.0
VIPV20_Wp700,WINTER,6,2.5,home,439237.5,61279.250000000015,12974.8132895981,6487.40664479905,5.0
VIPV20_Wp700,WINTER,6,2.5,work,150.0,0.0,0.0,0.0,0.0
VIPV20_Wp700,WINTER,6,2.5,public,73950.0,1568.5416666666665,2069.8368876569675,376.3339795739941,0.0
VIPV20_Wp700,WINTER,7,3.0,home,439266.7916666666,44937.24999999997,9590.34479237443,4795.172396187215,0.0
VIPV20_Wp700,WINTER,7,3.0,work,150.0,0.0,0.0,0.0,0.0
VIPV20_Wp700,WINTER,7,3.0,public,73950.0,530.5,702.6536505431385,127.75520918966147,0.0
VIPV20_Wp700,WINTER,8,3.5,home,439152.25,30884.666666666657,6643.4150013295075,3321.7075006647538,0.0
VIPV20_Wp700,WINTER,8,3.5,work,150.0,0.0,0.0,0.0,0.0
VIPV20_Wp700,WINTER,8,3.5,public,73950.0,58.41666666666667,77.33760928512658,14.061383506386647,0.0
VIPV20_Wp700,WINTER,9,4.0,home,438365.62500000006,20331.041666666664,4397.118374512309,2198.5591872561545,0.0
VIPV20_Wp700,WINTER,9,4.0,work,191.0,41.0,22.16470743576485,5.5411768589412125,5.0
VIPV20_Wp700,WINTER,9,4.0,public,74028.70833333333,150.79166666666666,102.67416507724296,18.668030014044174,10.0
VIPV20_Wp700,WINTER,10,4.5,home,436336.9166666667,10679.833333333332,2322.7360943307053,1161.3680471653527,0.0
VIPV20_Wp700,WINTER,10,4.5,work,461.0,298.25,140.8414570544563,35.210364263614075,12.5
VIPV20_Wp700,WINTER,10,4.5,public,74098.83333333333,413.29166666666663,313.263169066207,56.956939830219454,15.0
VIPV20_Wp700,WINTER,11,5.0,home,431295.45833333326,4163.041666666667,910.5871361603553,455.29356808017764,2.5
VIPV20_Wp700,WINTER,11,5.0,work,1841.0833333333335,1616.0833333333335,717.4738220963534,179.36845552408835,112.5
VIPV20_Wp700,WINTER,11,5.0,public,73560.16666666667,833.1666666666667,733.7251692066242,133.40457621938623,37.5
VIPV20_Wp700,WINTER,12,5.5,home,423275.3750000002,1136.8333333333333,246.70549248589708,123.35274624294854,15.0
VIPV20_Wp700,WINTER,12,5.5,work,6337.041666666664,5790.708333333333,2582.3898703524587,645.5974675881147,157.5
VIPV20_Wp700,WINTER,12,5.5,public,72823.54166666666,1767.2916666666667,1544.7946120457582,280.8717476446832,67.5
VIPV20_Wp700,WINTER,13,6.0,home,402328.0833333334,996.75,257.6578004492268,103.06312017969071,7.5
VIPV20_Wp700,WINTER,13,6.0,work,12478.66666666666,10561.41666666667,4760.965055520859,1190.2412638802148,300.0
VIPV20_Wp700,WINTER,13,6.0,public,73384.91666666669,4533.500000000003,4476.9848919047645,813.9972530735936,205.0
VIPV20_Wp700,WINTER,14,6.5,home,370442.20833333343,899.9166666666665,232.10947748189787,92.84379099275914,12.5
VIPV20_Wp700,WINTER,14,6.5,work,23887.58333333334,19341.791666666675,8665.159334551228,2166.289833637807,420.0
VIPV20_Wp700,WINTER,14,6.5,public,73900.33333333331,9488.208333333332,9210.999845440594,1674.7272446255624,250.0
VIPV20_Wp700,WINTER,15,7.0,home,311697.5833333334,1287.5833333333333,321.28565978107844,128.51426391243137,32.5
VIPV20_Wp700,WINTER,15,7.0,work,38476.41666666664,29040.083333333336,13354.081929284755,3338.520482321189,707.5
VIPV20_Wp700,WINTER,15,7.0,public,75578.29166666674,17729.666666666675,16791.97210612508,3053.085837477285,570.0
VIPV20_Wp700,WINTER,16,7.5,home,242303.25,2103.208333333333,485.1156160849642,194.04624643398566,27.5
VIPV20_Wp700,WINTER,16,7.5,work,64981.58333333337,47287.7916666667,22114.699465672376,5528.674866418094,865.0
VIPV20_Wp700,WINTER,16,7.5,public,78334.49999999996,28088.250000000007,25837.67500290983,4697.759091438144,620.0
VIPV20_Wp700,WINTER,17,8.0,home,192023.6666666667,2926.6250000000005,990.4645219256984,282.9898634073424,55.0
VIPV20_Wp700,WINTER,17,8.0,work,84835.91666666663,55454.625,26687.81049853045,6671.952624632612,452.5
VIPV20_Wp700,WINTER,17,8.0,public,83078.0833333333,31848.541666666682,30188.79063057674,5488.871023741222,532.5
VIPV20_Wp700,WINTER,18,8.5,home,162877.29166666674,3967.4583333333335,1337.756779578886,382.2162227368247,97.5
VIPV20_Wp700,WINTER,18,8.5,work,95274.83333333333,50470.0416666667,26022.425759190617,6505.606439797654,312.5
VIPV20_Wp700,WINTER,18,8.5,public,88353.45833333337,30831.583333333332,31876.143989330667,5795.662543514664,530.0
VIPV20_Wp700,WINTER,19,9.0,home,141437.45833333328,6081.916666666666,2125.2212807216574,607.2060802061876,140.0
VIPV20_Wp700,WINTER,19,9.0,work,101402.08333333334,41597.541666666635,22421.502048066915,5605.375512016729,180.0
VIPV20_Wp700,WINTER,19,9.0,public,89474.62499999993,28239.08333333331,30146.199395523938,5481.1271628225395,432.5
VIPV20_Wp700,WINTER,20,9.5,home,131529.4583333333,9476.250000000005,3362.0917673999343,960.5976478285523,207.5
VIPV20_Wp700,WINTER,20,9.5,work,104966.95833333334,31440.458333333343,17289.10020428764,4322.27505107191,137.5
VIPV20_Wp700,WINTER,20,9.5,public,89193.54166666674,24583.750000000007,26434.833345432937,4806.333335533263,422.5
VIPV20_Wp700,WINTER,21,10.0,home,120006.70833333339,13587.833333333328,4814.602365487074,1375.6006758534488,260.0
VIPV20_Wp700,WINTER,21,10.0,work,106470.45833333331,22701.04166666666,12421.166641920418,3105.2916604801044,110.0
VIPV20_Wp700,WINTER,21,10.0,public,90100.16666666666,24423.70833333334,26653.858510625803,4846.156092841054,517.5
VIPV20_Wp700,WINTER,22,10.5,home,106838.70833333333,17877.166666666675,6315.695192284467,1804.4843406527025,297.5
VIPV20_Wp700,WINTER,22,10.5,work,107625.91666666666,16616.083333333325,9008.15912534559,2252.0397813363975,135.0
VIPV20_Wp700,WINTER,22,10.5,public,89784.12499999994,27267.16666666667,30730.416321438126,5587.34842207966,525.0
VIPV20_Wp700,WINTER,23,11.0,home,98060.83333333334,23388.291666666675,8342.064010632863,2383.446860180817,455.0
VIPV20_Wp700,WINTER,23,11.0,work,108698.91666666667,12878.666666666672,6834.851282723701,1708.7128206809252,72.5
VIPV20_Wp700,WINTER,23,11.0,public,89341.37499999997,27745.041666666675,31820.97635290423,5785.632064164405,527.5
VIPV20_Wp700,WINTER,24,11.5,home,94494.75000000004,31767.374999999993,11449.600418887549,3271.3144053964465,537.5
VIPV20_Wp700,WINTER,24,11.5,work,107245.99999999999,10263.916666666666,5497.559298495911,1374.3898246239778,92.5
VIPV20_Wp700,WINTER,24,11.5,public,88956.20833333339,28947.541666666675,32999.658348513054,5999.937881547821,670.0
VIPV20_Wp700,WINTER,25,12.0,home,94586.75000000004,41110.58333333333,10441.290457407105,4176.516182962841,607.5
VIPV20_Wp700,WINTER,25,12.0,work,106168.25,8537.0,4720.544286689694,1180.1360716724234,97.5
VIPV20_Wp700,WINTER,25,12.0,public,89650.45833333333,31680.875000000004,35672.58948461145,6485.925360838436,622.5
VIPV20_Wp700,WINTER,26,12.5,home,94708.1666666667,47700.291666666686,12117.097083016866,4846.838833206745,597.5
VIPV20_Wp700,WINTER,26,12.5,work,107010.16666666664,9532.416666666666,5056.417205728776,1264.104301432194,147.5
VIPV20_Wp700,WINTER,26,12.5,public,88271.33333333339,33010.91666666667,37165.78258780427,6757.415015964421,627.5
VIPV20_Wp700,WINTER,27,13.0,home,93180.37500000007,50748.624999999956,12956.42290380547,5182.569161522191,575.0
VIPV20_Wp700,WINTER,27,13.0,work,108170.04166666664,10675.000000000002,5564.193391782509,1391.0483479456273,102.5
VIPV20_Wp700,WINTER,27,13.0,public,87990.16666666672,33067.25,37832.87209515662,6878.704017301198,600.0
VIPV20_Wp700,WINTER,28,13.5,home,96828.58333333333,56056.75000000003,14309.383431712558,5723.753372685008,657.5
VIPV20_Wp700,WINTER,28,13.5,work,108578.83333333334,10233.875000000002,5457.058060560427,1364.2645151401068,75.0
VIPV20_Wp700,WINTER,28,13.5,public,87946.00000000004,32183.083333333358,37782.22012109145,6869.494567471177,575.0
VIPV20_Wp700,WINTER,29,14.0,home,107223.5833333332,66123.54166666666,16817.981805953128,6727.192722381246,852.5
VIPV20_Wp700,WINTER,29,14.0,work,107292.54166666667,9680.374999999996,5276.277092441297,1319.0692731103243,87.5
VIPV20_Wp700,WINTER,29,14.0,public,85601.95833333331,30316.666666666668,35465.89064139218,6448.343752980403,545.0
VIPV20_Wp700,WINTER,30,14.5,home,115149.99999999997,73135.25000000003,18527.46582176939,7410.986328707754,767.5
VIPV20_Wp700,WINTER,30,14.5,work,106066.74999999993,9213.58333333333,4997.413843166805,1249.3534607917013,42.5
VIPV20_Wp700,WINTER,30,14.5,public,85651.95833333328,31282.04166666666,37538.679026747275,6825.214368499508,492.5
VIPV20_Wp700,WINTER,31,15.0,home,126627.33333333337,81229.99999999994,20410.553816943942,8164.221526777571,847.5
VIPV20_Wp700,WINTER,31,15.0,work,99099.29166666666,6594.000000000001,3727.473167037303,931.8682917593258,12.5
VIPV20_Wp700,WINTER,31,15.0,public,83005.16666666666,28827.583333333343,34356.4629111617,6246.629620211223,515.0
VIPV20_Wp700,WINTER,32,15.5,home,145045.70833333337,92578.00000000003,23124.21384009785,9249.68553603913,1127.5
VIPV20_Wp700,WINTER,32,15.5,work,87257.37500000001,4880.208333333333,2803.4891674424175,700.8722918606044,15.0
VIPV20_Wp700,WINTER,32,15.5,public,79031.83333333334,28112.541666666686,32813.71433068587,5966.129878306512,560.0
VIPV20_Wp700,WINTER,33,16.0,home,170064.08333333343,109606.20833333334,32649.323421798603,10883.107807266191,1195.0
VIPV20_Wp700,WINTER,33,16.0,work,72437.66666666667,3180.9166666666674,1742.858676447543,435.71466911188577,17.5
VIPV20_Wp700,WINTER,33,16.0,public,79465.00000000001,30075.000000000025,35113.46924417023,6384.26713530368,615.0
VIPV20_Wp700,WINTER,34,16.5,home,198793.66666666666,125264.54166666658,37479.54576806752,12493.181922689166,1387.5
VIPV20_Wp700,WINTER,34,16.5,work,56170.04166666667,2019.2916666666665,1153.9792646828191,288.4948161707048,10.0
VIPV20_Wp700,WINTER,34,16.5,public,78549.79166666658,31356.41666666666,36271.062268386566,6594.738594252097,532.5
VIPV20_Wp700,WINTER,35,17.0,home,227999.95833333317,140766.58333333355,42113.236473440855,14037.745491146945,1227.5
VIPV20_Wp700,WINTER,35,17.0,work,40153.666666666686,1220.3333333333333,693.1325003737845,173.28312509344613,5.0
VIPV20_Wp700,WINTER,35,17.0,public,76777.50000000001,29182.791666666664,33554.83007393133,6100.878195260239,532.5
VIPV20_Wp700,WINTER,36,17.5,home,254563.66666666666,151081.24999999994,45347.730281504104,15115.910093834695,1162.5
VIPV20_Wp700,WINTER,36,17.5,work,27766.666666666653,711.75,409.43928312369997,102.35982078092499,2.5
VIPV20_Wp700,WINTER,36,17.5,public,75706.45833333333,28633.25000000001,34381.189237189334,6251.1253158526,537.5
VIPV20_Wp700,WINTER,37,18.0,home,281035.2083333333,158845.8749999999,47838.243499739874,15946.081166579956,1082.5
VIPV20_Wp700,WINTER,37,18.0,work,19357.333333333325,1029.916666666667,511.42241857027375,127.85560464256844,32.5
VIPV20_Wp700,WINTER,37,18.0,public,73521.45833333337,27611.458333333318,31677.599539017105,5759.563552548566,405.0
VIPV20_Wp700,WINTER,38,18.5,home,301510.3750000001,158689.83333333343,48008.467224447886,16002.822408149274,770.0
VIPV20_Wp700,WINTER,38,18.5,work,13740.041666666668,1128.375,515.8489877829071,128.96224694572678,0.0
VIPV20_Wp700,WINTER,38,18.5,public,72527.91666666669,24697.541666666657,28423.675212756654,5167.940947773935,342.5
VIPV20_Wp700,WINTER,39,19.0,home,317362.54166666645,151527.45833333337,46112.75000877738,15370.916669592503,670.0
VIPV20_Wp700,WINTER,39,19.0,work,9182.083333333334,743.9583333333334,379.1550815351969,94.78877038379923,7.5
VIPV20_Wp700,WINTER,39,19.0,public,70477.6666666667,20648.124999999993,25054.57819837417,4555.377854249841,225.0
VIPV20_Wp700,WINTER,40,19.5,home,332829.7083333334,143205.99999999994,43944.6733185942,14648.224439531428,545.0
