Scenario,Season,TimeIndex,Hour,chargerAccessType,pluggedTime_min,chargingTime_min,chargingCost_SEK,energy_kWh,sessionStarts
noVIPV,SPRING,8,3.5,public,76575.0,388.1666666666667,483.70891120846534,87.94707476517551,0.0
noVIPV,SPRING,9,4.0,home,453331.7916666667,54165.37500000001,7216.0299095912005,5772.823927672963,0.0
noVIPV,SPRING,9,4.0,work,250.79166666666669,100.79166666666669,35.43225623049328,8.85806405762332,10.0
noVIPV,SPRING,9,4.0,public,76537.08333333334,151.79166666666666,175.21787801116045,31.857796002029175,12.5
noVIPV,SPRING,10,4.5,home,451665.4583333334,38379.79166666664,5152.372337908237,4121.897870326591,0.0
noVIPV,SPRING,10,4.5,work,929.0,774.25,305.3947816835151,76.34869542087877,42.5
noVIPV,SPRING,10,4.5,public,76515.625,467.58333333333326,525.8730102935734,95.61327459883154,15.0
noVIPV,SPRING,11,5.0,home,446060.7499999998,20266.374999999985,2736.9210761430813,2189.536860914465,7.5
noVIPV,SPRING,11,5.0,work,2683.3333333333326,2452.3749999999995,1095.2346048777931,273.8086512194483,97.5
noVIPV,SPRING,11,5.0,public,76145.16666666667,954.6250000000002,886.8700948307605,161.24910815104738,45.0
noVIPV,SPRING,12,5.5,home,436400.33333333343,3463.2500000000005,464.1182618233266,371.2946094586613,7.5
noVIPV,SPRING,12,5.5,work,6563.833333333333,5740.666666666666,2596.53504613422,649.133761533555,145.0
noVIPV,SPRING,12,5.5,public,76252.91666666666,2380.4166666666665,2227.3151879566385,404.96639781029796,67.5
noVIPV,SPRING,13,6.0,home,414716.0833333336,745.6666666666667,186.67077836893606,74.66831134757442,7.5
noVIPV,SPRING,13,6.0,work,13082.375000000002,10922.374999999998,5065.453304172265,1266.3633260430663,325.0
noVIPV,SPRING,13,6.0,public,76237.29166666664,5158.708333333334,4891.9631483183975,889.4478451487995,215.0
noVIPV,SPRING,14,6.5,home,380235.66666666657,864.6250000000001,219.2452437580777,87.69809750323111,10.0
noVIPV,SPRING,14,6.5,work,24869.20833333334,20120.16666666667,9304.613295475001,2326.1533238687502,437.5
noVIPV,SPRING,14,6.5,public,76313.83333333334,9793.500000000002,9141.765776573611,1662.1392321042933,242.5
noVIPV,SPRING,15,7.0,home,319838.6666666668,1141.3333333333333,403.53754313574854,107.61001150286629,22.5
noVIPV,SPRING,15,7.0,work,40940.20833333332,31298.50000000001,14525.774295033287,3631.4435737583217,802.5
noVIPV,SPRING,15,7.0,public,76385.04166666667,16685.874999999996,15233.979208114868,2769.814401475429,537.5
noVIPV,SPRING,16,7.5,home,249823.0833333332,1550.75,562.4207130988592,149.9788568263625,30.0
noVIPV,SPRING,16,7.5,work,70940.16666666664,52558.75,24597.464577282248,6149.366144320562,990.0
noVIPV,SPRING,16,7.5,public,78732.29166666664,26231.208333333343,23650.63258757511,4300.1150159227445,617.5
noVIPV,SPRING,17,8.0,home,198180.95833333337,1828.4583333333333,759.7097408528597,189.9274352132149,40.0
noVIPV,SPRING,17,8.0,work,95791.20833333337,64271.9583333333,31038.144369310103,7759.536092327526,587.5
noVIPV,SPRING,17,8.0,public,85021.79166666667,32343.208333333332,30851.45680743004,5609.355783169107,555.0
