vehicle_id,pv_wp,pv_area_m2,pv_eff
1836644,400.0,2.0,0.2
1837771,400.0,2.0,0.2
1838499,400.0,2.0,0.2
1838887,400.0,2.0,0.2
1839970,400.0,2.0,0.2
1840473,400.0,2.0,0.2
1853429,400.0,2.0,0.2
1853554,400.0,2.0,0.2
1855455,400.0,2.0,0.2
1857800,400.0,2.0,0.2
1858481,400.0,2.0,0.2
1858620,400.0,2.0,0.2
1859228,400.0,2.0,0.2
1860478,400.0,2.0,0.2
1860690,400.0,2.0,0.2
1862527,400.0,2.0,0.2
1862586,400.0,2.0,0.2
1863333,400.0,2.0,0.2
1863798,400.0,2.0,0.2
1863991,400.0,2.0,0.2
1864949,400.0,2.0,0.2
1865751,400.0,2.0,0.2
1865752,400.0,2.0,0.2
1866168,400.0,2.0,0.2
1866533,400.0,2.0,0.2
1866777,400.0,2.0,0.2
1866997,400.0,2.0,0.2
1869701,400.0,2.0,0.2
1871017,400.0,2.0,0.2
1871098,400.0,2.0,0.2
1871157,400.0,2.0,0.2
1871251,400.0,2.0,0.2
1871319,400.0,2.0,0.2
1871820,400.0,2.0,0.2
1871881,400.0,2.0,0.2
1871938,400.0,2.0,0.2
1872483,400.0,2.0,0.2
1872541,400.0,2.0,0.2
1873067,400.0,2.0,0.2
1873150,400.0,2.0,0.2
1873684,400.0,2.0,0.2
1873713,400.0,2.0,0.2
1874540,400.0,2.0,0.2
1874733,400.0,2.0,0.2
1875781,400.0,2.0,0.2
1876762,400.0,2.0,0.2
1877251,400.0,2.0,0.2
1877404,400.0,2.0,0.2
1877634,400.0,2.0,0.2
1879340,400.0,2.0,0.2
1881178,400.0,2.0,0.2
1881745,400.0,2.0,0.2
1881983,400.0,2.0,0.2
1882215,400.0,2.0,0.2
1882314,400.0,2.0,0.2
1882672,400.0,2.0,0.2
1882799,400.0,2.0,0.2
1882832,400.0,2.0,0.2
1884286,400.0,2.0,0.2
1884621,400.0,2.0,0.2
1895207,400.0,2.0,0.2
1895544,400.0,2.0,0.2
1895682,400.0,2.0,0.2
1897768,400.0,2.0,0.2
1898255,400.0,2.0,0.2
1915403,400.0,2.0,0.2
1918595,400.0,2.0,0.2
1920973,400.0,2.0,0.2
1922147,400.0,2.0,0.2
1922232,400.0,2.0,0.2
1922309,400.0,2.0,0.2
1922348,400.0,2.0,0.2
1922570,400.0,2.0,0.2
1922855,400.0,2.0,0.2
1923367,400.0,2.0,0.2
1923602,400.0,2.0,0.2
1923605,400.0,2.0,0.2
1923627,400.0,2.0,0.2
1924249,400.0,2.0,0.2
1925774,400.0,2.0,0.2
1925819,400.0,2.0,0.2
1926024,400.0,2.0,0.2
1926043,400.0,2.0,0.2
1926044,400.0,2.0,0.2
1927120,400.0,2.0,0.2
1928589,400.0,2.0,0.2
1928782,400.0,2.0,0.2
1928999,400.0,2.0,0.2
1929172,400.0,2.0,0.2
1929966,400.0,2.0,0.2
1931047,400.0,2.0,0.2
1931224,400.0,2.0,0.2
1931417,400.0,2.0,0.2
1932498,400.0,2.0,0.2
1933117,400.0,2.0,0.2
1933214,400.0,2.0,0.2
1933380,400.0,2.0,0.2
1933444,400.0,2.0,0.2
1933534,400.0,2.0,0.2
1933585,400.0,2.0,0.2
1933694,400.0,2.0,0.2
1934774,400.0,2.0,0.2
1937402,400.0,2.0,0.2
1937617,400.0,2.0,0.2
1937796,400.0,2.0,0.2
1937951,400.0,2.0,0.2
1938243,400.0,2.0,0.2
1939020,400.0,2.0,0.2
1940658,400.0,2.0,0.2
1941262,400.0,2.0,0.2
1941383,400.0,2.0,0.2
1941613,400.0,2.0,0.2
