vehicle_id,pv_wp,pv_area_m2,pv_eff
1837771,400.0,2.0,0.2
1839970,400.0,2.0,0.2
1853429,400.0,2.0,0.2
1855455,400.0,2.0,0.2
1860478,400.0,2.0,0.2
1860690,400.0,2.0,0.2
1862527,400.0,2.0,0.2
1863333,400.0,2.0,0.2
1871098,400.0,2.0,0.2
1871251,400.0,2.0,0.2
1872483,400.0,2.0,0.2
1872541,400.0,2.0,0.2
1874540,400.0,2.0,0.2
1874733,400.0,2.0,0.2
1879340,400.0,2.0,0.2
1882672,400.0,2.0,0.2
1915403,400.0,2.0,0.2
1918595,400.0,2.0,0.2
1920973,400.0,2.0,0.2
1922147,400.0,2.0,0.2
1922309,400.0,2.0,0.2
1922348,400.0,2.0,0.2
1922570,400.0,2.0,0.2
1925774,400.0,2.0,0.2
1929172,400.0,2.0,0.2
1929966,400.0,2.0,0.2
1932498,400.0,2.0,0.2
1933444,400.0,2.0,0.2
1937617,400.0,2.0,0.2
1940658,400.0,2.0,0.2
1941262,400.0,2.0,0.2
1941383,400.0,2.0,0.2
1941613,400.0,2.0,0.2
1942554,400.0,2.0,0.2
1944135,400.0,2.0,0.2
1967726,400.0,2.0,0.2
1979424,400.0,2.0,0.2
1983393,400.0,2.0,0.2
1993849,400.0,2.0,0.2
1994334,400.0,2.0,0.2
1996902,400.0,2.0,0.2
1996915,400.0,2.0,0.2
1998675,400.0,2.0,0.2
1999384,400.0,2.0,0.2
2000357,400.0,2.0,0.2
2001491,400.0,2.0,0.2
2016078,400.0,2.0,0.2
2017852,400.0,2.0,0.2
2017886,400.0,2.0,0.2
2017999,400.0,2.0,0.2
2028906,400.0,2.0,0.2
2034780,400.0,2.0,0.2
2034807,400.0,2.0,0.2
2035109,400.0,2.0,0.2
2036419,400.0,2.0,0.2
2036649,400.0,2.0,0.2
2037906,400.0,2.0,0.2
2039683,400.0,2.0,0.2
2040284,400.0,2.0,0.2
2040623,400.0,2.0,0.2
2046765,400.0,2.0,0.2
2060298,400.0,2.0,0.2
2066612,400.0,2.0,0.2
2068157,400.0,2.0,0.2
2068775,400.0,2.0,0.2
2069949,400.0,2.0,0.2
2070001,400.0,2.0,0.2
2072865,400.0,2.0,0.2
2073899,400.0,2.0,0.2
2075149,400.0,2.0,0.2
2079722,400.0,2.0,0.2
2082164,400.0,2.0,0.2
2091164,400.0,2.0,0.2
2098664,400.0,2.0,0.2
2098770,400.0,2.0,0.2
2125084,400.0,2.0,0.2
2126857,400.0,2.0,0.2
2129836,400.0,2.0,0.2
2209722,400.0,2.0,0.2
2322365,400.0,2.0,0.2
2322508,400.0,2.0,0.2
2326654,400.0,2.0,0.2
2327190,400.0,2.0,0.2
2329756,400.0,2.0,0.2
2331122,400.0,2.0,0.2
2332266,400.0,2.0,0.2
3043495,400.0,2.0,0.2
3127661,400.0,2.0,0.2
3127989,400.0,2.0,0.2
3212158,400.0,2.0,0.2
3212352,400.0,2.0,0.2
3256128,400.0,2.0,0.2
3257507,400.0,2.0,0.2
4586727,400.0,2.0,0.2
4589680,400.0,2.0,0.2
4590191,400.0,2.0,0.2
4590475,400.0,2.0,0.2
4598048,400.0,2.0,0.2
4598777,400.0,2.0,0.2
4603835,400.0,2.0,0.2
4607273,400.0,2.0,0.2
4609799,400.0,2.0,0.2
4640945,400.0,2.0,0.2
4642323,400.0,2.0,0.2
4643903,400.0,2.0,0.2
4651380,400.0,2.0,0.2
4653553,400.0,2.0,0.2
4660625,400.0,2.0,0.2
4661436,400.0,2.0,0.2
4662490,400.0,2.0,0.2
4692517,400.0,2.0,0.2
4695710,400.0,2.0,0.2
4702543,400.0,2.0,0.2
4702711,400.0,2.0,0.2
4703626,400.0,2.0,0.2
4705212,400.0,2.0,0.2
4706112,400.0,2.0,0.2
4707915,400.0,2.0,0.2
4729201,400.0,2.0,0.2
4736893,400.0,2.0,0.2
4739904,400.0,2.0,0.2
4755940,400.0,2.0,0.2
