location_key,HexID
311260.459|6413080.864,
321947.935|6400723.427,295
322499.742|6406859.471,484
322260.707|6391163.421,60
317350.42|6389030.107,17
327854.437|6397576.276,218
331904.88|6409821.103,558
323618.632|6406186.045,468
317496.637|6390523.817,43
320578.136|6396287.435,177
332101.439|6410082.04,
316856.13|6401294.99,314
331500.114|6410283.717,570
323577.998|6406279.981,468
321143.212|6400772.408,294
307222.365|6390410.243,36
323616.628|6411063.895,578
330658.0|6393071.136,103
313831.645|6395350.392,153
316484.755|6399814.909,268
323084.08|6401021.132,296
322281.893|6399679.805,275
315458.5|6397054.176,191
316360.978|6401779.034,338
324098.706|6395470.196,162
327381.899|6395239.193,164
322277.159|6400336.458,295
328502.186|6404072.079,430
315219.344|6392604.574,68
307433.83|6402695.066,355
327824.064|6395229.434,165
326068.053|6401227.378,325
305829.407|6402591.305,354
307413.944|6403218.987,380
314705.779|6392854.638,85
322378.136|6394605.163,143
326470.544|6392778.706,98
307246.588|6401408.529,305
323733.116|6412547.042,
321309.92|6396460.976,178
324064.935|6401095.098,323
305897.009|6400332.327,278
319086.158|6393991.29,115
323806.359|6407614.64,500
316505.625|6399708.833,268
332926.423|6411997.162,
316347.02|6397950.079,208
313056.147|6396454.128,188
323700.119|6406249.885,468
314841.149|6392891.302,85
311341.37|6404771.054,411
321744.599|6391565.356,59
320721.193|6398283.45,230
323480.406|6411081.327,577
315348.222|6392793.894,86
319453.368|6398449.138,228
321725.154|6393964.601,118
325918.932|6400443.398,299
316146.357|6403528.713,389
328703.954|6402386.338,378
325530.355|6403646.817,400
318760.243|6399888.326,270
332075.484|6399366.641,255
322279.565|6391039.792,46
316288.483|6391823.13,55
326729.742|6402424.48,350
314612.239|6391529.409,53
321935.203|6391667.45,60
325247.96|6405128.362,450
329111.853|6402437.996,353
312509.541|6396729.155,187
310241.216|6405350.462,435
321973.412|6411026.835,576
329035.593|6403203.294,404
320709.57|6399923.034,273
318083.188|6398796.121,246
317487.731|6387478.492,1
315841.26|6396577.585,191
321596.445|6397512.128,214
325009.933|6405469.141,450
317783.287|6399214.735,246
311271.249|6404880.248,436
314919.143|6403128.324,362
316000.563|6398333.506,224
329811.859|6398749.146,254
314536.361|6401562.38,312
329500.189|6399526.778,277
326419.583|6393922.455,123
306999.077|6402237.637,330
314391.247|6393391.83,85
315706.478|6392693.389,69
316491.851|6393842.25,112
324528.06|6395561.512,162
316873.958|6394102.149,112
315210.493|6396750.461,190
326614.634|6395428.739,164
320293.168|6398931.955,249
320562.812|6405019.761,445
321463.792|6410901.659,575
321115.885|6398665.185,230
330327.272|6408673.416,540
322042.333|6401675.657,320
324329.338|6406269.46,469
328667.055|6404021.206,430
314715.726|6402595.876,362
319658.588|6396392.644,176
305690.431|6400120.681,256
323070.689|6407540.39,499
318296.831|6401274.578,316
323166.89|6407677.843,514
317045.417|6394726.251,137
319028.628|6403672.547,392
315551.839|6399405.295,243
320306.746|6404853.834,445
315910.615|6390983.782,41
319535.2|6399404.254,248
318283.1|6398850.238,246
323810.692|6405722.94,468
318186.139|6398956.271,246
320260.885|6404751.701,445
318693.324|6394234.658,139
324403.846|6400893.191,323
323652.138|6407841.676,515
326476.745|6393511.425,123
322391.526|6401861.073,345
320666.502|6410008.61,548
320720.463|6400470.822,293
324468.225|6400994.915,323
324096.495|6411809.313,586
308813.973|6404690.866,408
307939.412|6394035.143,105
314899.839|6403667.784,
319236.014|6398203.295,228
326195.581|6402156.15,350
332902.738|6397897.155,
322939.111|6404240.208,423
314983.1|6396517.557,190
324792.554|6395607.727,162
315943.076|6400228.397,267
317007.35|6400358.39,289
318664.536|6391325.574,58
321315.252|6409324.516,549
323261.903|6401339.909,322
329186.249|6394000.672,126
320544.252|6405622.941,465
315852.938|6398303.074,224
316883.293|6390574.195,42
317635.531|6401671.04,315
311130.296|6405295.726,436
317223.374|6400060.523,269
328143.681|6398053.726,232
325023.487|6401333.912,324
314008.121|6390518.75,39
319365.463|6402514.822,367
314738.63|6396744.109,190
313847.196|6396720.425,189
322808.217|6412966.243,
317800.956|6398986.982,246
305353.579|6401091.926,303
329839.482|6390512.192,50
317036.501|6402652.494,364
318540.46|6391571.314,58
315983.523|6399662.33,267
316198.09|6395512.591,155
316970.91|6400488.773,289
321345.23|6399822.771,273
321354.572|6393478.217,93
325162.247|6406000.279,470
323373.651|6405244.749,448
324138.162|6407932.202,515
308555.99|6388690.943,
328082.656|6392975.98,100
321738.141|6400653.534,294
327024.028|6401384.471,326
328208.615|6397809.03,219
323003.797|6403758.965,397
314098.721|6391434.539,53
324850.836|6406072.486,469
321404.594|6393584.288,117
322056.777|6399192.053,251
316957.84|6401682.265,339
316032.935|6394418.113,136
316893.928|6389979.037,28
322731.648|6394029.972,119
326644.427|6395353.125,164
305853.88|6401355.718,304
323259.742|6410849.803,577
323207.744|6406722.214,485
320591.749|6404037.074,394
320907.515|6411626.012,584
322045.841|6401825.335,345
307152.406|6403120.335,355
316984.569|6398321.709,225
322885.376|6412407.523,
314804.853|6401691.526,312
316181.161|6412081.481,
329440.334|6399294.281,253
327572.619|6408437.616,519
322978.394|6393054.132,95
328856.9|6403146.432,378
324196.009|6403368.76,398
324668.641|6403766.434,399
314860.625|6391008.098,40
327962.165|6393018.12,100
323216.778|6411162.367,577
331412.25|6410300.557,570
330872.704|6404638.96,452
320464.039|6411740.242,583
316996.162|6387362.264,
321554.94|6394688.719,142
321807.016|6400602.703,294
319315.934|6406154.159,463
305961.295|6400363.79,278
323789.217|6405254.239,449
319487.595|6404138.27,419
315238.592|6392641.035,68
309282.476|6404098.321,409
315862.376|6399375.496,244
320947.702|6400487.484,293
321769.442|6397347.334,214
327656.989|6395383.958,165
321436.903|6399683.793,274
323088.423|6401089.486,321
323770.714|6389465.402,19
314414.945|6391309.055,53
325438.412|6404976.057,451
328237.189|6402263.813,352
323454.544|6401332.249,322
311895.228|6407852.412,505
323244.136|6407753.903,514
317783.889|6399038.998,246
321350.857|6400523.201,294
315127.564|6402093.092,337
317430.99|6387545.186,1
329366.918|6401615.382,328
318281.062|6406767.737,480
329624.497|6398805.676,234
321177.786|6410045.435,563
314490.019|6390211.349,26
313762.126|6392718.411,84
323798.693|6407766.462,515
324919.391|6403519.134,399
317036.547|6396656.251,192
318650.209|6398862.767,247
312495.173|6396544.607,187
306935.081|6403120.772,355
328028.45|6402508.205,377
310236.664|6406642.206,474
328877.685|6393325.581,101
323160.973|6389268.478,19
313648.009|6395715.123,171
317086.238|6391049.171,43
325698.645|6393095.111,97
330018.494|6399679.097,277
319745.257|6396752.576,196
316667.398|6410969.989,572
326487.593|6402635.662,375
314290.758|6395416.819,153
313738.84|6395476.298,153
317101.183|6398907.259,245
324390.245|6404229.569,425
309392.083|6404250.553,409
320822.18|6393939.608,117
320311.386|6411112.18,574
315104.599|6396810.337,190
317176.542|6399768.344,269
314519.084|6393532.273,85
320715.894|6394632.237,141
322666.977|6397450.346,215
320479.779|6405581.958,464
323663.011|6393453.389,120
323889.337|6412230.297,
309647.771|6403721.639,382
328471.037|6394151.647,126
307408.737|6402548.378,355
317377.838|6401508.904,315
322623.321|6388981.288,18
320786.31|6411412.513,574
309037.344|6404712.294,408
323212.83|6394896.89,144
323607.727|6408578.327,533
322196.203|6399548.774,274
312575.328|6396590.12,187
314726.078|6402956.126,362
314817.864|6391379.811,53
317092.644|6396494.223,175
323370.214|6411378.15,577
316606.228|6395111.695,156
323477.329|6405963.862,468
320736.102|6393776.272,117
315450.27|6402808.657,363
312318.424|6404190.446,412
320557.298|6395328.109,159
314592.021|6401463.699,312
315400.185|6403673.106,388
314828.198|6401777.715,312
331742.289|6410009.786,558
321772.531|6401409.822,320
318744.881|6398864.588,247
328602.406|6394856.114,149
315354.341|6403416.404,388
329655.946|6398303.818,234
322310.891|6389003.758,
317520.474|6389234.175,17
307238.718|6402563.398,355
322709.36|6393658.395,119
324339.109|6406291.969,486
317641.627|6399004.226,246
315029.838|6401528.146,312
328557.863|6403263.826,403
314956.087|6403678.391,388
316830.894|6405458.835,460
316887.052|6406106.324,460
324565.331|6410158.568,567
317069.538|6391755.428,56
320566.111|6396503.523,177
327047.928|6394995.236,164
326945.305|6403703.066,401
320568.383|6396544.23,177
319740.018|6403987.434,393
326798.726|6403694.44,401
313551.452|6409901.918,543
316494.072|6393800.941,112
327874.442|6408488.776,538
323989.071|6401141.802,322
315889.671|6402104.431,338
325896.855|6410662.419,569
305063.697|6401479.464,303
320391.864|6400315.7,293
323138.228|6411016.448,577
316843.541|6405798.72,460
322802.996|6388854.214,9
314406.765|6400878.881,286
309410.61|6404274.175,409
322459.085|6393452.843,94
324215.303|6411744.046,586
307006.538|6403138.914,355
324505.85|6389019.653,20
316708.643|6395657.643,156
314010.08|6390876.124,39
315369.961|6393768.444,111
321919.991|6391288.388,60
325296.506|6400632.164,298
317584.801|6402246.429,340
321673.983|6393884.711,118
321938.087|6402469.029,370
318154.065|6387231.601,
325457.861|6405629.99,470
325752.727|6404149.104,427
320248.223|6404334.377,420
316455.297|6399760.972,268
322317.871|6395360.065,161
321611.434|6411099.038,575
309351.288|6404316.581,409
321211.632|6410258.344,563
323961.204|6405462.108,449
320167.57|6399223.95,249
318746.707|6410811.892,
316305.994|6401616.298,314
316242.664|6387284.245,
314036.685|6392899.055,84
327939.38|6393163.313,100
324314.423|6402355.929,347
323783.321|6408204.156,515
317238.356|6400188.888,289
324442.193|6389046.399,20
319097.357|6393895.777,115
324758.086|6405365.098,450
320933.814|6400420.206,293
316725.247|6396262.809,175
322967.146|6400588.11,296
325678.454|6403593.616,400
311614.388|6407549.714,491
306150.942|6400280.642,278
315458.001|6402378.522,337
320435.905|6393867.297,116
322620.944|6400989.226,321
316857.686|6390775.898,42
312301.984|6396285.832,169
323365.545|6411294.272,577
323226.795|6410808.211,577
329377.905|6393739.444,127
327451.753|6394961.737,148
322942.013|6403672.882,397
326467.834|6388123.817,3
319526.324|6398891.689,248
311402.321|6404805.41,411
326936.261|6389824.959,33
312616.289|6396311.922,170
321550.942|6395824.504,178
322612.395|6400349.213,295
324803.37|6400581.378,298
316183.466|6396129.942,174
327025.24|6403069.139,376
324140.169|6407972.191,515
332620.188|6396217.838,
316273.18|6395395.52,156
328332.18|6393231.097,100
323167.103|6403632.578,397
314837.858|6393856.224,110
314905.446|6403745.623,
322118.997|6399127.039,251
305823.841|6400369.204,278
324591.385|6405572.668,469
309334.544|6403426.656,382
317538.564|6404977.348,442
318889.64|6403563.94,392
330074.623|6408780.091,540
323276.153|6392070.244,77
316511.541|6404718.591,416
329432.248|6393694.162,127
317011.779|6394721.857,137
316979.861|6406596.024,479
318800.793|6398835.158,247
326723.661|6395360.777,164
320226.158|6399165.787,249
309011.669|6403488.327,382
320487.607|6398685.436,249
325711.689|6401664.795,349
321303.717|6409244.435,549
321429.12|6409916.17,549
318064.25|6402619.751,366
324687.38|6405552.243,469
314610.28|6402112.75,
307384.763|6401354.689,305
308803.992|6404738.296,408
316249.998|6392194.751,70
323761.372|6401853.691,347
323202.824|6411423.812,577
322517.339|6402896.959,371
329667.433|6393879.349,127
320807.035|6394694.758,141
316472.155|6404766.741,440
322009.809|6401344.698,320
313556.72|6396002.062,171
325772.316|6405826.861,471
314573.743|6391708.325,53
314805.376|6394153.933,110
319303.002|6394116.229,115
324519.162|6405496.872,469
317117.849|6405964.549,461
315120.895|6399949.401,266
320422.723|6398621.845,229
315817.207|6393211.672,87
316913.682|6402590.009,364
323060.502|6395574.491,161
324188.517|6408346.291,515
316421.026|6390460.332,27
320753.514|6396412.269,177
320449.846|6400427.782,293
314846.513|6391534.528,53
310816.005|6406685.327,475
326133.506|6394263.036,123
320632.003|6394896.834,141
322798.343|6394901.422,161
324827.17|6406117.023,487
331059.808|6393645.594,129
324902.276|6401154.404,324
316235.002|6392339.974,70
316371.823|6399711.483,268
319901.197|6403349.505,393
325303.378|6401100.569,324
314664.956|6401809.767,
315960.013|6399641.755,267
322182.895|6401706.928,345
309180.938|6391641.825,
304806.309|6401870.389,
331241.138|6409613.79,557
314333.8|6390725.209,39
326903.232|6401327.475,326
319399.927|6405210.678,444
317539.383|6388907.572,17
320405.6|6403197.097,394
307202.555|6401287.276,305
326413.522|6393723.606,123
313406.814|6395564.076,152
318492.974|6403268.528,392
320002.412|6403002.262,368
314738.578|6391489.251,53
315664.808|6399345.218,243
325604.919|6411040.341,580
321289.4|6409740.434,549
321912.588|6393542.679,118
330553.229|6404226.125,432
319027.066|6405684.754,463
314604.56|6390843.278,40
315728.266|6393024.791,86
327490.33|6393829.742,125
314524.624|6400693.619,286
319873.343|6396670.132,196
307968.321|6402722.344,356
328371.435|6398364.063,233
323010.79|6406918.259,485
322451.534|6394420.501,143
315392.569|6393831.908,111
317865.755|6391141.982,57
329918.298|6399498.222,254
327530.43|6402198.024,351
321572.634|6393854.131,118
325984.411|6410908.315,580
314534.616|6397179.696,206
306112.488|6402233.399,329
317728.657|6388515.435,7
324700.933|6411716.28,586
312759.63|6394621.308,132
326266.613|6386798.802,
322965.739|6410931.443,577
315160.417|6402495.539,362
307881.558|6401070.613,306
305119.813|6401222.577,303
309033.233|6404243.182,408
325626.9|6411062.375,580
314602.749|6396418.657,172
311123.404|6412655.479,
306036.624|6399867.649,257
325530.221|6403678.456,400
314592.71|6396775.041,190
330093.619|6403284.361,405
326488.021|6400867.542,300
322800.681|6399713.158,275
330473.079|6409560.893,556
327338.827|6403609.503,402
320812.99|6411401.05,574
315429.93|6396378.34,173
325742.184|6401699.67,349
315490.624|6401661.506,313
329225.451|6393401.322,101
313067.232|6395254.011,152
307752.23|6402632.135,356
316549.099|6411207.351,571
315854.162|6399531.714,267
317649.373|6402743.558,365
321988.297|6394337.778,143
325299.571|6409998.716,568
324634.2|6387347.786,
317010.1|6398058.739,225
319386.744|6398918.103,248
321538.742|6409516.601,549
317051.494|6393073.942,88
320661.151|6409334.421,548
322427.723|6394897.509,143
320272.012|6399625.956,272
314882.096|6397305.072,190
317110.913|6405784.872,461
326499.49|6401266.058,325
328397.778|6394194.481,149
314891.024|6393589.688,110
304776.36|6402163.554,
320824.396|6399512.935,273
318739.504|6399719.507,270
328131.736|6398380.944,232
331667.97|6392654.536,81
331348.571|6410040.715,570
308163.598|6402359.04,332
322517.084|6408884.063,532
323136.972|6410613.511,577
324725.41|6411738.099,586
332593.492|6397663.998,
323647.113|6393523.916,120
317341.927|6391440.439,56
325176.306|6401490.554,324
314540.103|6394191.772,134
314589.819|6394790.811,134
307234.547|6402421.076,355
319216.143|6408381.195,528
323215.728|6411253.542,577
323802.617|6401318.468,322
312768.002|6395155.409,152
331390.503|6403822.162,
317184.479|6389652.843,28
317300.142|6400204.201,269
327824.08|6393547.306,125
323528.032|6411331.031,577
304042.991|6402331.555,
324996.171|6402417.049,348
332745.924|6389588.595,
310273.701|6406746.965,474
314738.546|6404323.56,414
320791.529|6399678.04,273
321254.595|6409711.126,549
320111.505|6397974.116,229
321948.049|6391597.693,60
316990.373|6399206.953,245
328269.34|6403572.701,403
318497.53|6398742.843,227
323550.322|6408589.424,533
322642.191|6406953.554,499
330125.943|6399910.294,
317052.245|6400425.788,289
313608.96|6393729.172,108
323971.033|6402071.018,347
310359.043|6406145.74,454
327550.53|6403798.74,402
313680.108|6395783.115,171
323650.499|6395286.188,
323311.496|6405613.545,468
305971.234|6402906.901,354
321349.014|6399959.353,273
306146.764|6403059.938,354
324536.068|6388870.907,11
314769.192|6394050.208,110
314237.06|6393647.116,109
309082.61|6403289.493,382
317813.056|6406013.346,461
316138.353|6407610.548,493
329780.564|6405981.99,472
330568.973|6409766.781,557
321259.723|6410056.916,563
323529.982|6411369.459,585
317354.009|6406490.307,479
314716.465|6394691.218,134
323940.703|6395367.028,
318290.466|6388452.092,7
316366.314|6401384.668,314
316852.052|6397567.36,209
317166.928|6398866.018,245
325915.044|6401808.757,349
316918.878|6392432.122,70
329721.893|6408635.487,539
323565.323|6404275.753,424
307119.908|6401599.678,305
314387.601|6397273.815,206
321166.451|6393329.239,93
328430.111|6404062.307,430
324561.833|6403953.918,425
317436.382|6389444.438,17
324643.74|6400793.652,298
308823.445|6404784.431,408
320705.021|6411446.837,574
319722.369|6396913.697,196
322878.175|6400854.977,296
309547.413|6403411.58,382
323808.714|6400627.904,297
319395.202|6404660.446,419
323531.605|6404051.812,424
328829.809|6394342.452,150
328356.711|6393948.998,126
316142.852|6396417.117,174
324291.914|6411937.088,586
316401.675|6394803.217,136
315446.525|6394487.432,135
323766.948|6400836.862,297
318275.233|6391775.453,57
331457.852|6409774.348,558
317636.493|6405586.835,461
313006.613|6396721.132,188
323822.339|6401542.724,322
313536.223|6393210.089,84
325026.761|6402531.025,374
316696.572|6400071.429,268
317906.23|6402862.886,365
312891.126|6395245.735,152
324323.622|6405149.143,449
314538.443|6394346.083,134
324251.73|6411472.758,586
317213.582|6402881.692,365
314554.355|6403360.13,
317566.154|6391216.978,43
319172.955|6405569.963,463
324724.01|6411389.639,579
327421.752|6392925.458,99
321727.611|6397384.125,214
316640.845|6397036.606,192
319414.531|6398515.099,228
325272.79|6410259.054,568
322305.331|6401412.096,321
316695.458|6392393.068,70
316037.338|6394838.072,136
323843.292|6408201.896,515
331870.336|6410192.055,
317869.388|6401640.723,340
317653.065|6405378.125,442
315181.873|6400833.586,287
321712.206|6393891.191,118
323716.017|6405253.892,449
325883.151|6393429.094,97
320646.176|6396777.054,197
324781.226|6410920.137,579
324529.111|6388836.016,11
328516.718|6398088.199,233
327820.533|6402748.703,377
318393.793|6398408.985,227
322586.014|6403001.537,371
322580.864|6400067.432,275
316428.191|6392123.622,70
327162.793|6392735.369,78
323688.773|6412404.637,
321996.057|6401369.754,320
324194.834|6389088.76,20
307565.132|6400607.121,280
326129.305|6394191.076,123
324169.685|6395210.188,162
318895.771|6405291.0,443
316852.295|6401873.303,339
321785.156|6397487.411,214
319968.366|6404415.256,420
321885.906|6402525.736,370
327929.153|6402550.694,377
320997.888|6409437.144,549
317399.437|6388973.58,17
324404.267|6404192.466,425
325655.516|6388323.899,12
315087.546|6401252.124,312
316376.798|6395841.91,174
317174.302|6402304.027,339
330217.198|6388510.682,
305730.11|6401323.791,303
317260.304|6405501.721,461
312922.694|6403263.232,386
320949.424|6394394.157,141
319248.196|6406051.282,463
321089.643|6412112.459,584
317425.27|6405328.427,441
325793.211|6401575.953,325
318621.344|6398799.916,247
313744.444|6397348.366,205
327876.009|6397665.684,218
321742.536|6398031.121,231
304576.161|6401862.762,
313989.758|6396996.283,189
325475.429|6410142.763,568
315645.965|6399419.309,267
318476.829|6398702.287,227
322311.757|6399618.014,275
316686.145|6400289.599,268
324015.827|6388764.727,10
324826.693|6400654.75,298
324701.175|6409080.333,534
314939.122|6392117.006,68
312661.238|6396606.087,187
320649.783|6393687.734,117
329505.807|6401617.607,328
317031.705|6390150.665,28
317125.616|6397405.476,209
313831.588|6395641.132,153
316876.656|6405448.878,441
314030.927|6393324.284,84
331847.786|6387802.916,
308407.754|6401028.38,281
322470.53|6409241.869,550
315908.835|6401842.404,338
323865.72|6412588.64,
318310.218|6406388.057,480
321980.72|6401316.381,320
326092.315|6410632.77,569
317816.435|6399090.125,246
316797.486|6405312.423,441
329496.102|6401115.422,328
320438.619|6411794.222,583
324438.87|6401165.832,323
316524.688|6404904.173,440
328516.33|6402269.782,352
324147.636|6408337.379,515
314707.757|6391557.133,53
321056.929|6394977.704,159
329249.397|6402438.861,353
323834.882|6400900.393,297
323422.31|6405975.178,468
329622.622|6399162.879,253
325560.003|6402564.166,374
325353.877|6401324.347,324
322243.694|6401234.645,320
324562.114|6404749.289,425
324720.96|6409309.914,553
321566.312|6398848.773,250
316410.722|6394849.141,136
317046.181|6394836.928,137
320395.55|6394662.188,141
324351.626|6404390.811,425
323889.214|6411969.379,585
321022.178|6396836.272,197
312905.78|6409292.271,542
314673.795|6403327.219,
320599.447|6402615.056,369
313574.163|6395972.755,171
314723.542|6401803.388,
330470.603|6391832.296,63
321193.738|6404837.724,446
328426.022|6394902.592,149
324883.96|6400541.626,298
314474.137|6390300.76,26
319771.824|6401033.744,318
326237.183|6393309.494,98
315062.939|6401433.303,312
314872.09|6391569.467,53
304584.21|6401422.959,
314691.337|6394010.269,110
318157.013|6388260.723,7
329020.904|6402143.545,353
317199.871|6405742.564,461
317303.856|6392037.366,71
314637.557|6390993.474,40
320605.586|6404870.51,445
321534.327|6400634.738,294
324413.71|6402155.228,347
305139.505|6400416.202,
318217.977|6397121.348,194
317102.746|6387578.05,1
326707.741|6396507.588,183
313762.735|6392771.152,84
316817.349|6388899.862,6
315047.636|6401967.722,337
317147.006|6399137.42,245
316450.614|6398963.323,244
313575.345|6394776.012,133
307313.435|6402406.364,331
323325.327|6390108.855,31
315877.087|6399332.198,244
317381.81|6405779.56,461
323673.7|6393933.244,120
317747.225|6398777.878,246
307335.971|6401270.523,305
328531.196|6393913.373,126
320715.109|6397072.91,197
325746.608|6393400.02,97
316753.573|6404842.704,441
326639.013|6408602.651,537
326821.638|6402262.011,350
325629.741|6401318.422,324
324652.986|6409299.385,553
307597.878|6402446.744,331
315354.188|6401839.172,337
324476.798|6400536.329,298
324998.514|6389298.9,21
316980.489|6404867.6,441
314626.545|6391259.351,53
323567.328|6408123.206,514
325074.055|6403241.363,399
319702.935|6405079.314,444
321525.106|6409363.002,549
316868.013|6398069.159,225
325711.141|6394065.774,122
322227.024|6399590.638,274
316343.297|6401633.87,314
321562.657|6410790.333,575
322314.955|6389044.887,
326654.953|6395023.914,147
318692.072|6399719.1,270
307909.328|6402460.593,356
318555.554|6398706.856,227
328277.35|6403999.659,403
317697.732|6387892.65,1
330185.878|6408582.303,540
315903.179|6397772.662,208
323831.529|6412028.212,585
322889.507|6413121.787,
312722.496|6402428.276,336
315037.042|6402334.047,337
314398.936|6390152.687,26
321690.047|6393854.063,118
318941.099|6400001.048,271
315449.228|6394307.29,135
318273.616|6391618.379,57
319027.976|6403038.74,367
324908.114|6402485.466,348
315499.828|6399387.194,243
323145.301|6407174.388,500
319713.443|6402673.451,368
316812.631|6397455.885,209
308567.026|6388558.74,
316671.412|6391929.018,70
323298.861|6412219.8,
328492.163|6402669.827,378
316142.758|6407635.079,509
323315.038|6401259.08,322
331375.378|6387806.605,
314708.194|6396674.843,190
323695.226|6406756.977,486
304337.961|6401197.463,
331334.077|6410028.379,570
316785.103|6405468.757,460
314873.671|6395758.79,154
313940.406|6397492.48,205
329443.422|6394166.85,127
316936.844|6402739.908,364
324620.964|6403744.98,399
322433.877|6401299.211,321
319780.431|6394696.405,140
324346.648|6404249.517,425
316466.037|6394680.379,136
319304.465|6406319.805,482
317980.952|6401220.836,316
312652.141|6396708.066,187
324889.309|6388920.25,11
322554.068|6393450.284,119
307277.386|6401438.652,305
320708.419|6392860.404,92
329597.863|6409224.559,539
323717.944|6405346.828,449
312756.209|6399429.045,241
332154.621|6409761.173,558
310294.666|6405821.266,454
326892.115|6408964.711,537
317100.516|6406346.738,479
323061.138|6389073.851,18
328439.828|6402271.336,352
329484.286|6401150.782,328
322938.112|6410908.197,577
329795.733|6392955.239,102
318423.997|6398732.312,227
320797.892|6394394.195,141
319382.762|6398415.327,228
324179.4|6388985.371,20
316801.564|6397676.587,209
318776.98|6394321.427,139
318787.03|6398907.799,247
315136.467|6403494.132,388
321308.687|6408838.352,530
314936.541|6403308.857,362
315136.47|6403781.86,388
307665.989|6400964.532,280
323337.918|6401284.475,322
322264.114|6391436.898,60
318091.894|6402518.917,366
316111.289|6398178.97,224
306307.261|6400758.3,279
330123.299|6403293.524,405
317398.821|6391699.38,56
325617.299|6410911.199,580
317105.161|6396176.634,175
325963.451|6410361.207,569
323029.14|6400991.952,296
329103.928|6394976.152,150
308113.668|6401207.511,306
319314.123|6397605.966,212
328633.565|6402749.333,378
324629.4|6395507.499,162
316805.315|6406096.819,460
314897.98|6394537.423,134
323986.937|6406307.297,486
318188.736|6391861.05,57
323735.852|6410285.733,566
318598.201|6391852.664,58
319710.178|6403759.992,393
316446.984|6392681.925,70
331046.328|6394071.768,129
319935.037|6402613.252,368
320637.795|6394471.657,141
320751.203|6397051.666,197
323133.395|6400515.703,296
316313.62|6402060.026,338
327649.04|6392756.076,99
324912.385|6402519.17,348
324939.558|6405531.586,450
326464.372|6394596.253,147
322776.203|6402904.793,371
316603.815|6398567.421,225
316948.346|6397882.093,209
329695.522|6408836.887,539
314595.623|6392770.695,85
319875.27|6399795.096,272
315421.123|6399693.925,267
322826.286|6407261.14,499
325695.44|6410698.838,580
308135.265|6393164.379,82
307336.09|6400757.472,280
305517.361|6400080.5,256
328770.388|6401975.262,353
319260.629|6405935.491,463
313519.722|6409481.635,543
328208.315|6403909.066,403
317460.766|6388398.8,6
324679.764|6405878.261,469
329203.199|6400935.004,301
314862.691|6402992.63,362
321066.876|6409599.241,549
321342.229|6408006.58,512
318612.897|6394008.214,114
325887.837|6404209.073,427
320512.775|6395403.799,158
320725.168|6398782.093,249
322878.351|6407452.652,499
319556.198|6398423.389,228
323047.657|6407546.682,499
324012.974|6405425.52,449
316775.592|6392516.857,70
325443.966|6408056.22,517
323371.082|6401782.122,346
324527.617|6400914.527,323
304188.815|6400218.656,
329441.998|6393722.421,127
323100.288|6407095.107,499
314691.565|6401360.838,312
325732.634|6410491.668,568
321307.8|6408701.655,530
317335.786|6392996.475,88
325263.747|6405102.686,450
327861.608|6402753.657,377
330909.482|6393822.03,128
325848.063|6401326.005,325
307392.897|6403358.663,380
327071.87|6397159.887,201
325314.267|6400509.869,299
316379.864|6410276.761,560
323334.964|6404991.586,448
314901.571|6401239.779,312
325610.958|6401965.24,349
323915.36|6405471.348,449
318965.874|6397450.175,211
323577.201|6404234.406,424
320282.537|6405303.152,445
318808.539|6397462.562,211
324124.368|6407059.256,501
324846.624|6402088.28,348
320367.42|6398460.104,229
323715.91|6389581.175,19
318786.196|6406680.952,481
320060.985|6399780.733,272
327533.072|6394717.433,148
316909.352|6400901.47,289
311942.4|6408377.82,505
323507.02|6405875.312,468
319849.013|6411572.362,583
321691.929|6394879.732,142
314579.792|6394557.983,134
320946.718|6409752.785,548
317261.064|6405547.786,461
320285.927|6397752.249,213
318318.661|6399089.711,246
319077.416|6400201.805,271
324656.93|6411647.639,586
322617.225|6400124.814,275
312895.715|6409774.071,542
317573.676|6401798.009,340
328418.043|6393946.511,126
325919.264|6401340.884,325
319601.418|6399305.051,248
319935.419|6404901.397,444
320245.515|6410901.103,574
308897.037|6403424.328,382
321049.697|6404000.915,421
317742.474|6395178.512,157
314891.093|6390473.706,40
330353.963|6408240.964,521
331144.58|6403759.561,406
324380.232|6407904.785,515
307025.785|6399799.607,258
332895.065|6410468.564,
323062.805|6400790.297,296
306655.334|6400344.818,279
310258.845|6406561.085,474
318076.02|6391205.709,57
318781.605|6399256.671,247
315978.42|6398002.649,224
324137.499|6401592.384,323
320222.978|6400241.748,272
310826.452|6399667.052,261
313185.739|6393591.108,108
317861.173|6399208.64,246
328123.766|6394819.552,149
320779.672|6410953.845,574
305335.926|6400263.281,256
322608.051|6400653.369,295
325669.563|6403716.259,400
320977.737|6393998.551,117
318959.572|6405456.755,443
322857.894|6412436.172,
315666.09|6399360.48,243
313110.983|6395098.359,152
318156.158|6396979.45,194
314824.878|6403370.371,
317026.283|6387558.436,0
332072.753|6410298.065,
321448.072|6396497.3,178
316126.85|6402815.244,363
313011.764|6393890.021,108
319850.674|6399106.169,248
326794.519|6401967.51,350
315798.788|6400302.985,267
316512.281|6393851.863,112
321432.341|6395124.417,160
320563.14|6405130.839,445
325415.204|6408250.8,517
306905.386|6398749.552,236
316814.671|6401437.89,314
326630.801|6401950.739,350
315537.895|6397580.523,207
314893.335|6406052.943,458
307970.311|6402886.895,356
313034.322|6402710.851,361
