location_key,HexID
321623.916|6400549.577,294
316052.825|6401193.222,313
324138.047|6395096.33,162
330470.066|6395740.618,168
314673.955|6401772.162,
316998.207|6400460.767,289
319548.051|6397859.37,212
314951.502|6403037.93,362
320535.807|6411133.651,574
307087.299|6400154.408,258
315315.769|6396823.011,190
320989.884|6409637.498,549
332666.38|6399952.277,
316224.707|6394741.726,136
314780.551|6403424.835,
326904.583|6401347.035,326
330825.009|6393775.505,128
321890.109|6393795.186,118
325926.796|6400547.6,299
323860.631|6407761.131,515
312064.392|6395763.619,169
317652.317|6402395.894,340
322570.422|6402809.174,371
309604.736|6403443.556,382
321519.856|6400538.419,294
316532.94|6397912.532,225
318300.738|6406454.484,480
308771.832|6388736.359,
317251.166|6399068.258,245
323321.7|6394754.654,144
308455.601|6405047.288,
314418.993|6393356.274,85
328208.608|6403153.444,377
321217.698|6397152.48,197
309984.222|6403904.376,383
328693.433|6398020.441,233
324206.558|6407042.241,501
321965.518|6402502.365,370
314949.335|6400888.39,312
330195.654|6408938.698,540
328786.675|6393623.85,126
317104.223|6391027.407,43
325185.248|6401793.91,348
322574.877|6395402.075,161
321824.486|6398658.219,231
316367.852|6388886.103,
324092.33|6393802.538,121
304476.562|6400783.559,
323616.394|6392921.049,96
306498.454|6399941.106,257
323483.069|6404708.875,424
321287.134|6409731.289,549
317722.985|6391578.897,57
318009.929|6387562.984,2
316439.046|6402735.354,364
323244.658|6393015.436,95
327683.79|6392724.92,99
327761.694|6402373.45,351
314253.004|6394846.174,134
313245.367|6396100.4,171
333155.138|6410192.15,
316727.542|6392518.905,70
325918.145|6404136.238,427
309745.381|6403702.136,383
317076.007|6391090.839,56
312335.441|6393871.341,107
316192.327|6401419.033,313
321343.559|6400835.272,294
318537.385|6392138.219,72
320398.83|6398482.269,229
322229.872|6400566.16,295
314252.343|6390740.278,39
324100.194|6403503.287,398
326513.89|6401313.125,325
325155.39|6405749.935,470
318712.406|6394299.547,139
320686.181|6405048.705,445
307193.053|6400581.3,280
325690.379|6402383.584,349
322885.029|6389181.59,18
329829.41|6408671.862,539
321563.816|6400431.16,294
306814.649|6400493.626,279
325068.895|6402530.41,374
320507.589|6411763.669,583
317108.471|6390237.126,28
327545.069|6402260.987,351
324495.645|6405291.063,450
318978.66|6398661.014,228
316950.673|6399033.474,245
304744.934|6401822.946,
315699.412|6393190.397,86
314479.844|6396678.699,190
317156.953|6387227.209,
327653.918|6393561.166,125
330191.706|6392480.031,80
323095.277|6404893.106,448
322856.583|6401360.613,321
321535.301|6396491.844,178
323938.135|6395446.69,
322135.252|6399609.193,274
307495.739|6402224.597,331
316196.987|6397849.121,208
327875.326|6393164.638,99
317017.225|6406247.285,479
316767.403|6399987.975,268
315940.573|6402136.06,338
324618.624|6405486.984,469
323250.243|6411210.025,577
319569.444|6397839.732,212
315499.632|6399714.909,267
327855.493|6403309.98,402
307206.076|6400149.992,258
324440.225|6388693.11,11
311385.006|6408410.501,523
322402.268|6406573.924,484
317680.269|6391645.228,57
316788.198|6402022.864,339
314564.729|6390640.064,40
318691.922|6394282.688,139
315123.978|6394787.623,135
319114.627|6404422.946,419
316047.893|6403640.301,389
322270.567|6391470.391,60
316602.943|6404784.335,416
305217.071|6402904.983,
315618.134|6396816.746,191
323712.922|6406229.257,468
308578.847|6404768.737,
319689.87|6406557.1,482
323121.381|6394961.118,144
324855.792|6403573.308,399
325161.843|6403496.443,399
321436.882|6396018.494,178
331245.198|6398035.832,235
313680.345|6397004.09,189
328409.17|6403258.058,403
317134.944|6395660.533,175
321896.781|6401480.222,320
315092.465|6393662.784,110
322587.404|6399952.315,275
320754.406|6394698.32,141
314737.489|6391600.725,53
324115.545|6408096.121,515
324982.871|6405544.106,470
313825.877|6396159.019,171
320838.777|6398041.17,230
313935.156|6395667.004,153
316212.577|6396554.134,174
316899.937|6401684.501,339
328704.386|6403012.91,378
317148.783|6395450.641,157
325829.559|6400706.096,299
321699.113|6398982.855,250
314810.611|6393815.482,110
322609.65|6394769.662,143
305607.803|6401138.908,303
326929.473|6397327.115,217
320898.988|6395284.804,159
305917.326|6402809.08,354
321302.64|6400345.983,294
323230.092|6393561.021,120
325908.402|6386758.121,
326056.599|6391220.173,48
319092.22|6393972.627,115
322920.804|6389531.209,18
323649.426|6393363.61,96
307166.601|6400132.78,258
328273.507|6403611.14,403
313305.984|6395254.71,152
324114.574|6408050.537,515
313413.861|6393984.1,108
308028.731|6403294.369,356
324933.029|6403321.654,399
314502.663|6392368.318,68
321467.056|6395035.984,142
317544.659|6402232.736,340
307894.609|6403073.823,356
328672.36|6404050.994,430
329085.855|6402718.017,378
324573.1|6404727.85,425
314499.823|6404793.634,438
317974.655|6387331.365,
313959.991|6396798.775,189
323342.463|6405486.608,468
313732.415|6392795.389,84
318359.96|6401432.013,316
307422.044|6399812.893,258
324883.15|6402238.394,348
324668.653|6403624.572,399
325550.231|6406078.803,470
329153.802|6393158.829,101
328257.51|6394072.021,125
327591.513|6402313.127,351
328438.511|6397982.281,219
320647.554|6398260.768,230
311056.823|6405930.3,455
315928.943|6402654.407,363
318082.713|6398416.674,227
314637.043|6396573.673,190
326922.587|6402868.409,376
325326.45|6405041.424,451
319691.59|6397521.8,212
316892.37|6395353.934,156
313874.487|6393969.126,109
325546.787|6401357.568,324
314195.866|6391784.835,53
318706.723|6398720.097,247
328133.054|6398289.762,232
305216.693|6400303.564,
316650.519|6400153.257,268
307629.278|6402447.55,331
316159.832|6396249.341,174
325803.805|6402074.906,349
325291.99|6403519.725,399
316514.317|6388215.721,0
328985.232|6394087.378,126
316169.174|6397957.926,208
308163.266|6402798.27,356
326512.906|6410600.002,569
315790.502|6402826.93,363
315724.262|6401629.349,313
307915.288|6403114.074,356
314698.864|6402298.787,
318862.498|6394421.469,139
306146.342|6401583.608,304
324731.643|6411550.798,586
316969.809|6395324.919,156
319161.873|6393813.44,115
318755.035|6394548.306,139
327510.703|6394335.517,148
316592.471|6399894.456,268
316422.202|6394744.228,136
320389.042|6403753.029,394
316734.571|6400266.801,268
327608.83|6393182.648,99
316039.5|6411291.045,571
318288.083|6388557.338,7
326436.428|6389458.847,22
316996.139|6404911.936,441
317233.901|6387302.306,
324221.66|6407928.256,515
328337.523|6403893.763,403
321501.284|6393605.492,118
329535.26|6409252.85,539
324878.13|6403414.509,399
314755.523|6394007.746,110
324013.747|6386860.925,
318504.774|6406352.727,481
311989.408|6395850.117,169
320102.14|6400416.424,292
320580.588|6404469.317,421
307987.872|6401074.58,306
318105.623|6391921.947,57
316520.667|6399832.53,268
315246.968|6394940.039,135
323422.75|6405837.059,468
325399.37|6401040.67,324
320538.582|6397088.274,213
312887.548|6412397.578,
315961.038|6402576.209,363
319715.396|6397484.749,212
332763.511|6411963.325,
332714.741|6396157.28,
317058.266|6396129.898,175
321208.17|6394926.261,142
323192.717|6412282.492,
326011.154|6410193.867,569
316439.4|6398197.373,225
310295.016|6405843.797,454
315699.585|6399185.23,243
315154.605|6401949.967,337
316279.627|6388043.882,0
320165.329|6404216.837,420
310952.83|6408676.826,522
328918.88|6403141.066,378
316817.712|6396250.556,175
314340.216|6394790.754,134
320431.629|6405024.519,445
324585.713|6403929.278,425
329668.873|6393454.884,127
318858.542|6394008.666,115
321784.376|6397215.006,198
317929.636|6391514.715,57
324874.711|6400527.604,298
320313.894|6400247.921,293
316028.363|6400173.56,267
320566.943|6398101.463,230
319458.547|6397629.394,212
323449.675|6405530.311,468
316039.783|6401981.301,338
323985.227|6388711.085,10
315454.821|6403441.914,388
323378.773|6401473.876,322
315705.661|6394704.619,135
320190.83|6399557.524,272
314527.06|6400995.923,286
321261.438|6395042.219,159
316029.086|6400695.917,288
312559.775|6407593.865,492
312731.904|6394162.034,132
328726.645|6402253.566,352
312345.882|6393948.939,107
312472.216|6396304.056,170
329066.124|6394044.976,126
321823.209|6391672.295,59
331803.959|6398126.596,
315116.621|6402389.3,337
325965.73|6401766.955,349
315857.452|6399262.878,244
320330.561|6404909.817,445
322902.704|6404666.668,423
307433.021|6390344.973,23
333134.728|6397558.963,
324424.928|6400624.129,297
328999.016|6401258.541,327
324893.588|6403084.388,374
315539.542|6397030.388,191
319161.494|6393997.341,115
313015.904|6395275.397,152
320995.031|6396629.354,197
321894.271|6391197.907,45
324312.022|6411817.957,586
315817.585|6406857.94,493
318271.336|6398564.361,227
306299.705|6399862.678,257
307465.442|6400221.438,280
328485.773|6403924.047,403
318467.375|6392075.146,72
328384.211|6398382.627,233
333266.597|6398489.057,
316895.551|6396701.821,192
305955.393|6400503.304,278
315857.287|6399331.504,244
323655.362|6393835.302,120
327623.201|6408508.09,538
332684.624|6388182.093,
328993.733|6402995.652,378
318101.192|6401454.643,316
316636.876|6396943.224,192
316357.021|6393716.436,112
328121.509|6403376.075,403
315044.126|6401999.818,337
325824.411|6410289.309,569
320372.887|6397626.365,213
316994.288|6387551.299,0
325232.297|6405085.916,450
324084.405|6393759.425,121
324315.762|6404236.416,425
315887.688|6402854.909,363
316287.457|6399665.04,268
328400.219|6398046.857,233
323094.294|6395623.837,180
316359.493|6395532.237,156
323662.631|6406202.306,468
330458.37|6403462.851,405
322844.487|6389092.25,18
320422.87|6398606.307,229
322389.225|6401805.079,345
315305.602|6396525.696,173
328180.361|6393216.577,100
307847.649|6401414.885,306
315525.372|6399395.778,243
326049.88|6400572.439,299
322768.131|6412961.554,
322757.647|6407024.972,499
320043.206|6399827.89,272
316799.162|6390217.705,28
325712.363|6404644.61,451
323808.56|6395268.582,
319441.23|6404247.395,419
331968.126|6410063.351,
321672.09|6401597.342,320
327180.447|6403703.847,402
331671.888|6410550.806,570
315558.338|6400844.541,287
316352.676|6400436.738,288
325743.597|6402614.56,375
310886.345|6405802.903,454
323969.087|6412551.132,
320319.937|6399235.478,249
329214.833|6393445.757,101
317734.791|6403425.31,391
318655.414|6398667.115,227
323155.59|6404843.976,448
325641.115|6403588.898,400
314722.686|6391618.492,53
306672.446|6400324.428,279
313902.632|6393214.937,84
324437.031|6388641.2,11
318878.139|6394460.092,139
328164.842|6402924.765,377
324022.729|6386833.09,
321453.173|6399995.578,274
318205.947|6391878.481,57
314279.658|6391926.458,53
329863.845|6393579.765,127
318926.969|6405469.612,443
316771.878|6399032.437,245
325730.864|6410581.814,568
312651.186|6396422.561,170
324509.939|6403991.913,425
321213.38|6412160.264,584
327704.719|6408317.715,519
315846.48|6399290.804,244
323172.944|6401014.531,296
314749.828|6391484.143,53
314590.083|6396434.424,172
317881.329|6402704.268,365
321132.353|6398753.193,250
314652.29|6391129.954,40
328042.246|6402407.108,352
322528.117|6400352.977,295
304437.346|6401211.784,
315076.645|6401854.618,337
313810.374|6397246.792,205
312623.87|6407498.661,492
313044.371|6396558.917,188
317618.657|6390653.669,43
333202.361|6409990.463,
331940.633|6409548.381,558
307060.69|6402989.051,355
331971.322|6409744.932,558
317993.705|6399159.392,246
331755.954|6399048.622,255
319780.29|6402841.213,368
318469.993|6399223.702,247
306319.076|6400557.234,279
329932.737|6393707.111,127
325566.396|6410891.325,580
323779.795|6393903.438,120
314298.592|6392049.493,67
315192.822|6402744.133,362
316168.253|6392549.347,69
317382.795|6399275.556,245
320753.634|6399922.246,273
321527.284|6409915.648,549
323651.025|6410803.013,578
315954.597|6396194.513,174
323886.692|6412010.442,585
314146.237|6390770.657,39
316908.858|6396669.219,192
313600.59|6396202.602,171
322031.526|6401364.688,320
324742.344|6405509.147,450
316481.236|6394453.826,136
321463.608|6399786.536,274
309369.98|6388568.361,5
320675.34|6411401.395,574
306022.497|6403030.936,354
326298.345|6401091.562,325
326718.376|6389912.982,33
325941.753|6410864.271,580
318500.402|6401464.197,316
320441.089|6405175.441,445
316972.017|6402722.375,364
320042.753|6399755.687,272
320597.161|6410159.164,563
331425.67|6392213.032,81
323847.75|6407146.7,500
318623.363|6398719.116,247
327420.286|6404144.154,428
309425.918|6404474.154,409
321041.53|6398843.75,250
324197.372|6408099.964,515
313372.588|6395718.821,152
322507.62|6393576.149,119
328543.33|6393917.612,126
308792.194|6403735.267,381
315263.152|6396490.614,173
319622.698|6403587.791,393
318001.592|6399123.169,246
311738.343|6407668.0,505
313847.087|6396877.357,189
325889.187|6410175.151,569
319295.81|6396750.993,195
322011.777|6401265.501,320
317028.334|6399124.524,245
325328.329|6403352.633,400
315185.62|6402588.203,362
313056.576|6396074.354,170
316638.953|6397116.087,192
328153.904|6404051.119,429
329501.882|6393507.364,127
317874.707|6393483.612,89
315354.393|6403237.433,388
317265.766|6400144.338,269
314668.838|6391852.181,53
321474.095|6400433.964,294
321768.189|6394868.589,142
315450.132|6400345.158,287
321406.422|6409222.136,549
321957.396|6401502.127,320
323830.047|6389273.676,19
317145.338|6402334.175,339
318281.207|6398814.063,246
328725.943|6401935.445,352
325582.171|6411058.987,580
324674.007|6411638.723,586
329705.44|6393955.925,127
324922.687|6388957.963,11
321307.616|6410036.597,563
316810.521|6398043.45,225
323533.664|6406226.888,468
314597.133|6392787.526,85
308084.462|6393494.498,105
330734.38|6404608.818,432
331886.321|6392655.761,104
325510.418|6410998.895,580
329180.919|6400921.121,301
321395.478|6393843.421,117
317633.439|6405183.481,442
318163.471|6398571.63,227
306780.207|6398902.055,236
317209.804|6396446.057,175
325209.256|6401431.32,324
326910.867|6409430.106,555
327131.317|6403672.011,402
317055.931|6398790.983,245
316528.364|6398991.406,244
308134.535|6403135.878,356
315134.915|6393998.055,110
316882.25|6396734.402,192
315662.598|6396713.057,191
325359.033|6405856.069,470
312281.635|6393943.014,107
318245.445|6400119.63,270
319690.052|6396976.261,196
319358.396|6404627.28,419
320055.09|6403303.906,393
323491.646|6394780.181,144
308407.248|6404038.974,381
329746.001|6394205.412,127
322590.957|6393625.072,119
320580.558|6405429.749,445
325290.775|6410441.222,568
317575.945|6402670.888,365
315292.728|6394567.579,135
323041.881|6401215.231,321
324298.432|6406449.961,486
321771.872|6397840.158,214
331671.946|6392700.502,104
308228.807|6402417.346,332
310140.654|6399679.586,260
315050.019|6403127.062,362
319593.448|6398820.167,248
313621.037|6397282.333,205
327881.827|6394669.298,148
320778.669|6392675.995,74
308521.224|6404967.474,
324148.682|6412118.934,586
321265.628|6400632.562,294
314752.094|6404410.886,414
320534.618|6405037.202,445
324860.994|6401806.239,348
307354.356|6402416.501,331
317164.142|6387689.643,1
328974.413|6402015.15,353
314730.61|6401676.546,312
322828.474|6412991.215,
324636.252|6401091.884,323
317521.289|6391508.713,57
321210.962|6405280.746,446
327543.052|6393656.753,125
319957.902|6404349.536,420
323902.898|6410869.216,578
324079.665|6405911.791,469
332410.864|6409135.26,
321258.522|6409703.814,549
316580.142|6400983.755,314
320249.95|6404729.156,420
317184.178|6391928.313,56
308736.735|6389333.984,15
328741.918|6402456.282,378
316075.286|6396404.759,174
320283.168|6399146.661,249
323602.405|6393399.034,120
318261.489|6406709.228,480
316898.622|6397269.492,209
314826.644|6393101.805,85
320773.893|6396614.785,197
319772.574|6398442.64,229
320515.645|6394619.97,141
320311.94|6399126.71,249
306041.878|6400516.454,278
321386.973|6399370.625,250
323137.347|6407003.66,485
315697.348|6403915.814,415
326376.331|6410741.184,581
326603.159|6408623.121,537
312118.235|6405614.012,456
323444.048|6387744.078,
323398.44|6390854.663,47
314900.84|6402072.883,
317676.897|6404964.322,442
323111.392|6407057.757,485
314848.827|6393754.116,110
319881.481|6398456.324,229
325998.558|6410926.28,580
317515.287|6410593.485,561
330416.444|6408484.479,540
327240.103|6392947.311,99
320626.422|6393869.955,117
320461.815|6404045.642,420
323917.807|6400724.681,297
318196.794|6399281.13,246
317201.825|6399268.024,245
313850.89|6391156.435,39
316966.977|6401485.54,314
316803.633|6411295.191,572
317703.317|6402960.601,365
322615.208|6399794.654,275
328259.996|6403013.242,377
314711.429|6391128.479,40
323352.692|6390997.622,47
311044.945|6407569.718,491
315389.621|6402899.183,363
329553.188|6399148.787,253
321878.006|6397483.063,215
325568.449|6393320.568,97
319141.216|6399301.588,247
323185.74|6393411.627,95
304804.815|6401294.829,
307267.78|6400701.349,280
316973.681|6405805.309,460
322751.735|6407157.172,499
308293.901|6403565.868,381
320839.448|6405334.306,445
323975.443|6393973.748,120
325554.788|6393050.803,97
318908.114|6404671.913,443
316416.757|6394858.01,136
326065.68|6410699.205,569
317108.759|6402044.408,339
314914.601|6392933.562,86
325683.27|6393014.32,97
317728.233|6398965.895,246
314826.959|6401803.671,
312630.246|6393547.664,107
313696.086|6397325.642,205
305287.294|6400366.806,
324339.188|6411927.129,586
314865.234|6406132.66,458
322448.647|6400259.987,295
332834.766|6389011.16,
322497.39|6393522.201,119
325103.082|6401278.583,324
318485.343|6392176.557,72
323090.279|6393546.778,95
307193.505|6401563.249,305
317438.025|6398670.433,226
327640.707|6402184.001,351
314362.588|6396297.557,172
321031.241|6395058.402,159
328237.931|6403939.237,403
324800.194|6410705.329,579
315254.342|6394938.472,135
329546.691|6409142.753,539
310456.886|6399841.192,261
324825.332|6401076.146,323
320447.652|6411875.771,583
314746.065|6391726.389,53
307735.392|6390416.019,23
329059.618|6403756.117,404
308756.28|6394198.861,106
317551.686|6387871.693,1
316283.291|6411093.432,571
330859.956|6409796.578,557
309731.652|6403942.646,409
322323.316|6405814.469,467
322038.6|6401639.209,320
316763.76|6398134.403,225
317829.72|6404005.107,391
314904.855|6404755.192,414
304619.915|6400780.794,
325406.291|6401711.438,324
330126.482|6408531.38,521
320329.288|6399252.819,249
318789.851|6399144.452,247
323296.032|6402900.909,372
326388.931|6389621.037,22
321633.98|6403848.296,395
313341.428|6392754.775,84
316016.089|6403177.518,363
327741.473|6393862.478,125
313480.376|6393922.289,108
306594.527|6402983.759,354
321330.465|6400752.472,294
317384.088|6394960.585,157
325832.553|6388033.319,3
318389.582|6398731.082,227
323321.892|6406852.254,485
314925.799|6393898.754,110
316873.587|6393978.978,112
327968.49|6403334.296,403
315372.977|6396612.034,191
326443.333|6403159.667,375
313832.066|6394439.817,133
317309.027|6399133.571,245
318399.762|6398477.93,227
308615.587|6402076.546,332
311848.883|6408272.679,505
316412.546|6398066.057,225
320323.187|6399584.92,272
319245.895|6399289.608,248
316838.856|6394832.53,137
326231.822|6401507.559,325
317639.036|6405098.575,442
305887.464|6403002.345,354
327795.114|6409927.955,
315382.582|6402874.666,363
324548.451|6405586.596,469
321386.387|6409614.976,549
320236.128|6397525.906,213
319382.316|6398793.958,248
316879.034|6390659.884,42
317328.439|6398685.151,226
321514.528|6396779.51,198
316513.1|6394895.202,136
329317.953|6393302.771,101
326441.43|6392798.333,98
327862.727|6403938.055,429
304764.484|6401805.963,
315609.374|6397179.816,191
318396.611|6397558.857,211
315124.331|6397324.78,207
319072.96|6405640.399,463
325544.588|6404593.031,426
316582.923|6404711.534,416
319909.936|6399792.69,272
319814.124|6403983.505,393
320100.775|6405383.536,464
327102.167|6393710.055,124
317926.107|6391050.09,43
320192.684|6404051.368,420
318433.745|6391455.542,58
320348.863|6399194.336,249
321528.804|6392814.507,93
316744.261|6405396.159,460
314686.148|6403402.006,
311295.774|6404530.275,411
321758.454|6400357.675,294
312935.813|6403477.952,386
324649.855|6401056.711,323
314692.629|6402531.56,362
319773.882|6400941.867,292
324843.226|6405300.968,450
317121.598|6393081.022,88
314749.882|6403190.496,362
314354.079|6390886.426,39
318001.073|6401188.977,316
326556.017|6410542.82,569
318052.172|6399245.482,246
331926.169|6409789.708,558
329267.992|6401901.367,353
319289.048|6401428.283,317
313962.809|6395670.192,153
326805.701|6401343.354,326
320598.823|6395009.81,141
320600.858|6397491.166,213
318769.032|6397370.133,211
317751.812|6392695.054,89
320634.497|6397998.954,213
321066.739|6397113.387,197
316935.467|6396604.048,192
320313.253|6400228.835,293
317948.177|6392648.776,89
321153.11|6394811.58,142
314691.945|6403029.496,362
304238.303|6400768.35,
316826.621|6406120.644,460
322255.308|6391071.959,45
319334.125|6404636.648,419
321867.499|6396168.044,179
317315.756|6401979.447,339
319640.928|6402622.646,367
316608.863|6399188.091,244
313784.105|6393843.579,109
325606.496|6404568.123,426
321157.152|6393516.694,117
314687.466|6396597.072,190
316101.681|6403733.854,389
316774.572|6400105.821,268
325286.586|6403569.761,399
319087.72|6400161.081,271
328534.49|6393908.059,126
325374.954|6405907.697,470
330627.526|6404416.224,432
331457.365|6410246.709,570
310991.524|6403330.298,384
311306.139|6406843.439,475
329530.907|6409208.013,539
315354.114|6403498.327,388
330333.607|6404390.039,432
316987.765|6394852.677,137
314764.354|6394184.121,110
324548.29|6411350.756,579
323477.73|6402506.967,372
317620.207|6387407.9,1
323621.332|6395256.213,
321495.426|6400455.036,294
317473.179|6405313.483,441
312992.41|6403220.731,361
314774.502|6394024.63,110
309165.305|6403280.453,382
314380.546|6397291.019,206
326028.845|6402408.511,349
320954.323|6394831.317,141
327025.071|6402348.582,376
326928.652|6408600.647,537
319642.532|6399441.324,248
313149.367|6402895.648,361
322191.917|6400515.287,295
316679.46|6398237.883,225
317231.503|6405774.776,461
317324.138|6391628.148,56
327109.203|6402921.706,376
320264.083|6403434.653,394
323404.792|6394627.294,144
320223.174|6401822.279,343
325812.644|6404158.149,427
318135.742|6398787.525,246
324693.557|6403911.645,399
319826.109|6404061.721,420
325780.004|6400724.479,299
331292.68|6409734.776,557
317978.319|6409527.469,546
306028.96|6402932.195,354
308191.807|6393123.079,82
323014.005|6411109.54,577
318226.914|6399008.885,246
306985.274|6390996.266,36
310081.804|6404336.56,409
314090.427|6394881.025,153
328441.832|6402316.127,352
313704.074|6396143.795,171
324006.499|6394003.682,121
324154.735|6402886.657,373
323367.632|6405102.117,448
307347.097|6390399.694,23
319358.466|6397655.581,212
329296.442|6401524.392,328
309110.045|6394072.836,106
324138.729|6389055.67,20
321488.855|6396539.662,198
315329.355|6394535.307,135
324374.665|6403145.541,373
318427.563|6394221.024,114
314427.285|6397078.293,189
315812.193|6402373.17,363
323145.884|6395448.386,
323929.65|6407915.056,515
325724.032|6405792.118,470
324014.263|6388367.405,10
319658.761|6398473.892,228
310276.336|6399981.344,261
308634.562|6404945.13,
323693.158|6393896.136,120
314600.545|6391412.013,53
320587.044|6411876.058,584
322635.162|6404776.882,423
311964.318|6404876.889,437
316777.658|6387321.895,
318702.042|6393451.113,90
319695.442|6396708.456,196
318567.745|6393696.991,114
323890.125|6411794.982,585
321375.429|6397067.822,197
308578.749|6404948.825,
318291.616|6394020.59,114
315724.937|6397639.484,207
329519.318|6403917.457,431
324172.405|6401163.941,323
327912.553|6393562.501,125
325244.175|6404929.219,450
318077.866|6398333.125,227
325465.448|6405655.767,470
320186.659|6400563.142,293
315455.732|6399713.386,267
321316.549|6400981.306,294
317118.243|6399486.008,245
314328.781|6396941.075,189
314020.611|6412973.682,
318398.823|6401338.065,316
320014.04|6404410.408,420
321905.751|6403063.382,370
316912.084|6405981.273,460
314752.475|6391662.23,53
317610.849|6393671.853,113
328375.368|6394186.854,149
323857.423|6407519.385,500
319633.833|6404151.147,419
321029.234|6401860.988,344
315497.36|6401995.039,337
327640.223|6394336.397,148
322005.505|6402560.869,370
314569.45|6400672.53,286
321851.097|6392981.104,94
329658.577|6393006.315,102
313702.634|6394854.622,133
321673.222|6411123.054,575
328305.988|6393216.329,100
307207.466|6401562.487,305
327332.585|6392511.031,78
313175.86|6394718.421,132
317005.872|6402711.445,364
312650.936|6399124.102,241
327314.589|6403568.643,402
318230.44|6399053.83,246
329115.639|6402771.571,378
321059.563|6398739.242,230
322626.102|6391254.48,46
319492.136|6400198.973,292
321885.266|6397408.641,215
308334.718|6390429.919,24
312003.584|6408173.418,505
324115.212|6402690.831,373
322160.506|6402352.292,345
305478.905|6400439.792,278
321021.902|6400274.337,273
319013.833|6400306.609,291
314513.59|6394789.74,134
318298.548|6400291.5,290
323663.906|6407060.757,500
318174.29|6402002.911,340
329593.776|6399163.648,253
320588.92|6396799.158,197
329171.707|6393408.07,101
325674.053|6388132.323,12
321676.119|6410901.144,575
319864.387|6401040.502,318
316420.861|6412241.085,
316173.606|6398555.315,224
319687.845|6398253.742,229
314114.068|6392793.956,85
318210.539|6399348.107,246
317354.729|6401391.623,315
328046.905|6395405.072,165
317836.328|6388461.891,7
332936.203|6389600.906,
321242.467|6396913.946,197
332228.026|6398207.153,
309053.205|6388899.615,5
319319.788|6399973.695,271
322130.4|6392564.681,75
318819.207|6397610.133,211
327092.31|6397114.088,201
323069.064|6404034.113,397
319557.974|6396393.427,176
318076.479|6400179.638,290
313128.491|6395140.651,152
317072.062|6387465.902,
331460.112|6409858.498,558
315097.552|6401489.236,312
318531.088|6399273.817,247
319664.728|6402039.847,342
320110.677|6398890.769,249
319535.695|6400189.0,292
320445.974|6396389.226,177
317354.544|6390454.678,43
323532.968|6404152.43,424
314689.443|6402227.714,
325981.018|6411005.523,580
319997.496|6400198.27,272
314757.105|6403102.511,362
320335.228|6399479.089,272
321384.383|6397094.215,197
328309.804|6403178.348,403
323650.309|6393486.938,120
314725.48|6393501.36,110
330167.127|6398818.734,254
322232.772|6402307.494,345
312990.963|6403133.005,361
318612.085|6399152.157,247
313061.26|6403211.796,361
322184.891|6394236.81,143
321214.946|6392923.687,93
320524.126|6392794.463,92
320507.458|6394613.757,141
317785.401|6386771.28,
321627.116|6400812.135,294
324494.096|6401466.085,323
308909.74|6388842.797,5
314903.252|6395446.6,154
324395.259|6405143.183,449
324404.618|6401184.089,323
319184.547|6399850.784,271
319808.578|6392792.335,91
309167.973|6403920.837,382
322503.072|6399844.454,275
319512.236|6397570.328,212
307635.4|6403211.975,380
327830.749|6395506.613,165
321973.034|6395011.576,160
318105.928|6399316.51,246
315133.008|6394613.043,135
321164.06|6397360.48,214
314085.23|6390993.408,39
329314.416|6401869.749,353
318716.251|6398996.862,247
320074.706|6401127.93,318
321537.204|6394801.816,142
324784.763|6388906.23,11
320920.639|6398039.343,230
323353.114|6405798.405,468
317351.282|6387558.987,1
320780.635|6404696.578,421
319964.876|6392923.878,91
322595.242|6402490.228,371
307598.152|6401227.507,306
332191.347|6409467.063,558
315402.526|6399641.229,267
326389.346|6402418.823,350
323449.148|6400715.669,296
328093.324|6403458.726,403
326604.984|6407707.27,518
322439.457|6390964.66,46
315873.118|6392536.012,69
319581.366|6399999.57,271
316682.233|6399286.614,245
307816.058|6401419.972,306
328355.335|6395234.114,166
315828.704|6398534.58,224
323485.44|6389768.697,19
317349.577|6399245.954,245
317369.991|6389485.321,17
313418.021|6402845.898,361
314001.988|6395626.727,153
319188.19|6400304.994,291
306857.021|6401138.406,305
314327.674|6391244.292,53
321987.288|6396818.91,198
315550.911|6398167.645,224
316071.893|6399717.054,267
320612.033|6399538.73,249
309305.73|6404610.133,434
313687.563|6395717.264,171
317788.086|6395519.619,157
320144.126|6399856.129,272
317488.052|6404687.318,417
321120.016|6402289.892,344
321862.212|6402809.206,370
317812.446|6387901.2,1
317962.582|6393094.794,89
321639.06|6400850.36,294
321567.717|6398104.29,231
331865.527|6410212.509,
317756.392|6395619.933,157
320538.428|6404939.498,445
323343.408|6407319.448,500
316567.86|6399729.166,268
309806.739|6399793.465,260
323899.206|6395481.438,
323022.122|6406957.137,485
321310.596|6403823.873,395
323727.124|6401185.265,322
320983.071|6401768.43,319
316292.352|6398803.655,244
312757.72|6402501.334,336
319609.551|6400232.805,292
318208.309|6398560.527,227
320147.805|6404331.776,420
312000.832|6403569.188,385
323606.731|6389064.793,19
321284.534|6398959.474,250
318447.156|6401897.622,341
318293.067|6402313.372,340
322830.486|6395677.368,161
322421.035|6402412.882,345
319300.788|6400408.372,292
318745.466|6404634.925,443
319685.959|6401019.588,292
318859.836|6399527.596,247
310700.003|6400308.874,283
317953.63|6393488.355,89
317130.831|6394215.837,137
311072.466|6400635.939,283
314669.244|6394012.669,110
319899.12|6398163.051,229
310514.264|6399306.175,238
318207.008|6392547.226,72
