Scenario,HexID,chargerAccessType,Annual_avg_daily_chargingTime_min_day,Annual_total_chargingTime_min_day,Annual_avg_daily_chargingCost_SEK_day,Annual_total_chargingCost_SEK_day,Annual_avg_daily_energy_kWh_day,Annual_total_energy_kWh_day
noVIPV,148,home,7439.373401826484,2715371.2916666665,1956.0345732988474,713952.6192540793,769.0479452054794,280702.5
noVIPV,148,public,2506.1007990867583,914726.7916666667,3181.3356164383563,1161187.5,578.4246575342465,211125.0
noVIPV,148,work,1078.217694063927,393549.4583333334,516.3287671232877,188460.0,129.08219178082192,47115.0
noVIPV,149,home,9815.041438356164,3582490.125,2364.6257600184467,863088.4024067331,1021.663234623718,372907.0806376571
noVIPV,149,public,2784.11095890411,1016200.5,3334.0924657534247,1216943.75,606.1986301369863,221262.5
noVIPV,149,work,128.46552511415527,46889.91666666667,67.61643835616438,24680.0,16.904109589041095,6170.0
noVIPV,15,home,364.3502283105023,132987.83333333334,83.17349107298983,30358.32424164129,35.14383561643836,12827.5
noVIPV,15,public,0.0,0.0,0.0,0.0,0.0,0.0
noVIPV,15,work,515.0436073059361,187990.9166666667,278.7671232876712,101750.0,69.6917808219178,25437.5
noVIPV,150,home,9699.326598173517,3540254.2083333335,2285.723585607883,834289.1087468772,996.8424657534247,363847.5
noVIPV,150,public,485.1038812785388,177062.91666666666,557.5719178082192,203513.75,101.37671232876713,37002.5
noVIPV,150,work,458.61152968036527,167393.2083333333,252.05479452054794,92000.0,63.013698630136986,23000.0
noVIPV,151,home,0.0,0.0,0.0,0.0,0.0,0.0
noVIPV,151,public,726.0876712328767,265022.0,925.695205479452,337878.75,168.3082191780822,61432.5
noVIPV,151,work,0.0,0.0,0.0,0.0,0.0,0.0
noVIPV,152,home,15844.743493150685,5783331.375,3637.1841778352805,1327572.2249098774,1629.4814580254038,594760.7321792723
noVIPV,152,public,3024.4460045662104,1103922.7916666667,3423.5034651860256,1249578.7647928994,622.4551754883684,227196.13905325445
noVIPV,152,work,0.0,0.0,0.0,0.0,0.0,0.0
noVIPV,153,home,14307.276826484016,5222156.041666666,3560.807518725128,1299694.7443346716,1417.5237433277189,517396.1663146174
noVIPV,153,public,1440.483789954338,525776.5833333334,1707.75,623328.75,310.5,113332.5
noVIPV,153,work,589.0657534246575,215009.0,298.52054794520546,108960.0,74.63013698630137,27240.0
noVIPV,154,home,3350.5986301369862,1222968.5,721.511389896213,263351.65731211775,345.63013698630135,126155.0
noVIPV,154,public,723.1796803652969,263960.5833333334,626.8116438356165,228786.25,113.96575342465754,41597.5
noVIPV,154,work,2844.2751141552512,1038160.4166666666,1380.027397260274,503710.0,345.0068493150685,125927.5
noVIPV,155,home,4737.246461187215,1729094.9583333335,1008.5742964919606,368129.6182195656,477.76027397260276,174382.5
noVIPV,155,public,0.0,0.0,0.0,0.0,0.0,0.0
noVIPV,155,work,137.37739726027397,50142.75,83.0958904109589,30330.0,20.773972602739725,7582.5
noVIPV,156,home,12882.584589041096,4702143.375,3303.208527403204,1205671.1125021693,1320.27216742954,481899.3411117821
noVIPV,156,public,11232.324771689497,4099798.5416666665,12964.065068493152,4731883.75,2357.1027397260273,860342.5
noVIPV,156,work,568.6525114155252,207558.1666666667,275.5068493150685,100560.0,68.87671232876713,25140.0
noVIPV,157,home,1504.7600456621003,549237.4166666666,282.06620608783606,102954.16522206017,146.26712328767124,53387.5
noVIPV,157,public,0.0,0.0,0.0,0.0,0.0,0.0
noVIPV,157,work,4715.144863013698,1721027.875,2426.027397260274,885500.0,606.5068493150685,221375.0
noVIPV,158,home,4723.099543378995,1723931.3333333333,1250.262490960032,456345.80920041166,490.4178082191781,179002.5
noVIPV,158,public,0.0,0.0,0.0,0.0,0.0,0.0
noVIPV,158,work,304.2753424657534,111060.5,150.68493150684932,55000.0,37.67123287671233,13750.0
noVIPV,159,home,15205.920433789955,5550160.958333334,3500.217165897767,1277579.265552685,1525.8050139654529,556918.8300973903
noVIPV,159,public,5570.291438356165,2033156.375,6603.352739726028,2410223.75,1200.609589041096,438222.5
noVIPV,159,work,102.96244292237442,37581.291666666664,37.75342465753425,13780.0,9.438356164383562,3445.0
noVIPV,16,home,990.3300228310502,361470.4583333333,166.46530215543675,60759.83528673441,98.18813052977316,35838.667643367204
noVIPV,16,public,0.0,0.0,0.0,0.0,0.0,0.0
noVIPV,16,work,238.52568493150685,87061.875,119.26027397260275,43530.0,29.815068493150687,10882.5
noVIPV,160,home,13861.621347031964,5059491.791666667,2890.2945900195214,1054957.5253571253,1409.4582502800824,514452.2613522301
noVIPV,160,public,6300.798515981735,2299791.4583333335,7131.196413284363,2602886.6908487924,1296.5811660517024,473252.1256088714
noVIPV,160,work,2886.6013698630136,1053609.5,1413.0684931506848,515770.0,353.2671232876712,128942.5
noVIPV,161,home,7709.72785388128,2814050.666666667,1838.0098574986914,670873.5979870224,778.2397260273973,284057.5
