HexID,noVIPV_sessions,VIPV50_Wp700_sessions,Avoided_sessions_day,Frequency_reduction_pct
0,54.43835616438356,43.054794520547944,11.38356164383562,20.91092098641168
1,98.17808219178082,104.95205479452055,-6.7739726027397325,-6.899679084693742
10,80.56849315068493,75.01369863013699,5.554794520547944,6.894499702456854
100,153.02739726027397,144.93150684931507,8.095890410958901,5.290484289678631
101,63.71232876712329,60.60958904109589,3.1027397260274014,4.86992044721566
102,17.493150684931507,25.636986301369863,-8.143835616438356,-46.55442443226312
103,17.52054794520548,21.86986301369863,-4.349315068493151,-24.824081313526197
104,11.280821917808218,5.623287671232877,5.6575342465753415,50.151791135397694
105,22.465753424657535,26.91780821917808,-4.452054794520546,-19.817073170731696
106,8.78082191780822,8.71917808219178,0.06164383561644016,0.7020280811232653
107,86.2876712328767,76.23972602739727,10.047945205479436,11.644705508810905
108,94.34246575342466,96.17808219178082,-1.8356164383561548,-1.9456947872803732
109,69.32876712328766,65.04109589041096,4.287671232876704,6.184548508199949
11,66.85616438356165,64.33561643835617,2.520547945205479,3.770105521975206
110,223.85616438356163,209.3013698630137,14.554794520547944,6.501851115258697
111,159.21917808219177,141.7808219178082,17.438356164383578,10.952421922051116
112,125.71917808219179,114.95205479452055,10.76712328767124,8.564423862707713
113,75.0,81.17123287671234,-6.171232876712338,-8.228310502283117
114,84.34246575342466,80.65068493150685,3.691780821917817,4.377131719993513
115,125.0068493150685,127.46575342465754,-2.4589041095890423,-1.9670155059996721
116,10.006849315068493,13.73972602739726,-3.7328767123287676,-37.30321697467488
117,108.7123287671233,93.77397260273973,14.938356164383563,13.741179435483872
118,179.41095890410958,193.8904109589041,-14.479452054794535,-8.070550507749875
119,97.56849315068493,93.13013698630138,4.438356164383549,4.548964548964537
12,38.75342465753425,44.34246575342466,-5.5890410958904155,-14.422057264050913
120,101.93835616438356,93.58904109589041,8.349315068493155,8.190552979909969
121,13.123287671232877,14.979452054794521,-1.8561643835616444,-14.144050104384139
122,8.123287671232877,6.86986301369863,1.2534246575342465,15.430016863406406
123,86.83561643835617,76.86986301369863,9.965753424657535,11.476573592049219
124,96.88356164383562,88.12328767123289,8.760273972602732,9.042064333686808
125,118.68493150684931,136.84931506849315,-18.164383561643845,-15.304709141274246
126,164.42465753424656,151.15753424657532,13.26712328767124,8.068816129301013
127,131.26712328767124,134.93150684931507,-3.664383561643831,-2.791547091051392
128,31.23972602739726,33.705479452054796,-2.465753424657535,-7.893005919754443
129,14.363013698630137,16.21232876712329,-1.8493150684931514,-12.875536480686701
13,10.013698630136986,17.472602739726028,-7.458904109589042,-74.48700410396718
130,4.3493150684931505,1.863013698630137,2.486301369863013,57.16535433070865
131,8.76027397260274,10.006849315068493,-1.2465753424657535,-14.22986708365911
132,39.397260273972606,38.0958904109589,1.3013698630137043,3.3031988873435467
133,128.11643835616437,113.69863013698631,14.417808219178056,11.253675487837457
134,253.74657534246575,227.30821917808217,26.438356164383578,10.419197235943537
135,188.16438356164383,178.02054794520546,10.143835616438366,5.390943506115323
136,110.07534246575342,105.10958904109589,4.965753424657535,4.5112314106153955
137,81.87671232876713,66.86986301369863,15.006849315068493,18.32859293960181
138,68.72602739726027,64.34931506849315,4.376712328767113,6.368347618098451
139,111.30136986301369,111.21232876712328,0.08904109589040843,0.07999999999999773
14,5.616438356164384,6.8493150684931505,-1.2328767123287667,-21.951219512195113
140,23.102739726027398,18.095890410958905,5.006849315068493,21.672101986362286
141,192.43150684931507,184.26712328767124,8.164383561643831,4.242747819896777
142,237.46575342465752,213.0753424657534,24.390410958904113,10.27112777617537
143,125.69863013698631,95.60958904109589,30.089041095890423,23.937445510026166
144,98.18493150684932,101.14383561643837,-2.9589041095890423,-3.0136030694105345
145,0.6301369863013698,0.6301369863013698,0.0,0.0
146,3.1232876712328768,2.493150684931507,0.6301369863013697,20.175438596491222
147,21.232876712328768,23.73972602739726,-2.506849315068493,-11.806451612903224
148,101.23972602739725,100.03424657534246,1.2054794520547887,1.1907178134091005
149,118.03424657534245,116.82876712328766,1.2054794520547887,1.0212963500261079
15,7.527397260273972,8.726027397260275,-1.1986301369863028,-15.923566878980912
150,63.219178082191775,57.47945205479452,5.7397260273972535,9.079089924160336
151,12.506849315068493,13.732876712328768,-1.2260273972602747,-9.802847754654989
152,140.5958904109589,134.84246575342468,5.753424657534225,4.0921712865981235
153,123.82191780821918,104.37671232876713,19.445205479452056,15.704170815355681
154,65.66438356164383,47.50684931506849,18.157534246575338,27.652028788985078
155,54.99315068493151,61.226027397260275,-6.232876712328768,-11.333914559721011
156,301.26027397260276,280.51369863013696,20.746575342465803,6.886595125500198
157,62.5,46.87671232876713,15.623287671232873,24.9972602739726
158,36.21232876712329,36.86986301369863,-0.657534246575338,-1.8157745413277726
159,215.6095890410959,214.15068493150685,1.4589041095890423,0.6766415705708573
16,8.732876712328768,9.39041095890411,-0.6575342465753415,-7.529411764705872
160,248.03424657534248,246.32191780821918,1.7123287671232958,0.6903598155358606
161,128.1986301369863,132.47260273972603,-4.273972602739718,-3.333867606988293
162,84.9931506849315,74.97945205479452,10.013698630136986,11.781771295027802
163,1.2602739726027397,1.2534246575342465,0.006849315068493178,0.5434782608695674
164,118.1095890410959,101.82876712328768,16.280821917808225,13.784504755277203
165,101.8835616438356,107.36986301369862,-5.486301369863014,-5.384873949579833
166,24.383561643835616,12.465753424657535,11.917808219178081,48.876404494382015
167,0.6301369863013698,0.0,0.6301369863013698,100.0
168,5.0,5.0,0.0,0.0
169,23.164383561643834,24.335616438356166,-1.171232876712331,-5.056179775280909
17,41.863013698630134,33.73972602739726,8.123287671232873,19.4044502617801
170,78.20547945205479,66.24657534246576,11.958904109589028,15.29164477141354
171,129.24657534246575,122.51369863013699,6.7328767123287605,5.209326974032852
172,75.66438356164383,59.36301369863014,16.30136986301369,21.54431067258078
173,89.97945205479452,84.93150684931507,5.047945205479451,5.610108852858337
174,136.3082191780822,143.72602739726028,-7.4178082191780845,-5.441937591075827
175,180.84931506849315,153.76712328767124,27.082191780821915,14.975003787304951
176,46.24657534246575,41.91095890410959,4.335616438356162,9.374999999999995
177,63.76027397260274,69.29452054794521,-5.534246575342472,-8.67977226340102
178,152.5205479452055,129.91095890410958,22.609589041095916,14.823962636967861
179,53.20547945205479,46.342465753424655,6.863013698630134,12.899073120494332
18,36.89041095890411,34.397260273972606,2.493150684931507,6.75826216115856
180,5.63013698630137,3.1301369863013697,2.5,44.40389294403893
181,0.6164383561643836,1.8835616438356164,-1.2671232876712328,-205.55555555555554
182,10.0,8.767123287671232,1.2328767123287676,12.328767123287676
183,25.636986301369863,21.21917808219178,4.417808219178081,17.232166711194225
184,15.027397260273972,13.719178082191782,1.3082191780821901,8.705560619872369
185,5.602739726027397,5.013698630136986,0.5890410958904111,10.51344743276284
186,1.8835616438356164,3.1164383561643834,-1.232876712328767,-65.45454545454544
187,56.28767123287671,48.150684931506845,8.136986301369866,14.456072036991975
188,70.70547945205479,76.30136986301369,-5.595890410958901,-7.914365978882104
189,139.92465753424656,131.77397260273972,8.150684931506845,5.825052621273677
19,29.376712328767123,24.36986301369863,5.006849315068493,17.043599906738166
190,164.43150684931507,139.23972602739727,25.191780821917803,15.320531511642432
191,230.65068493150685,190.3904109589041,40.26027397260273,17.4550853749072
192,137.54794520547946,120.57534246575341,16.972602739726057,12.339408425455654
