TimeIndex,Hour,chargerAccessType,noVIPV,VIPV50_Wp700,Saving,Reduction_pct
44,21.5,public,6285.436872146118,5775.496803652968,509.94006849314974,8.113040968607077
44,21.5,work,74.43162100456621,39.94018264840182,34.49143835616439,46.33976513026421
45,22.0,home,90012.73812785388,83309.92477168949,6702.813356164392,7.446516454864122
45,22.0,public,6069.315296803654,5798.212328767123,271.1029680365309,4.4667801025151
45,22.0,work,45.93630136986302,15.480365296803653,30.455936073059362,66.30036630036629
46,22.5,home,99065.67305936072,91896.30079908676,7169.372260273958,7.236989401947564
46,22.5,public,8259.999200913242,7758.295890410959,501.7033105022829,6.0738905452534855
46,22.5,work,0.0,0.0,0.0,
47,23.0,home,105578.31221461188,98488.02671232876,7090.285502283121,6.715664754964549
47,23.0,public,10557.197146118722,9166.94897260274,1390.2481735159818,13.168724181939679
47,23.0,work,0.0,0.0,0.0,
48,23.5,home,109173.79851598175,101347.09121004568,7826.70730593607,7.16903452323346
48,23.5,public,11094.93413242009,10038.734246575343,1056.1998858447478,9.519658911344644
48,23.5,work,0.0,0.0,0.0,
