HexID,chargerAccessType,chargingTime_min_day,chargingCost_SEK_day,energy_kWh_day,Scenario,Season
274,home,14192.833333333334,3390.5048315043564,1437.0809657856105,noVIPV,SUMMER
274,work,378.6666666666667,190.0,47.5,noVIPV,SUMMER
274,public,3881.5,4537.5,825.0,noVIPV,SUMMER
275,home,7097.958333333333,1534.5464134650153,677.5,noVIPV,SUMMER
275,work,215.08333333333331,50.0,12.5,noVIPV,SUMMER
275,public,1957.1666666666667,2282.5,415.0,noVIPV,SUMMER
276,home,0.0,0.0,0.0,noVIPV,SUMMER
276,work,0.0,0.0,0.0,noVIPV,SUMMER
276,public,731.5,715.0,130.0,noVIPV,SUMMER
277,home,3662.1666666666665,1042.3979980852075,372.5,noVIPV,SUMMER
277,work,295.0,130.0,32.5,noVIPV,SUMMER
277,public,480.3333333333333,371.25,67.5,noVIPV,SUMMER
278,home,17582.333333333332,4383.229371870857,1809.2740952394074,noVIPV,SUMMER
278,work,206.04166666666669,100.00000000000001,25.000000000000004,noVIPV,SUMMER
278,public,0.0,0.0,0.0,noVIPV,SUMMER
279,home,7306.166666666667,1693.3840456214182,750.0,noVIPV,SUMMER
279,work,0.0,0.0,0.0,noVIPV,SUMMER
279,public,1774.5833333333333,2145.0,390.0,noVIPV,SUMMER
280,home,5851.0,1424.6855019286702,602.5,noVIPV,SUMMER
280,work,554.0,300.00000000000006,75.00000000000001,noVIPV,SUMMER
280,public,3039.3333333333335,3272.5,595.0,noVIPV,SUMMER
281,home,0.0,0.0,0.0,noVIPV,SUMMER
281,work,865.5,430.00000000000006,107.50000000000001,noVIPV,SUMMER
281,public,1470.3333333333333,1815.0,330.0,noVIPV,SUMMER
282,home,0.0,0.0,0.0,noVIPV,SUMMER
282,work,896.75,510.0,127.5,noVIPV,SUMMER
282,public,0.0,0.0,0.0,noVIPV,SUMMER
283,home,0.0,0.0,0.0,noVIPV,SUMMER
283,work,2239.7083333333335,1190.0,297.5,noVIPV,SUMMER
283,public,118.875,55.00000000000001,10.0,noVIPV,SUMMER
284,home,0.0,0.0,0.0,noVIPV,SUMMER
284,work,595.6666666666666,260.0,65.0,noVIPV,SUMMER
284,public,0.0,0.0,0.0,noVIPV,SUMMER
285,home,0.0,0.0,0.0,noVIPV,SUMMER
285,work,0.0,0.0,0.0,noVIPV,SUMMER
285,public,0.0,0.0,0.0,noVIPV,SUMMER
286,home,4262.416666666667,1110.8925519382042,432.6159704592661,noVIPV,SUMMER
286,work,917.125,440.0,110.0,noVIPV,SUMMER
286,public,1705.1666666666667,2392.5,435.0,noVIPV,SUMMER
287,home,10992.583333333334,2747.24594747977,1097.5,noVIPV,SUMMER
287,work,119.83333333333334,40.0,10.0,noVIPV,SUMMER
287,public,5810.25,6667.1904536862,1212.2164461247637,noVIPV,SUMMER
288,home,8254.375,2080.035154730629,842.9667390293068,noVIPV,SUMMER
288,work,423.875,200.0,50.0,noVIPV,SUMMER
288,public,3977.9166666666665,4290.0,780.0,noVIPV,SUMMER
289,home,12638.208333333334,3021.893763679861,1287.7105163095962,noVIPV,SUMMER
289,work,1782.875,870.0,217.5,noVIPV,SUMMER
289,public,2988.2916666666665,2956.25,537.5,noVIPV,SUMMER
290,home,640.375,140.625,62.5,noVIPV,SUMMER
290,work,5000.666666666667,2470.0,617.5,noVIPV,SUMMER
290,public,1145.875,1361.25,247.5,noVIPV,SUMMER
291,home,501.0,100.0,50.0,noVIPV,SUMMER
291,work,1115.9166666666667,410.0,102.5,noVIPV,SUMMER
291,public,8582.375,8566.25,1557.5,noVIPV,SUMMER
292,home,1649.625,331.42096711611214,162.5,noVIPV,SUMMER
292,work,11426.375,5770.0,1442.5,noVIPV,SUMMER
292,public,7133.666666666667,6833.75,1242.5,noVIPV,SUMMER
293,home,7041.666666666667,1770.602108428454,720.5265721478579,noVIPV,SUMMER
293,work,3956.625,1940.0,485.0,noVIPV,SUMMER
293,public,6060.416666666667,6600.0,1200.0,noVIPV,SUMMER
294,home,16245.25,3857.9462067725945,1615.933119974806,noVIPV,SUMMER
294,work,4448.708333333333,2380.0,595.0,noVIPV,SUMMER
294,public,7913.166666666667,8800.0,1600.0,noVIPV,SUMMER
295,home,17692.875,4256.5324050145055,1780.108593896274,noVIPV,SUMMER
295,work,1479.4583333333333,790.0,197.5,noVIPV,SUMMER
295,public,2241.2916666666665,2708.75,492.5,noVIPV,SUMMER
296,home,15226.083333333334,3774.911975078423,1546.999310507925,noVIPV,SUMMER
296,work,906.4583333333334,520.0,130.0,noVIPV,SUMMER
296,public,2302.25,2475.0,450.0,noVIPV,SUMMER
297,home,11445.416666666666,2749.3082216736075,1161.473364282044,noVIPV,SUMMER
297,work,168.08333333333331,70.0,17.5,noVIPV,SUMMER
297,public,2633.7916666666665,2695.0,490.0,noVIPV,SUMMER
298,home,11012.75,2711.220144697644,1111.8337331260939,noVIPV,SUMMER
298,work,0.0,0.0,0.0,noVIPV,SUMMER
298,public,1043.8333333333333,563.75,102.5,noVIPV,SUMMER
299,home,4788.25,1202.9660832432005,500.0,noVIPV,SUMMER
299,work,0.0,0.0,0.0,noVIPV,SUMMER
299,public,5356.041666666667,6242.5,1135.0,noVIPV,SUMMER
300,home,1963.25,567.1404954578172,210.52896587880642,noVIPV,SUMMER
300,work,0.0,0.0,0.0,noVIPV,SUMMER
300,public,3077.625,3630.0,660.0,noVIPV,SUMMER
301,home,1519.25,310.625,147.5,noVIPV,SUMMER
301,work,0.0,0.0,0.0,noVIPV,SUMMER
301,public,0.0,0.0,0.0,noVIPV,SUMMER
302,home,0.0,0.0,0.0,noVIPV,SUMMER
302,work,0.0,0.0,0.0,noVIPV,SUMMER
302,public,259.2916666666667,302.5,55.0,noVIPV,SUMMER
303,home,4924.041666666667,1289.429539554408,500.99739782769404,noVIPV,SUMMER
303,work,0.0,0.0,0.0,noVIPV,SUMMER
303,public,0.0,0.0,0.0,noVIPV,SUMMER
304,home,872.4166666666666,170.00000000000003,85.0,noVIPV,SUMMER
304,work,0.0,0.0,0.0,noVIPV,SUMMER
304,public,526.5833333333334,632.5,114.99999999999999,noVIPV,SUMMER
305,home,14812.75,3514.6711112960397,1462.7444602561495,noVIPV,SUMMER
305,work,188.66666666666666,80.0,20.0,noVIPV,SUMMER
305,public,891.0833333333334,1278.75,232.5,noVIPV,SUMMER
306,home,12144.0,2807.7889178773994,1246.902021758482,noVIPV,SUMMER
306,work,2027.7083333333333,1050.0,262.5,noVIPV,SUMMER
306,public,284.8333333333333,302.50000000000006,55.0,noVIPV,SUMMER
307,home,0.0,0.0,0.0,noVIPV,SUMMER
307,work,1599.625,800.0,200.0,noVIPV,SUMMER
307,public,750.75,756.25,137.5,noVIPV,SUMMER
308,home,0.0,0.0,0.0,noVIPV,SUMMER
308,work,0.0,0.0,0.0,noVIPV,SUMMER
308,public,315.6666666666667,440.0,80.0,noVIPV,SUMMER
309,home,0.0,0.0,0.0,noVIPV,SUMMER
309,work,0.0,0.0,0.0,noVIPV,SUMMER
309,public,367.9166666666667,522.5,95.0,noVIPV,SUMMER
310,home,0.0,0.0,0.0,noVIPV,SUMMER
310,work,868.6666666666667,460.0,115.0,noVIPV,SUMMER
310,public,0.0,0.0,0.0,noVIPV,SUMMER
311,home,0.0,0.0,0.0,noVIPV,SUMMER
311,work,0.0,0.0,0.0,noVIPV,SUMMER
311,public,0.0,0.0,0.0,noVIPV,SUMMER
312,home,15683.625,3712.0661880264715,1609.102469896653,noVIPV,SUMMER
312,work,732.875,420.0,105.0,noVIPV,SUMMER
312,public,3608.5,4262.5,775.0,noVIPV,SUMMER
313,home,7481.375,1813.8948356135886,743.4762960581627,noVIPV,SUMMER
313,work,905.6666666666666,450.0,112.5,noVIPV,SUMMER
313,public,2455.4583333333335,3231.25,587.5,noVIPV,SUMMER
314,home,5586.791666666667,1331.587316976826,547.5,noVIPV,SUMMER
314,work,2876.25,1570.0,392.5,noVIPV,SUMMER
314,public,1678.125,1471.25,267.5,noVIPV,SUMMER
315,home,4937.625,1153.7822268396585,509.28020565552697,noVIPV,SUMMER
315,work,1273.4583333333333,570.0,142.5,noVIPV,SUMMER
315,public,7646.125,8552.5,1555.0,noVIPV,SUMMER
316,home,11692.166666666666,2717.2478354186287,1175.9940989679558,noVIPV,SUMMER
316,work,1924.0833333333333,1040.0,260.0,noVIPV,SUMMER
316,public,4296.083333333333,5018.75,912.5,noVIPV,SUMMER
317,home,0.0,0.0,0.0,noVIPV,SUMMER
317,work,2074.5416666666665,1240.0,310.0,noVIPV,SUMMER
317,public,190.25,206.25,37.5,noVIPV,SUMMER
318,home,1831.875,389.4689142970207,191.92195714851036,noVIPV,SUMMER
318,work,4284.666666666667,2180.0,545.0,noVIPV,SUMMER
318,public,467.45833333333337,261.25,47.5,noVIPV,SUMMER
319,home,973.9583333333334,242.9217708423513,92.5,noVIPV,SUMMER
319,work,2412.25,1200.0,300.0,noVIPV,SUMMER
319,public,1939.7083333333333,2365.0,430.0,noVIPV,SUMMER
320,home,13434.791666666666,3185.769139429863,1350.467583919202,noVIPV,SUMMER
320,work,747.6666666666666,389.99999999999994,97.49999999999999,noVIPV,SUMMER
320,public,4480.25,4316.362986584561,784.793270288102,noVIPV,SUMMER
321,home,11849.125,3048.2273424871746,1214.508558925737,noVIPV,SUMMER
321,work,2361.0416666666665,1240.0,310.0,noVIPV,SUMMER
321,public,8812.625,9473.75,1722.5,noVIPV,SUMMER
322,home,19518.375,4661.4042589101755,2003.9968152866243,noVIPV,SUMMER
322,work,379.0,170.0,42.5,noVIPV,SUMMER
322,public,4982.375,5582.5,1015.0,noVIPV,SUMMER
323,home,10340.625,2465.8058768878586,1049.8106000737348,noVIPV,SUMMER
323,work,3414.625,1850.0,462.5,noVIPV,SUMMER
323,public,1606.875,1347.5,245.0,noVIPV,SUMMER
324,home,22845.0,5636.5386720960505,2311.306252863574,noVIPV,SUMMER
324,work,848.5,490.0,122.5,noVIPV,SUMMER
324,public,4583.333333333333,5871.25,1067.5,noVIPV,SUMMER
325,home,21475.0,5336.799528829911,2182.773955569875,noVIPV,SUMMER
325,work,0.0,0.0,0.0,noVIPV,SUMMER
325,public,101.16666666666666,55.0,10.0,noVIPV,SUMMER
326,home,3503.6666666666665,836.6141134144394,335.1789701825824,noVIPV,SUMMER
326,work,0.0,0.0,0.0,noVIPV,SUMMER
326,public,0.0,0.0,0.0,noVIPV,SUMMER
327,home,1153.8333333333333,322.98314718787395,120.0,noVIPV,SUMMER
327,work,0.0,0.0,0.0,noVIPV,SUMMER
327,public,891.6666666666667,1017.5,185.0,noVIPV,SUMMER
328,home,4553.541666666667,1138.3457707876391,470.0,noVIPV,SUMMER
328,work,235.875,120.0,30.0,noVIPV,SUMMER
328,public,1021.9166666666667,1127.5,205.0,noVIPV,SUMMER
329,home,1143.125,293.88318584070794,125.0,noVIPV,SUMMER
329,work,0.0,0.0,0.0,noVIPV,SUMMER
329,public,147.54166666666669,82.5,15.0,noVIPV,SUMMER
330,home,8156.041666666667,1944.382583082597,823.2869996621846,noVIPV,SUMMER
330,work,0.0,0.0,0.0,noVIPV,SUMMER
330,public,0.0,0.0,0.0,noVIPV,SUMMER
331,home,7228.291666666667,1763.372902878439,762.4049803407602,noVIPV,SUMMER
331,work,1591.5,910.0,227.5,noVIPV,SUMMER
331,public,2701.8333333333335,3025.0,550.0,noVIPV,SUMMER
332,home,1991.8333333333333,414.4938526231483,190.0,noVIPV,SUMMER
332,work,0.0,0.0,0.0,noVIPV,SUMMER
332,public,0.0,0.0,0.0,noVIPV,SUMMER
333,home,0.0,0.0,0.0,noVIPV,SUMMER
333,work,0.0,0.0,0.0,noVIPV,SUMMER
333,public,0.0,0.0,0.0,noVIPV,SUMMER
334,home,0.0,0.0,0.0,noVIPV,SUMMER
334,work,506.5416666666667,290.0,72.5,noVIPV,SUMMER
334,public,0.0,0.0,0.0,noVIPV,SUMMER
335,home,0.0,0.0,0.0,noVIPV,SUMMER
335,work,251.75,70.0,17.5,noVIPV,SUMMER
335,public,357.25,233.75000000000003,42.5,noVIPV,SUMMER
336,home,0.0,0.0,0.0,noVIPV,SUMMER
336,work,1260.1666666666667,600.0,150.0,noVIPV,SUMMER
336,public,843.25,742.5,135.0,noVIPV,SUMMER
337,home,17264.166666666668,4047.873877965148,1704.276550973717,noVIPV,SUMMER
337,work,1101.7916666666667,540.0,135.0,noVIPV,SUMMER
337,public,1602.3333333333333,2200.0,400.0,noVIPV,SUMMER
338,home,11194.833333333334,2691.391262954505,1101.0862781235849,noVIPV,SUMMER
338,work,0.0,0.0,0.0,noVIPV,SUMMER
338,public,2768.4166666666665,3231.25,587.5,noVIPV,SUMMER
339,home,11590.541666666666,2848.7716828420457,1137.5,noVIPV,SUMMER
339,work,0.0,0.0,0.0,noVIPV,SUMMER
339,public,444.4583333333333,343.75,62.5,noVIPV,SUMMER
340,home,12560.041666666666,2895.220467373359,1242.5,noVIPV,SUMMER
340,work,767.6666666666666,350.0,87.5,noVIPV,SUMMER
340,public,4630.208333333333,5417.5,985.0,noVIPV,SUMMER
341,home,0.0,0.0,0.0,noVIPV,SUMMER
341,work,2845.0,1590.0,397.5,noVIPV,SUMMER
341,public,1138.5,990.0,180.0,noVIPV,SUMMER
342,home,0.0,0.0,0.0,noVIPV,SUMMER
342,work,1019.5,550.0,137.5,noVIPV,SUMMER
342,public,1911.0833333333333,1952.5,355.0,noVIPV,SUMMER
343,home,0.0,0.0,0.0,noVIPV,SUMMER
343,work,265.1666666666667,140.0,35.0,noVIPV,SUMMER
343,public,45.125,96.25,17.5,noVIPV,SUMMER
344,home,0.0,0.0,0.0,noVIPV,SUMMER
344,work,3085.0416666666665,1430.0,357.5,noVIPV,SUMMER
344,public,0.0,0.0,0.0,noVIPV,SUMMER
345,home,5772.416666666667,1417.205536282382,592.4735039947823,noVIPV,SUMMER
345,work,5016.75,2700.0,675.0,noVIPV,SUMMER
345,public,1332.2916666666667,1443.75,262.5,noVIPV,SUMMER
346,home,2211.25,564.3565079437363,237.50118358279616,noVIPV,SUMMER
346,work,498.875,260.0,65.0,noVIPV,SUMMER
346,public,982.2916666666666,1210.0,220.0,noVIPV,SUMMER
347,home,7154.875,1728.7147604817674,739.0130133513604,noVIPV,SUMMER
347,work,2431.6666666666665,1190.0,297.5,noVIPV,SUMMER
347,public,4820.541666666667,5651.25,1027.5,noVIPV,SUMMER
348,home,12655.791666666666,2863.2294994554054,1237.9450261780105,noVIPV,SUMMER
348,work,252.20833333333334,80.0,20.0,noVIPV,SUMMER
348,public,1645.5,2378.75,432.5,noVIPV,SUMMER
349,home,18141.5,4486.091253512742,1887.7138283329748,noVIPV,SUMMER
349,work,0.0,0.0,0.0,noVIPV,SUMMER
349,public,5518.333333333333,6380.0,1160.0,noVIPV,SUMMER
350,home,12524.625,2944.376932129578,1282.596765346055,noVIPV,SUMMER
350,work,0.0,0.0,0.0,noVIPV,SUMMER
350,public,1310.6666666666667,1498.75,272.5,noVIPV,SUMMER
351,home,8331.916666666666,2220.594937801224,863.7647201651087,noVIPV,SUMMER
351,work,0.0,0.0,0.0,noVIPV,SUMMER
351,public,2150.7083333333335,2695.0,490.0,noVIPV,SUMMER
352,home,8387.958333333334,1975.2465658474143,852.3312507271351,noVIPV,SUMMER
352,work,0.0,0.0,0.0,noVIPV,SUMMER
352,public,6847.791666666667,7947.5,1445.0,noVIPV,SUMMER
353,home,12780.0,3218.345085680123,1269.16421271436,noVIPV,SUMMER
353,work,112.20833333333333,30.0,7.5,noVIPV,SUMMER
353,public,2258.125,2901.25,527.5,noVIPV,SUMMER
354,home,7825.666666666667,1650.8030505817264,793.0332251640976,noVIPV,SUMMER
354,work,0.0,0.0,0.0,noVIPV,SUMMER
354,public,394.4166666666667,398.75,72.5,noVIPV,SUMMER
355,home,11639.583333333334,2754.5324586349448,1155.0493612078978,noVIPV,SUMMER
355,work,0.0,0.0,0.0,noVIPV,SUMMER
355,public,1631.0833333333333,2117.5,385.0,noVIPV,SUMMER
356,home,17992.458333333332,4396.828543958641,1865.8635413035902,noVIPV,SUMMER
356,work,316.2916666666667,120.0,30.0,noVIPV,SUMMER
356,public,1755.75,2021.25,367.5,noVIPV,SUMMER
357,home,2585.6666666666665,624.8795419924804,270.0,noVIPV,SUMMER
357,work,0.0,0.0,0.0,noVIPV,SUMMER
357,public,1180.8333333333333,1333.75,242.5,noVIPV,SUMMER
358,home,924.9166666666666,179.27169241491464,89.63584620745732,noVIPV,SUMMER
358,work,0.0,0.0,0.0,noVIPV,SUMMER
358,public,371.1666666666667,563.75,102.5,noVIPV,SUMMER
359,home,0.0,0.0,0.0,noVIPV,SUMMER
359,work,0.0,0.0,0.0,noVIPV,SUMMER
359,public,0.0,0.0,0.0,noVIPV,SUMMER
360,home,0.0,0.0,0.0,noVIPV,SUMMER
360,work,2563.7916666666665,1230.0,307.5,noVIPV,SUMMER
360,public,515.875,508.75,92.5,noVIPV,SUMMER
361,home,0.0,0.0,0.0,noVIPV,SUMMER
361,work,22780.458333333332,11900.0,2975.0,noVIPV,SUMMER
361,public,2162.4166666666665,2007.5,365.0,noVIPV,SUMMER
362,home,24722.875,6068.811699530331,2504.5272423273505,noVIPV,SUMMER
362,work,0.0,0.0,0.0,noVIPV,SUMMER
362,public,5851.25,6957.5,1265.0,noVIPV,SUMMER
363,home,9312.041666666666,2241.68528546538,931.6808609476618,noVIPV,SUMMER
363,work,142.54166666666666,70.0,17.5,noVIPV,SUMMER
363,public,789.1666666666666,962.5,175.0,noVIPV,SUMMER
364,home,15212.625,3597.1168763608507,1533.896715769368,noVIPV,SUMMER
364,work,604.7916666666666,330.0,82.5,noVIPV,SUMMER
364,public,1875.7083333333333,2145.0,390.0,noVIPV,SUMMER
365,home,7312.208333333333,1831.8766538054572,728.4435261707989,noVIPV,SUMMER
365,work,492.5,190.0,47.5,noVIPV,SUMMER
365,public,5357.0,5995.0,1090.0,noVIPV,SUMMER
366,home,3158.0,814.295197147336,335.5625895843287,noVIPV,SUMMER
366,work,2693.875,1280.0,320.0,noVIPV,SUMMER
366,public,462.875,343.74999999999994,62.5,noVIPV,SUMMER
367,home,6795.458333333333,1699.330146542194,687.5,noVIPV,SUMMER
367,work,0.0,0.0,0.0,noVIPV,SUMMER
367,public,4179.25,4702.5,855.0,noVIPV,SUMMER
368,home,8381.791666666666,2165.3167165179234,864.0555665635269,noVIPV,SUMMER
368,work,0.0,0.0,0.0,noVIPV,SUMMER
368,public,0.0,0.0,0.0,noVIPV,SUMMER
369,home,0.0,0.0,0.0,noVIPV,SUMMER
369,work,982.25,560.0,140.0,noVIPV,SUMMER
369,public,1263.25,1540.0,280.0,noVIPV,SUMMER
370,home,6070.833333333333,1526.1514900602754,617.5,noVIPV,SUMMER
370,work,1182.2916666666667,700.0,175.0,noVIPV,SUMMER
370,public,3589.5,3410.0,620.0,noVIPV,SUMMER
371,home,3432.9166666666665,947.0243613872101,360.0,noVIPV,SUMMER
371,work,910.9583333333334,460.00000000000006,115.00000000000001,noVIPV,SUMMER
371,public,1104.875,1045.0,190.0,noVIPV,SUMMER
372,home,907.125,247.5881656739814,90.0,noVIPV,SUMMER
372,work,338.75,140.00000000000003,35.00000000000001,noVIPV,SUMMER
372,public,219.04166666666669,371.25,67.5,noVIPV,SUMMER
373,home,7946.833333333333,1927.8259978696403,804.4166918771745,noVIPV,SUMMER
373,work,906.4166666666666,460.0,115.0,noVIPV,SUMMER
373,public,1323.25,1663.75,302.5,noVIPV,SUMMER
374,home,2084.0416666666665,553.5056534812788,210.0,noVIPV,SUMMER
374,work,1500.75,810.0,202.5,noVIPV,SUMMER
374,public,2138.75,2131.25,387.5,noVIPV,SUMMER
375,home,4496.708333333333,1064.3309198457853,456.19737235512554,noVIPV,SUMMER
375,work,652.0833333333334,370.0,92.5,noVIPV,SUMMER
375,public,2932.2083333333335,3616.25,657.5,noVIPV,SUMMER
376,home,1150.2916666666667,225.0,112.5,noVIPV,SUMMER
376,work,0.0,0.0,0.0,noVIPV,SUMMER
376,public,729.5,811.25,147.5,noVIPV,SUMMER
377,home,19684.0,4783.735470957444,1963.3398762600054,noVIPV,SUMMER
377,work,825.0416666666666,460.0,115.0,noVIPV,SUMMER
377,public,3400.0416666666665,3478.75,632.5,noVIPV,SUMMER
378,home,19043.625,4511.90521914613,1912.0688870544118,noVIPV,SUMMER
378,work,0.0,0.0,0.0,noVIPV,SUMMER
378,public,3047.2916666666665,3066.25,557.5,noVIPV,SUMMER
379,home,1160.8333333333333,329.05308880308877,122.49999999999999,noVIPV,SUMMER
379,work,0.0,0.0,0.0,noVIPV,SUMMER
379,public,1615.375,1911.25,347.5,noVIPV,SUMMER
380,home,4280.291666666667,980.3348163932841,438.6525974025974,noVIPV,SUMMER
380,work,647.6666666666666,290.0,72.5,noVIPV,SUMMER
380,public,736.2083333333333,673.75,122.5,noVIPV,SUMMER
381,home,9161.458333333334,2305.189858356207,957.5,noVIPV,SUMMER
381,work,1011.5833333333334,560.0,140.0,noVIPV,SUMMER
381,public,3320.5,3712.5,675.0,noVIPV,SUMMER
382,home,13737.375,3456.5891484834447,1411.7462174812235,noVIPV,SUMMER
382,work,124.45833333333333,40.0,10.0,noVIPV,SUMMER
382,public,632.5,756.25,137.5,noVIPV,SUMMER
383,home,8462.958333333334,2155.187067765464,864.3257382004185,noVIPV,SUMMER
383,work,0.0,0.0,0.0,noVIPV,SUMMER
383,public,0.0,0.0,0.0,noVIPV,SUMMER
384,home,0.0,0.0,0.0,noVIPV,SUMMER
384,work,0.0,0.0,0.0,noVIPV,SUMMER
384,public,0.25,0.0,0.0,noVIPV,SUMMER
385,home,2297.4583333333335,506.33978685430793,242.5,noVIPV,SUMMER
385,work,437.875,160.0,40.0,noVIPV,SUMMER
385,public,0.0,0.0,0.0,noVIPV,SUMMER
386,home,0.0,0.0,0.0,noVIPV,SUMMER
386,work,8083.125,4300.0,1075.0,noVIPV,SUMMER
386,public,0.0,0.0,0.0,noVIPV,SUMMER
387,home,0.0,0.0,0.0,noVIPV,SUMMER
387,work,2206.4583333333335,1030.0,257.5,noVIPV,SUMMER
387,public,0.0,0.0,0.0,noVIPV,SUMMER
388,home,11673.541666666666,3045.0950899725317,1209.3192303908043,noVIPV,SUMMER
388,work,314.70833333333337,80.0,20.0,noVIPV,SUMMER
388,public,5446.458333333333,5800.767716535433,1054.6850393700788,noVIPV,SUMMER
389,home,9897.708333333334,2300.030310978692,992.5,noVIPV,SUMMER
389,work,0.0,0.0,0.0,noVIPV,SUMMER
389,public,1284.5,1581.25,287.5,noVIPV,SUMMER
390,home,0.0,0.0,0.0,noVIPV,SUMMER
390,work,0.0,0.0,0.0,noVIPV,SUMMER
390,public,125.45833333333333,220.0,40.0,noVIPV,SUMMER
391,home,1355.6666666666667,276.94872306963623,132.4330942802169,noVIPV,SUMMER
391,work,1702.0416666666667,850.0,212.5,noVIPV,SUMMER
391,public,0.0,0.0,0.0,noVIPV,SUMMER
392,home,7476.958333333333,1820.3532725950556,769.0689613599372,noVIPV,SUMMER
392,work,623.8333333333334,320.0,80.0,noVIPV,SUMMER
392,public,1779.5416666666667,2103.75,382.5,noVIPV,SUMMER
393,home,11582.916666666666,2930.18950630711,1200.0,noVIPV,SUMMER
393,work,0.0,0.0,0.0,noVIPV,SUMMER
393,public,0.0,0.0,0.0,noVIPV,SUMMER
394,home,9387.5,2315.3620486890745,976.5350323203804,noVIPV,SUMMER
394,work,0.0,0.0,0.0,noVIPV,SUMMER
394,public,1928.2083333333335,2090.0,380.0,noVIPV,SUMMER
395,home,0.0,0.0,0.0,noVIPV,SUMMER
395,work,3797.1666666666665,1710.0,427.5,noVIPV,SUMMER
395,public,50.416666666666664,13.749999999999998,2.5,noVIPV,SUMMER
396,home,0.0,0.0,0.0,noVIPV,SUMMER
396,work,0.0,0.0,0.0,noVIPV,SUMMER
396,public,0.0,0.0,0.0,noVIPV,SUMMER
397,home,3977.7916666666665,950.0195841798903,405.0,noVIPV,SUMMER
397,work,567.2083333333334,300.0,75.0,noVIPV,SUMMER
397,public,1268.5833333333333,1732.5,315.0,noVIPV,SUMMER
398,home,2319.5416666666665,595.4982129129314,229.99999999999997,noVIPV,SUMMER
398,work,290.4166666666667,160.0,40.0,noVIPV,SUMMER
398,public,0.0,0.0,0.0,noVIPV,SUMMER
399,home,24293.458333333332,5673.570744839445,2455.292706947021,noVIPV,SUMMER
399,work,932.4583333333334,500.0,125.0,noVIPV,SUMMER
399,public,2280.6666666666665,2117.5,385.0,noVIPV,SUMMER
400,home,8927.541666666666,2135.4097763489494,895.0,noVIPV,SUMMER
400,work,426.625,200.0,50.0,noVIPV,SUMMER
400,public,296.04166666666663,206.25,37.5,noVIPV,SUMMER
401,home,15576.708333333334,3986.2172229152256,1592.5,noVIPV,SUMMER
401,work,555.2083333333334,290.0,72.5,noVIPV,SUMMER
401,public,2614.7083333333335,3011.25,547.5,noVIPV,SUMMER
402,home,3064.1666666666665,726.0674018447783,304.60296222540296,noVIPV,SUMMER
402,work,204.70833333333334,40.0,10.0,noVIPV,SUMMER
402,public,1945.8333333333333,2213.75,402.5,noVIPV,SUMMER
403,home,16004.291666666666,3770.6258637901597,1612.1785809203875,noVIPV,SUMMER
403,work,3901.6666666666665,1990.0,497.5,noVIPV,SUMMER
403,public,1523.4166666666667,1581.25,287.5,noVIPV,SUMMER
404,home,2120.625,467.0178959827567,202.1770251396648,noVIPV,SUMMER
404,work,620.5416666666666,290.0,72.5,noVIPV,SUMMER
404,public,488.75,247.50000000000003,45.00000000000001,noVIPV,SUMMER
405,home,4927.875,1115.2266495710155,494.53655094805384,noVIPV,SUMMER
405,work,0.0,0.0,0.0,noVIPV,SUMMER
405,public,1042.375,1196.25,217.5,noVIPV,SUMMER
406,home,1368.8333333333333,331.0642152128554,137.5,noVIPV,SUMMER
406,work,0.0,0.0,0.0,noVIPV,SUMMER
406,public,697.25,838.75,152.5,noVIPV,SUMMER
407,home,0.0,0.0,0.0,noVIPV,SUMMER
407,work,0.0,0.0,0.0,noVIPV,SUMMER
407,public,259.75,316.24999999999994,57.5,noVIPV,SUMMER
408,home,9116.083333333334,2197.315190169908,887.8015301530153,noVIPV,SUMMER
408,work,285.1666666666667,150.0,37.5,noVIPV,SUMMER
408,public,901.3333333333334,1114.2143844028249,202.58443352778633,noVIPV,SUMMER
409,home,8797.208333333334,2120.2166437296223,940.0,noVIPV,SUMMER
409,work,0.0,0.0,0.0,noVIPV,SUMMER
409,public,1498.125,1886.7464850615115,343.04481546572936,noVIPV,SUMMER
410,home,0.0,0.0,0.0,noVIPV,SUMMER
410,work,0.0,0.0,0.0,noVIPV,SUMMER
410,public,0.0,0.0,0.0,noVIPV,SUMMER
411,home,3756.4583333333335,996.9858137263559,395.0,noVIPV,SUMMER
411,work,0.0,0.0,0.0,noVIPV,SUMMER
411,public,1044.75,1333.75,242.5,noVIPV,SUMMER
412,home,2290.4583333333335,486.810989543204,210.0,noVIPV,SUMMER
412,work,0.0,0.0,0.0,noVIPV,SUMMER
412,public,803.0,990.0,180.0,noVIPV,SUMMER
413,home,0.0,0.0,0.0,noVIPV,SUMMER
413,work,0.0,0.0,0.0,noVIPV,SUMMER
413,public,191.95833333333331,247.5,45.0,noVIPV,SUMMER
414,home,2802.375,667.3721981268505,272.5,noVIPV,SUMMER
414,work,0.0,0.0,0.0,noVIPV,SUMMER
414,public,756.875,907.5,165.0,noVIPV,SUMMER
415,home,5419.625,1174.1842065051299,547.5,noVIPV,SUMMER
415,work,0.0,0.0,0.0,noVIPV,SUMMER
415,public,1875.875,2255.0,410.0,noVIPV,SUMMER
416,home,7219.041666666667,1758.8969088391466,705.0,noVIPV,SUMMER
416,work,0.0,0.0,0.0,noVIPV,SUMMER
416,public,103.625,27.5,5.0,noVIPV,SUMMER
