Comparison,Annual_noVIPV_cost_MSEK,Annual_VIPV_cost_MSEK,Annual_cost_saving_MSEK,Annual_cost_reduction_pct,Annual_cost_saving_SEK_per_VIPV_EV,Annual_noVIPV_chargingTime_million_h,Annual_VIPV_chargingTime_million_h,Annual_chargingTime_saving_million_h,Annual_chargingTime_reduction_pct,Annual_energy_reduction_pct,Largest_halfhour_cost_saving_hour,Largest_halfhour_cost_saving_SEK_day,Largest_halfhour_time_saving_hour,Largest_halfhour_time_saving_vehicle_h_day
VIPV50_Wp700 vs noVIPV,754.4802927712425,696.7197331241346,57.76055964710796,7.655675065408355,1090.4391098189155,29.570852977083334,27.196776528472224,2.3740764486111123,8.028434115346494,7.599527840671272,8.5,6241.411892177755,18.5,247.75210045662146
