TimeIndex,chargerAccessType,Hour,chargingTime_min,chargingCost_SEK,energy_kWh,Scenario,Season
4,work,1.5,0.0,0.0,0.0,noVIPV,WINTER
4,public,1.5,4159.416666666667,5290.229264641559,961.8598662984654,noVIPV,WINTER
5,home,2.0,77999.79166666667,16396.679519878355,8198.339759939177,noVIPV,WINTER
5,work,2.0,0.0,0.0,0.0,noVIPV,WINTER
5,public,2.0,2675.0833333333335,3423.5224688272015,622.4586306958548,noVIPV,WINTER
6,home,2.5,61693.75,13062.119829787227,6531.059914893613,noVIPV,WINTER
6,work,2.5,0.0,0.0,0.0,noVIPV,WINTER
6,public,2.5,1322.25,1709.4977865044739,310.81777936444985,noVIPV,WINTER
7,home,3.0,46690.458333333336,9945.407589903929,4972.7037949519645,noVIPV,WINTER
7,work,3.0,0.0,0.0,0.0,noVIPV,WINTER
7,public,3.0,650.7916666666666,869.1366856798685,158.02485194179428,noVIPV,WINTER
8,home,3.5,33605.916666666664,7207.58632664367,3603.7931633218345,noVIPV,WINTER
8,work,3.5,0.0,0.0,0.0,noVIPV,WINTER
8,public,3.5,158.95833333333331,204.12642014869465,37.11389457248993,noVIPV,WINTER
9,home,4.0,21723.583333333332,4688.2683195106265,2344.1341597553132,noVIPV,WINTER
9,work,4.0,76.41666666666667,36.70530812014585,9.176327030036463,noVIPV,WINTER
9,public,4.0,111.62499999999999,92.130006534404,16.750910278982545,noVIPV,WINTER
10,home,4.5,11756.708333333334,2553.9580369462265,1276.9790184731132,noVIPV,WINTER
10,work,4.5,626.9583333333334,274.4637912772138,68.61594781930344,noVIPV,WINTER
10,public,4.5,473.375,459.8887811491496,83.61614202711812,noVIPV,WINTER
11,home,5.0,4597.916666666667,998.9324061614195,499.4662030807097,noVIPV,WINTER
11,work,5.0,1934.3333333333333,793.5262281532885,198.38155703832211,noVIPV,WINTER
11,public,5.0,897.4583333333334,744.1996206473766,135.30902193588668,noVIPV,WINTER
12,home,5.5,1063.0416666666667,220.9185815994384,110.4592907997192,noVIPV,WINTER
12,work,5.5,5434.208333333333,2428.4026317476028,607.1006579369007,noVIPV,WINTER
12,public,5.5,1787.125,1410.3872428009126,256.4340441456205,noVIPV,WINTER
13,home,6.0,421.5416666666667,105.38558766059782,42.154235064239124,noVIPV,WINTER
13,work,6.0,9037.0,4180.371820396053,1045.0929550990134,noVIPV,WINTER
13,public,6.0,3239.5,3072.2133138559107,558.5842388828928,noVIPV,WINTER
14,home,6.5,589.9166666666666,160.7521600993232,64.30086403972928,noVIPV,WINTER
14,work,6.5,17985.708333333332,8131.59020984315,2032.8975524607874,noVIPV,WINTER
14,public,6.5,7440.166666666667,6350.777317404291,1154.6867849825983,noVIPV,WINTER
15,home,7.0,1002.0416666666666,260.6292153749687,104.25168614998748,noVIPV,WINTER
15,work,7.0,29646.875,13768.262133159185,3442.0655332897963,noVIPV,WINTER
15,public,7.0,13513.5,11662.620214908042,2120.476402710553,noVIPV,WINTER
16,home,7.5,1574.6666666666667,418.05025007386575,167.2201000295463,noVIPV,WINTER
16,work,7.5,51793.0,23949.94700587757,5987.486751469392,noVIPV,WINTER
16,public,7.5,24590.666666666668,22261.82162238206,4047.6039313421925,noVIPV,WINTER
17,home,8.0,2149.5416666666665,810.6139899177124,231.60399711934642,noVIPV,WINTER
17,work,8.0,60987.291666666664,29243.763842983022,7310.940960745756,noVIPV,WINTER
17,public,8.0,33059.333333333336,31140.971117458383,5661.994748628797,noVIPV,WINTER
18,home,8.5,3455.9583333333335,1189.8825553527809,339.96644438650884,noVIPV,WINTER
18,work,8.5,53130.625,27288.045135253848,6822.011283813462,noVIPV,WINTER
18,public,8.5,33765.208333333336,33999.91060343627,6181.801927897504,noVIPV,WINTER
19,home,9.0,6071.5,2135.7391745481764,610.2111927280505,noVIPV,WINTER
19,work,9.0,41737.708333333336,22723.565998869533,5680.891499717383,noVIPV,WINTER
19,public,9.0,29402.5,31017.84346375091,5639.607902500165,noVIPV,WINTER
20,home,9.5,9446.916666666666,3387.9012967799126,967.9717990799751,noVIPV,WINTER
20,work,9.5,30920.375,17410.864566242966,4352.716141560742,noVIPV,WINTER
20,public,9.5,23934.833333333332,25926.29434311366,4713.871698747938,noVIPV,WINTER
21,home,10.0,13936.083333333334,5019.721856071332,1434.206244591809,noVIPV,WINTER
21,work,10.0,22278.333333333332,12766.594170279206,3191.6485425698015,noVIPV,WINTER
21,public,10.0,24355.458333333332,26043.14759039003,4735.117743707278,noVIPV,WINTER
22,home,10.5,17853.25,6393.281950400981,1826.651985828852,noVIPV,WINTER
22,work,10.5,16589.666666666668,9366.705470382587,2341.6763675956468,noVIPV,WINTER
22,public,10.5,26633.375,28649.32792240495,5208.968713164536,noVIPV,WINTER
23,home,11.0,24212.166666666668,8605.06126246275,2458.5889321322143,noVIPV,WINTER
23,work,11.0,12802.708333333334,7044.143757084239,1761.0359392710598,noVIPV,WINTER
23,public,11.0,29171.666666666668,32034.790072792704,5824.507285962311,noVIPV,WINTER
24,home,11.5,31292.208333333332,11269.148754899647,3219.7567871141846,noVIPV,WINTER
24,work,11.5,9965.541666666666,5287.264296263486,1321.8160740658716,noVIPV,WINTER
24,public,11.5,29064.5,32831.65547269224,5969.391904125862,noVIPV,WINTER
25,home,12.0,39896.666666666664,10212.37907201804,4084.9516288072164,noVIPV,WINTER
25,work,12.0,9021.0,4799.970371985086,1199.9925929962715,noVIPV,WINTER
25,public,12.0,31494.708333333332,36546.84314497815,6644.880571814209,noVIPV,WINTER
26,home,12.5,46562.208333333336,11901.67949069433,4760.671796277732,noVIPV,WINTER
26,work,12.5,10191.166666666666,5294.44818359195,1323.6120458979874,noVIPV,WINTER
26,public,12.5,33693.5,39259.080373866775,7138.014613430322,noVIPV,WINTER
27,home,13.0,49338.541666666664,12624.649746905792,5049.859898762317,noVIPV,WINTER
27,work,13.0,11211.583333333334,5669.919872144511,1417.4799680361277,noVIPV,WINTER
27,public,13.0,34470.458333333336,40015.66747863425,7275.575905206227,noVIPV,WINTER
28,home,13.5,55609.333333333336,14119.719831035836,5647.8879324143345,noVIPV,WINTER
28,work,13.5,10745.458333333334,5656.02631704233,1414.0065792605826,noVIPV,WINTER
28,public,13.5,32943.833333333336,37378.67615351312,6796.122937002386,noVIPV,WINTER
29,home,14.0,64108.458333333336,16203.476665738031,6481.390666295213,noVIPV,WINTER
29,work,14.0,8924.0,4825.862666292651,1206.4656665731627,noVIPV,WINTER
29,public,14.0,29978.75,34282.539020965014,6233.18891290273,noVIPV,WINTER
30,home,14.5,69937.875,17571.75308708949,7028.701234835797,noVIPV,WINTER
30,work,14.5,7617.791666666667,4211.522233855616,1052.880558463904,noVIPV,WINTER
30,public,14.5,31062.291666666668,36594.14646051962,6653.481174639932,noVIPV,WINTER
31,home,15.0,82072.75,20575.10901957937,8230.043607831747,noVIPV,WINTER
31,work,15.0,5901.5,3378.4149967588314,844.6037491897079,noVIPV,WINTER
31,public,15.0,30211.375,36151.55330920561,6573.0096925828375,noVIPV,WINTER
32,home,15.5,93837.16666666667,23520.423455422766,9408.169382169106,noVIPV,WINTER
32,work,15.5,4306.166666666667,2460.7709641108086,615.1927410277021,noVIPV,WINTER
32,public,15.5,28497.791666666668,33736.30103800642,6133.872916001168,noVIPV,WINTER
33,home,16.0,109630.375,32784.45894574572,10928.15298191524,noVIPV,WINTER
33,work,16.0,3272.875,1847.6082233719237,461.90205584298093,noVIPV,WINTER
33,public,16.0,29069.166666666668,33672.204081613265,6122.218923929684,noVIPV,WINTER
34,home,16.5,127343.58333333333,37997.344530816896,12665.7815102723,noVIPV,WINTER
34,work,16.5,2601.0833333333335,1472.882734119923,368.22068352998076,noVIPV,WINTER
34,public,16.5,31690.333333333332,36958.37568431891,6719.704669876166,noVIPV,WINTER
35,home,17.0,144650.83333333334,43238.10514293768,14412.701714312561,noVIPV,WINTER
35,work,17.0,2236.75,1358.8899595761877,339.72248989404693,noVIPV,WINTER
35,public,17.0,31362.708333333332,37049.11975041007,6736.2035909836495,noVIPV,WINTER
36,home,17.5,155816.25,46773.42948078803,15591.143160262678,noVIPV,WINTER
36,work,17.5,1448.875,880.1006034575599,220.02515086438999,noVIPV,WINTER
36,public,17.5,29965.541666666668,35335.20694403847,6424.583080734267,noVIPV,WINTER
37,home,18.0,162548.91666666666,48979.91652247557,16326.638840825191,noVIPV,WINTER
37,work,18.0,949.7083333333334,590.0259387559835,147.50648468899587,noVIPV,WINTER
37,public,18.0,29064.791666666668,34056.335101936325,6192.060927624786,noVIPV,WINTER
38,home,18.5,163360.16666666666,49520.41275445185,16506.80425148395,noVIPV,WINTER
38,work,18.5,730.7916666666666,442.0401332268762,110.51003330671905,noVIPV,WINTER
38,public,18.5,25324.875,30157.962179831444,5483.265850878444,noVIPV,WINTER
39,home,19.0,154984.08333333334,47241.34707417242,15747.115691390807,noVIPV,WINTER
39,work,19.0,578.4583333333334,339.9970832463188,84.9992708115797,noVIPV,WINTER
39,public,19.0,20623.166666666668,25348.83256979854,4608.87864905428,noVIPV,WINTER
40,home,19.5,145663.66666666666,44610.44813867185,14870.149379557284,noVIPV,WINTER
40,work,19.5,476.25,306.5461118798964,76.6365279699741,noVIPV,WINTER
40,public,19.5,17632.166666666668,21404.471430232436,3891.7220782240793,noVIPV,WINTER
41,home,20.0,136234.95833333334,27921.55578227304,13960.77789113652,noVIPV,WINTER
41,work,20.0,375.625,250.7926776377879,62.698169409446976,noVIPV,WINTER
41,public,20.0,15112.333333333334,18268.045728062047,3321.462859647645,noVIPV,WINTER
42,home,20.5,123572.95833333333,25364.463742725595,12682.231871362796,noVIPV,WINTER
42,work,20.5,164.125,107.87334392995768,26.96833598248942,noVIPV,WINTER
42,public,20.5,11044.083333333334,13378.816001822164,2432.5120003313023,noVIPV,WINTER
43,home,21.0,109147.70833333333,22481.35806005153,11240.679030025763,noVIPV,WINTER
43,work,21.0,18.833333333333332,12.0912190827037,3.022804770675925,noVIPV,WINTER
43,public,21.0,9240.541666666666,11263.700119604327,2047.945476291696,noVIPV,WINTER
44,home,21.5,94621.58333333333,19587.744228125117,9793.872114062558,noVIPV,WINTER
44,work,21.5,62.375,15.116122517670817,3.7790306294177043,noVIPV,WINTER
44,public,21.5,7233.833333333333,8685.076512744046,1579.1048204989177,noVIPV,WINTER
45,home,22.0,101009.95833333333,20711.262965522983,10355.631482761491,noVIPV,WINTER
45,work,22.0,61.416666666666664,14.883877482329183,3.7209693705822957,noVIPV,WINTER
45,public,22.0,8048.833333333333,9491.53122798048,1725.7329505419057,noVIPV,WINTER
46,home,22.5,126239.04166666667,25434.221101584644,12717.110550792322,noVIPV,WINTER
46,work,22.5,0.0,0.0,0.0,noVIPV,WINTER
46,public,22.5,13358.625,15261.03001064696,2774.7327292085383,noVIPV,WINTER
47,home,23.0,146753.70833333334,29490.94976745929,14745.474883729645,noVIPV,WINTER
47,work,23.0,0.0,0.0,0.0,noVIPV,WINTER
47,public,23.0,19477.791666666668,22125.15295797116,4022.7550832674833,noVIPV,WINTER
48,home,23.5,160301.04166666666,32223.85106438007,16111.925532190033,noVIPV,WINTER
48,work,23.5,0.0,0.0,0.0,noVIPV,WINTER
48,public,23.5,21910.416666666668,25188.760391617296,4579.77461665769,noVIPV,WINTER
1,home,0.0,72375.0,9239.525383747936,7391.6203069983485,VIPV50_Wp700,SPRING
1,work,0.0,0.0,0.0,0.0,VIPV50_Wp700,SPRING
1,public,0.0,7523.875,8763.337354215655,1593.3340644028463,VIPV50_Wp700,SPRING
2,home,0.5,112786.20833333333,14055.756221731443,11244.604977385156,VIPV50_Wp700,SPRING
2,work,0.5,0.0,0.0,0.0,VIPV50_Wp700,SPRING
2,public,0.5,17897.75,20220.178142109235,3676.3960258380425,VIPV50_Wp700,SPRING
3,home,1.0,126446.41666666667,15783.245289174749,12626.5962313398,VIPV50_Wp700,SPRING
3,work,1.0,0.0,0.0,0.0,VIPV50_Wp700,SPRING
3,public,1.0,20852.166666666668,24149.13152400134,4390.751186182061,VIPV50_Wp700,SPRING
4,home,1.5,121986.25,15406.384553070668,12325.107642456534,VIPV50_Wp700,SPRING
4,work,1.5,0.0,0.0,0.0,VIPV50_Wp700,SPRING
4,public,1.5,17356.458333333332,20921.01383013061,3803.8206963873836,VIPV50_Wp700,SPRING
5,home,2.0,112340.08333333333,14352.766774797743,11482.213419838194,VIPV50_Wp700,SPRING
5,work,2.0,0.0,0.0,0.0,VIPV50_Wp700,SPRING
5,public,2.0,10222.291666666666,12849.542534934377,2336.2804608971596,VIPV50_Wp700,SPRING
6,home,2.5,98650.54166666667,12760.19092761793,10208.152742094346,VIPV50_Wp700,SPRING
6,work,2.5,0.0,0.0,0.0,VIPV50_Wp700,SPRING
6,public,2.5,4653.583333333333,6024.071980268918,1095.2858145943487,VIPV50_Wp700,SPRING
7,home,3.0,82748.875,10821.527587122908,8657.222069698326,VIPV50_Wp700,SPRING
7,work,3.0,0.0,0.0,0.0,VIPV50_Wp700,SPRING
7,public,3.0,1634.6666666666667,2073.528090152503,377.0051073004551,VIPV50_Wp700,SPRING
8,home,3.5,65149.833333333336,8604.98512462805,6883.988099702441,VIPV50_Wp700,SPRING
8,work,3.5,0.0,0.0,0.0,VIPV50_Wp700,SPRING
8,public,3.5,534.5,652.5027108482127,118.63685651785686,VIPV50_Wp700,SPRING
9,home,4.0,47687.166666666664,6364.869154806122,5091.895323844898,VIPV50_Wp700,SPRING
9,work,4.0,8.416666666666666,2.18231597599488,0.54557899399872,VIPV50_Wp700,SPRING
9,public,4.0,107.45833333333333,158.03201207618395,28.73309310476072,VIPV50_Wp700,SPRING
10,home,4.5,31710.791666666668,4274.646751625771,3419.717401300616,VIPV50_Wp700,SPRING
10,work,4.5,428.2916666666667,184.6992517712866,46.17481294282165,VIPV50_Wp700,SPRING
10,public,4.5,266.2083333333333,236.54214244323464,43.00766226240629,VIPV50_Wp700,SPRING
11,home,5.0,17393.166666666668,2357.910264525195,1886.3282116201563,VIPV50_Wp700,SPRING
11,work,5.0,1557.75,691.4385126432591,172.85962816081476,VIPV50_Wp700,SPRING
11,public,5.0,1150.9166666666667,846.6703084904863,153.94005608917934,VIPV50_Wp700,SPRING
12,home,5.5,3083.75,412.41487159185505,329.931897273484,VIPV50_Wp700,SPRING
12,work,5.5,3743.7916666666665,1694.7982575000276,423.6995643750069,VIPV50_Wp700,SPRING
12,public,5.5,2488.5833333333335,2279.7671613639773,414.5031202479959,VIPV50_Wp700,SPRING
13,home,6.0,952.3333333333333,230.39160846081435,92.15664338432573,VIPV50_Wp700,SPRING
13,work,6.0,7196.958333333333,3359.2934645348278,839.8233661337069,VIPV50_Wp700,SPRING
13,public,6.0,4405.041666666667,4238.254872301538,770.591794963916,VIPV50_Wp700,SPRING
14,home,6.5,914.4583333333333,210.0700845756978,84.02803383027911,VIPV50_Wp700,SPRING
14,work,6.5,16260.208333333334,7563.898505564561,1890.9746263911402,VIPV50_Wp700,SPRING
14,public,6.5,8614.458333333334,7783.767112559356,1415.2303841017012,VIPV50_Wp700,SPRING
15,home,7.0,813.7916666666667,297.92954351961913,79.44787827189843,VIPV50_Wp700,SPRING
15,work,7.0,26888.583333333332,12711.412988390184,3177.853247097546,VIPV50_Wp700,SPRING
15,public,7.0,14384.291666666666,14186.711626200015,2579.402113854548,VIPV50_Wp700,SPRING
16,home,7.5,1125.9166666666667,443.52750850656406,118.27400226841709,VIPV50_Wp700,SPRING
16,work,7.5,44686.041666666664,21626.299401023225,5406.574850255806,VIPV50_Wp700,SPRING
16,public,7.5,23771.625,23288.882444698876,4234.342262672523,VIPV50_Wp700,SPRING
17,home,8.0,1731.75,730.6694799949099,182.66736999872748,VIPV50_Wp700,SPRING
17,work,8.0,54872.166666666664,27242.03460706081,6810.508651765203,VIPV50_Wp700,SPRING
17,public,8.0,28515.458333333332,28103.23916758496,5109.679848651811,VIPV50_Wp700,SPRING
18,home,8.5,2428.8333333333335,997.6627866043508,249.4156966510877,VIPV50_Wp700,SPRING
18,work,8.5,49095.5,25840.428020178264,6460.107005044566,VIPV50_Wp700,SPRING
18,public,8.5,26953.791666666668,27434.432838039855,4988.078697825428,VIPV50_Wp700,SPRING
19,home,9.0,4129.125,1660.7773137245103,415.1943284311276,VIPV50_Wp700,SPRING
19,work,9.0,40295.208333333336,22128.078851896036,5532.019712974009,VIPV50_Wp700,SPRING
19,public,9.0,24479.625,25689.488148973953,4670.816027086173,VIPV50_Wp700,SPRING
20,home,9.5,7482.375,3137.959116992948,784.489779248237,VIPV50_Wp700,SPRING
20,work,9.5,30830.708333333332,17100.257231713105,4275.064307928276,VIPV50_Wp700,SPRING
20,public,9.5,21888.0,23402.624452531523,4255.022627733004,VIPV50_Wp700,SPRING
21,home,10.0,13211.458333333334,3453.0404527562223,1381.216181102489,VIPV50_Wp700,SPRING
21,work,10.0,22369.708333333332,12541.300244512946,3135.3250611282365,VIPV50_Wp700,SPRING
21,public,10.0,20692.416666666668,22910.77968972873,4165.596307223405,VIPV50_Wp700,SPRING
22,home,10.5,17683.791666666668,4576.370747601455,1830.548299040582,VIPV50_Wp700,SPRING
22,work,10.5,15200.333333333334,8651.092821697684,2162.773205424421,VIPV50_Wp700,SPRING
22,public,10.5,22573.208333333332,24892.240824894314,4525.861968162602,VIPV50_Wp700,SPRING
23,home,11.0,24324.958333333332,6321.86053689031,2528.744214756124,VIPV50_Wp700,SPRING
23,work,11.0,11576.333333333334,6420.936830319501,1605.2342075798751,VIPV50_Wp700,SPRING
23,public,11.0,25090.583333333332,28671.568546254468,5213.0124629553575,VIPV50_Wp700,SPRING
24,home,11.5,33135.583333333336,8711.104525666211,3484.441810266484,VIPV50_Wp700,SPRING
24,work,11.5,8935.583333333334,4831.506093611659,1207.8765234029147,VIPV50_Wp700,SPRING
24,public,11.5,27983.291666666668,32759.266947647135,5956.230354117662,VIPV50_Wp700,SPRING
25,home,12.0,40898.125,7506.508140454679,4289.433223116959,VIPV50_Wp700,SPRING
25,work,12.0,8053.125,4312.687309115955,1078.1718272789888,VIPV50_Wp700,SPRING
25,public,12.0,28581.791666666668,33853.93328361344,6155.260597020625,VIPV50_Wp700,SPRING
26,home,12.5,46130.458333333336,8405.747448740673,4803.284256423242,VIPV50_Wp700,SPRING
26,work,12.5,7862.75,4312.494202681459,1078.1235506703647,VIPV50_Wp700,SPRING
26,public,12.5,27550.333333333332,32746.825549022044,5953.968281640371,VIPV50_Wp700,SPRING
27,home,13.0,48487.375,8840.585023366755,5051.7628704952895,VIPV50_Wp700,SPRING
27,work,13.0,8806.666666666666,4890.827917299325,1222.7069793248313,VIPV50_Wp700,SPRING
27,public,13.0,28758.583333333332,33512.32187312543,6093.149431477351,VIPV50_Wp700,SPRING
28,home,13.5,55134.125,9985.414336204389,5705.951049259651,VIPV50_Wp700,SPRING
28,work,13.5,9094.125,5055.924444142188,1263.981111035547,VIPV50_Wp700,SPRING
28,public,13.5,28619.833333333332,33505.735129669425,6091.951841758077,VIPV50_Wp700,SPRING
29,home,14.0,64891.708333333336,11602.562701958463,6630.035829690551,VIPV50_Wp700,SPRING
29,work,14.0,8692.166666666666,4816.75814999792,1204.18953749948,VIPV50_Wp700,SPRING
29,public,14.0,28650.333333333332,33463.217714256934,6084.22140259217,VIPV50_Wp700,SPRING
30,home,14.5,72330.33333333333,12882.04146021681,7361.166548695321,VIPV50_Wp700,SPRING
30,work,14.5,7716.333333333333,4325.341464382918,1081.3353660957296,VIPV50_Wp700,SPRING
30,public,14.5,28669.75,34016.07910740791,6184.741655892347,VIPV50_Wp700,SPRING
31,home,15.0,80837.58333333333,14388.824166206194,8222.185237832111,VIPV50_Wp700,SPRING
31,work,15.0,5666.791666666667,3267.3965576809896,816.8491394202474,VIPV50_Wp700,SPRING
31,public,15.0,27211.125,33227.24267698473,6041.3168503608595,VIPV50_Wp700,SPRING
32,home,15.5,90490.83333333333,16019.03051733188,9153.731724189647,VIPV50_Wp700,SPRING
32,work,15.5,3892.75,2327.8663674833942,581.9665918708486,VIPV50_Wp700,SPRING
32,public,15.5,25421.25,29599.57745874613,5381.74135613566,VIPV50_Wp700,SPRING
33,home,16.0,103975.91666666667,25805.04147826719,10322.016591306876,VIPV50_Wp700,SPRING
33,work,16.0,2727.625,1618.3081314731724,404.5770328682931,VIPV50_Wp700,SPRING
33,public,16.0,28311.125,32042.320115080413,5825.876384560075,VIPV50_Wp700,SPRING
34,home,16.5,115288.25,28580.24435841665,11432.09774336666,VIPV50_Wp700,SPRING
34,work,16.5,2153.625,1238.6235583128998,309.65588957822496,VIPV50_Wp700,SPRING
34,public,16.5,29031.916666666668,33009.60037973705,6001.7455235885545,VIPV50_Wp700,SPRING
35,home,17.0,125177.75,43370.43440232905,12391.55268637973,VIPV50_Wp700,SPRING
35,work,17.0,1815.5833333333333,1043.2358456396666,260.80896140991666,VIPV50_Wp700,SPRING
35,public,17.0,28402.666666666668,32841.29621059145,5971.144765562081,VIPV50_Wp700,SPRING
36,home,17.5,130204.04166666667,45410.21809904479,12974.348028298511,VIPV50_Wp700,SPRING
36,work,17.5,1063.25,615.3063567815643,153.82658919539108,VIPV50_Wp700,SPRING
36,public,17.5,25758.083333333332,29895.51213931837,5435.547661694249,VIPV50_Wp700,SPRING
37,home,18.0,132995.25,46697.71971485429,13342.205632815512,VIPV50_Wp700,SPRING
37,work,18.0,893.3333333333334,516.1577820827978,129.03944552069945,VIPV50_Wp700,SPRING
37,public,18.0,23794.666666666668,27755.135298491532,5046.3882360893695,VIPV50_Wp700,SPRING
38,home,18.5,129564.375,45649.23419961377,13042.638342746792,VIPV50_Wp700,SPRING
38,work,18.5,894.5416666666666,475.26064510865615,118.81516127716404,VIPV50_Wp700,SPRING
38,public,18.5,19932.958333333332,23456.72697732902,4264.859450423458,VIPV50_Wp700,SPRING
39,home,19.0,120364.91666666667,42670.98461809849,12191.709890885282,VIPV50_Wp700,SPRING
39,work,19.0,746.7916666666666,419.8170214515824,104.9542553628956,VIPV50_Wp700,SPRING
39,public,19.0,16394.166666666668,19481.300441622123,3542.054625749477,VIPV50_Wp700,SPRING
40,home,19.5,110849.375,39438.88613090041,11268.253180257261,VIPV50_Wp700,SPRING
40,work,19.5,635.4583333333333,362.7467835424866,90.68669588562165,VIPV50_Wp700,SPRING
40,public,19.5,12806.708333333334,15263.045450204925,2775.099172764532,VIPV50_Wp700,SPRING
41,home,20.0,103069.08333333333,36783.487003425595,10509.567715264457,VIPV50_Wp700,SPRING
41,work,20.0,411.2916666666667,285.268643104737,71.31716077618425,VIPV50_Wp700,SPRING
41,public,20.0,11109.5,13145.71488535552,2390.1299791555493,VIPV50_Wp700,SPRING
42,home,20.5,93347.29166666667,33554.03152903709,9586.866151153456,VIPV50_Wp700,SPRING
42,work,20.5,308.7083333333333,220.5592197360716,55.1398049340179,VIPV50_Wp700,SPRING
42,public,20.5,8595.791666666666,10015.921387790933,1821.0766159619877,VIPV50_Wp700,SPRING
43,home,21.0,82522.45833333333,29799.06113239263,8514.017466397894,VIPV50_Wp700,SPRING
43,work,21.0,156.58333333333331,109.03475018023869,27.258687545059672,VIPV50_Wp700,SPRING
43,public,21.0,6404.75,7871.982306093501,1431.2695101988186,VIPV50_Wp700,SPRING
44,home,21.5,72719.75,26360.543249344028,7531.5837855268655,VIPV50_Wp700,SPRING
44,work,21.5,158.45833333333331,81.84357392627531,20.460893481568828,VIPV50_Wp700,SPRING
44,public,21.5,5035.208333333333,6411.390408991846,1165.7073470894265,VIPV50_Wp700,SPRING
45,home,22.0,66119.5,13737.828368107,6868.9141840535,VIPV50_Wp700,SPRING
45,work,22.0,61.416666666666664,14.883877482329183,3.7209693705822957,VIPV50_Wp700,SPRING
45,public,22.0,4086.6666666666665,5270.291232827752,958.2347696050457,VIPV50_Wp700,SPRING
46,home,22.5,59920.125,12483.304708326752,6241.652354163376,VIPV50_Wp700,SPRING
46,work,22.5,0.0,0.0,0.0,VIPV50_Wp700,SPRING
46,public,22.5,3525.0416666666665,4707.4629711070465,855.9023583830993,VIPV50_Wp700,SPRING
47,home,23.0,53007.166666666664,11137.742585818964,5568.871292909481,VIPV50_Wp700,SPRING
47,work,23.0,0.0,0.0,0.0,VIPV50_Wp700,SPRING
47,public,23.0,3036.125,4016.1049353431094,730.2008973351108,VIPV50_Wp700,SPRING
48,home,23.5,48698.25,10328.531903615756,5164.265951807878,VIPV50_Wp700,SPRING
48,work,23.5,0.0,0.0,0.0,VIPV50_Wp700,SPRING
48,public,23.5,2364.8333333333335,2999.5792706607435,545.3780492110443,VIPV50_Wp700,SPRING
1,home,0.0,115451.41666666667,23400.010707360645,11700.00535368032,VIPV50_Wp700,SUMMER
1,work,0.0,0.0,0.0,0.0,VIPV50_Wp700,SUMMER
1,public,0.0,12603.708333333334,14957.044793206534,2719.4626896739155,VIPV50_Wp700,SUMMER
2,home,0.5,107110.83333333333,21887.1369706016,10943.5684853008,VIPV50_Wp700,SUMMER
2,work,0.5,0.0,0.0,0.0,VIPV50_Wp700,SUMMER
2,public,0.5,9865.0,12101.826788294318,2200.33214332624,VIPV50_Wp700,SUMMER
3,home,1.0,97572.625,20019.573846477102,10009.786923238551,VIPV50_Wp700,SUMMER
3,work,1.0,0.0,0.0,0.0,VIPV50_Wp700,SUMMER
3,public,1.0,7089.25,8840.028888878443,1607.2779797960807,VIPV50_Wp700,SUMMER
4,home,1.5,83373.58333333333,17284.966486980138,8642.483243490067,VIPV50_Wp700,SUMMER
4,work,1.5,0.0,0.0,0.0,VIPV50_Wp700,SUMMER
4,public,1.5,4047.2916666666665,5097.699292714957,926.8544168572649,VIPV50_Wp700,SUMMER
5,home,2.0,66274.91666666667,13892.748540595461,6946.37427029773,VIPV50_Wp700,SUMMER
5,work,2.0,0.0,0.0,0.0,VIPV50_Wp700,SUMMER
5,public,2.0,2277.8333333333335,2753.157276410176,500.57405025639565,VIPV50_Wp700,SUMMER
6,home,2.5,50862.583333333336,10754.668008338087,5377.334004169043,VIPV50_Wp700,SUMMER
6,work,2.5,0.0,0.0,0.0,VIPV50_Wp700,SUMMER
6,public,2.5,1000.5833333333334,1205.0542295424598,219.10076900771995,VIPV50_Wp700,SUMMER
7,home,3.0,35729.375,7626.870471718097,3813.4352358590486,VIPV50_Wp700,SUMMER
7,work,3.0,0.0,0.0,0.0,VIPV50_Wp700,SUMMER
7,public,3.0,298.25,381.9948851837757,69.45361548795921,VIPV50_Wp700,SUMMER
8,home,3.5,24028.791666666668,5164.101600005069,2582.0508000025343,VIPV50_Wp700,SUMMER
8,work,3.5,0.0,0.0,0.0,VIPV50_Wp700,SUMMER
8,public,3.5,77.25,93.76068264699481,17.047396844908146,VIPV50_Wp700,SUMMER
9,home,4.0,11986.458333333334,2592.0800031950303,1296.0400015975151,VIPV50_Wp700,SUMMER
9,work,4.0,39.83333333333333,22.735794002386513,5.683948500596628,VIPV50_Wp700,SUMMER
9,public,4.0,170.79166666666666,137.85122705284397,25.063859464153445,VIPV50_Wp700,SUMMER
10,home,4.5,3278.7916666666665,717.3967332493569,358.6983666246784,VIPV50_Wp700,SUMMER
10,work,4.5,558.625,264.17988652261414,66.04497163065354,VIPV50_Wp700,SUMMER
10,public,4.5,503.75,497.8833765613511,90.52425028388201,VIPV50_Wp700,SUMMER
11,home,5.0,932.625,244.77905267592806,97.91162107037123,VIPV50_Wp700,SUMMER
11,work,5.0,1731.9166666666665,764.1902435511868,191.0475608877967,VIPV50_Wp700,SUMMER
11,public,5.0,1005.8333333333334,1054.3339522506635,191.6970822273934,VIPV50_Wp700,SUMMER
12,home,5.5,959.375,236.06497602291589,94.42599040916636,VIPV50_Wp700,SUMMER
12,work,5.5,4388.916666666667,1955.7074723359217,488.9268680839804,VIPV50_Wp700,SUMMER
