HexID,chargerAccessType,Sample_session_starts,Fullscale_avg_daily_session_starts,Scenario,Season
499,public,27.0,67.5,noVIPV,SPRING
500,home,29.0,72.5,noVIPV,SPRING
500,work,5.0,12.5,noVIPV,SPRING
500,public,30.0,75.0,noVIPV,SPRING
501,home,6.0,15.0,noVIPV,SPRING
501,work,3.0,7.5,noVIPV,SPRING
501,public,14.0,35.0,noVIPV,SPRING
502,home,0.0,0.0,noVIPV,SPRING
502,work,1.0,2.5,noVIPV,SPRING
502,public,2.0,5.0,noVIPV,SPRING
503,home,0.0,0.0,noVIPV,SPRING
503,work,0.0,0.0,noVIPV,SPRING
503,public,0.0,0.0,noVIPV,SPRING
504,home,3.0,7.5,noVIPV,SPRING
504,work,0.0,0.0,noVIPV,SPRING
504,public,0.0,0.0,noVIPV,SPRING
505,home,10.0,25.0,noVIPV,SPRING
505,work,0.0,0.0,noVIPV,SPRING
505,public,5.0,12.5,noVIPV,SPRING
506,home,5.0,12.5,noVIPV,SPRING
506,work,1.0,2.5,noVIPV,SPRING
506,public,7.0,17.5,noVIPV,SPRING
507,home,0.0,0.0,noVIPV,SPRING
507,work,0.0,0.0,noVIPV,SPRING
507,public,0.0,0.0,noVIPV,SPRING
508,home,0.0,0.0,noVIPV,SPRING
508,work,0.0,0.0,noVIPV,SPRING
508,public,0.0,0.0,noVIPV,SPRING
509,home,1.0,2.5,noVIPV,SPRING
509,work,0.0,0.0,noVIPV,SPRING
509,public,0.0,0.0,noVIPV,SPRING
510,home,0.0,0.0,noVIPV,SPRING
510,work,0.0,0.0,noVIPV,SPRING
510,public,0.0,0.0,noVIPV,SPRING
511,home,7.0,17.5,noVIPV,SPRING
511,work,0.0,0.0,noVIPV,SPRING
511,public,0.0,0.0,noVIPV,SPRING
512,home,0.0,0.0,noVIPV,SPRING
512,work,5.0,12.5,noVIPV,SPRING
512,public,9.0,22.5,noVIPV,SPRING
513,home,0.0,0.0,noVIPV,SPRING
513,work,0.0,0.0,noVIPV,SPRING
513,public,0.0,0.0,noVIPV,SPRING
514,home,29.0,72.5,noVIPV,SPRING
514,work,2.0,5.0,noVIPV,SPRING
514,public,0.0,0.0,noVIPV,SPRING
515,home,58.0,145.0,noVIPV,SPRING
515,work,10.0,25.0,noVIPV,SPRING
515,public,27.0,67.5,noVIPV,SPRING
516,home,5.0,12.5,noVIPV,SPRING
516,work,0.0,0.0,noVIPV,SPRING
516,public,9.0,22.5,noVIPV,SPRING
517,home,6.0,15.0,noVIPV,SPRING
517,work,0.0,0.0,noVIPV,SPRING
517,public,0.0,0.0,noVIPV,SPRING
518,home,1.0,2.5,noVIPV,SPRING
518,work,1.0,2.5,noVIPV,SPRING
518,public,0.0,0.0,noVIPV,SPRING
519,home,2.0,5.0,noVIPV,SPRING
519,work,0.0,0.0,noVIPV,SPRING
519,public,3.0,7.5,noVIPV,SPRING
520,home,1.0,2.5,noVIPV,SPRING
520,work,0.0,0.0,noVIPV,SPRING
520,public,3.0,7.5,noVIPV,SPRING
521,home,5.0,12.5,noVIPV,SPRING
521,work,0.0,0.0,noVIPV,SPRING
521,public,0.0,0.0,noVIPV,SPRING
522,home,7.0,17.5,noVIPV,SPRING
522,work,0.0,0.0,noVIPV,SPRING
522,public,2.0,5.0,noVIPV,SPRING
523,home,5.0,12.5,noVIPV,SPRING
523,work,0.0,0.0,noVIPV,SPRING
523,public,0.0,0.0,noVIPV,SPRING
524,home,1.0,2.5,noVIPV,SPRING
524,work,1.0,2.5,noVIPV,SPRING
524,public,0.0,0.0,noVIPV,SPRING
525,home,1.0,2.5,noVIPV,SPRING
525,work,0.0,0.0,noVIPV,SPRING
525,public,0.0,0.0,noVIPV,SPRING
526,home,0.0,0.0,noVIPV,SPRING
526,work,1.0,2.5,noVIPV,SPRING
526,public,0.0,0.0,noVIPV,SPRING
527,home,1.0,2.5,noVIPV,SPRING
527,work,0.0,0.0,noVIPV,SPRING
527,public,0.0,0.0,noVIPV,SPRING
528,home,0.0,0.0,noVIPV,SPRING
528,work,0.0,0.0,noVIPV,SPRING
528,public,2.0,5.0,noVIPV,SPRING
529,home,0.0,0.0,noVIPV,SPRING
529,work,0.0,0.0,noVIPV,SPRING
529,public,0.0,0.0,noVIPV,SPRING
530,home,2.0,5.0,noVIPV,SPRING
530,work,3.0,7.5,noVIPV,SPRING
530,public,3.0,7.5,noVIPV,SPRING
531,home,0.0,0.0,noVIPV,SPRING
531,work,5.0,12.5,noVIPV,SPRING
531,public,0.0,0.0,noVIPV,SPRING
532,home,3.0,7.5,noVIPV,SPRING
532,work,1.0,2.5,noVIPV,SPRING
532,public,0.0,0.0,noVIPV,SPRING
533,home,22.0,55.0,noVIPV,SPRING
533,work,0.0,0.0,noVIPV,SPRING
533,public,9.0,22.5,noVIPV,SPRING
534,home,10.0,25.0,noVIPV,SPRING
534,work,0.0,0.0,noVIPV,SPRING
534,public,2.0,5.0,noVIPV,SPRING
535,home,0.0,0.0,noVIPV,SPRING
535,work,0.0,0.0,noVIPV,SPRING
535,public,2.0,5.0,noVIPV,SPRING
536,home,1.0,2.5,noVIPV,SPRING
536,work,0.0,0.0,noVIPV,SPRING
536,public,4.0,10.0,noVIPV,SPRING
537,home,9.0,22.5,noVIPV,SPRING
537,work,0.0,0.0,noVIPV,SPRING
537,public,5.0,12.5,noVIPV,SPRING
538,home,10.0,25.0,noVIPV,SPRING
538,work,0.0,0.0,noVIPV,SPRING
538,public,0.0,0.0,noVIPV,SPRING
539,home,18.0,45.0,noVIPV,SPRING
539,work,1.0,2.5,noVIPV,SPRING
539,public,4.0,10.0,noVIPV,SPRING
540,home,17.0,42.5,noVIPV,SPRING
540,work,0.0,0.0,noVIPV,SPRING
540,public,5.0,12.5,noVIPV,SPRING
541,home,1.0,2.5,noVIPV,SPRING
541,work,0.0,0.0,noVIPV,SPRING
541,public,4.0,10.0,noVIPV,SPRING
542,home,0.0,0.0,noVIPV,SPRING
542,work,1.0,2.5,noVIPV,SPRING
542,public,1.0,2.5,noVIPV,SPRING
543,home,2.0,5.0,noVIPV,SPRING
543,work,0.0,0.0,noVIPV,SPRING
543,public,3.0,7.5,noVIPV,SPRING
544,home,1.0,2.5,noVIPV,SPRING
544,work,0.0,0.0,noVIPV,SPRING
544,public,0.0,0.0,noVIPV,SPRING
545,home,0.0,0.0,noVIPV,SPRING
545,work,0.0,0.0,noVIPV,SPRING
545,public,1.0,2.5,noVIPV,SPRING
546,home,0.0,0.0,noVIPV,SPRING
546,work,0.0,0.0,noVIPV,SPRING
546,public,2.0,5.0,noVIPV,SPRING
547,home,0.0,0.0,noVIPV,SPRING
547,work,0.0,0.0,noVIPV,SPRING
547,public,0.0,0.0,noVIPV,SPRING
548,home,20.0,50.0,noVIPV,SPRING
548,work,0.0,0.0,noVIPV,SPRING
548,public,18.0,45.0,noVIPV,SPRING
549,home,77.0,192.5,noVIPV,SPRING
549,work,7.0,17.5,noVIPV,SPRING
549,public,29.0,72.5,noVIPV,SPRING
550,home,3.0,7.5,noVIPV,SPRING
550,work,1.0,2.5,noVIPV,SPRING
550,public,2.0,5.0,noVIPV,SPRING
551,home,3.0,7.5,noVIPV,SPRING
551,work,0.0,0.0,noVIPV,SPRING
551,public,3.0,7.5,noVIPV,SPRING
552,home,0.0,0.0,noVIPV,SPRING
552,work,1.0,2.5,noVIPV,SPRING
552,public,6.0,15.0,noVIPV,SPRING
553,home,8.0,20.0,noVIPV,SPRING
553,work,11.0,27.5,noVIPV,SPRING
553,public,5.0,12.5,noVIPV,SPRING
554,home,0.0,0.0,noVIPV,SPRING
554,work,0.0,0.0,noVIPV,SPRING
554,public,1.0,2.5,noVIPV,SPRING
555,home,1.0,2.5,noVIPV,SPRING
555,work,0.0,0.0,noVIPV,SPRING
555,public,3.0,7.5,noVIPV,SPRING
556,home,2.0,5.0,noVIPV,SPRING
556,work,0.0,0.0,noVIPV,SPRING
556,public,0.0,0.0,noVIPV,SPRING
557,home,14.0,35.0,noVIPV,SPRING
557,work,0.0,0.0,noVIPV,SPRING
557,public,6.0,15.0,noVIPV,SPRING
558,home,27.0,67.5,noVIPV,SPRING
558,work,3.0,7.5,noVIPV,SPRING
558,public,0.0,0.0,noVIPV,SPRING
559,home,0.0,0.0,noVIPV,SPRING
559,work,0.0,0.0,noVIPV,SPRING
559,public,1.0,2.5,noVIPV,SPRING
560,home,0.0,0.0,noVIPV,SPRING
560,work,0.0,0.0,noVIPV,SPRING
560,public,1.0,2.5,noVIPV,SPRING
561,home,1.0,2.5,noVIPV,SPRING
561,work,0.0,0.0,noVIPV,SPRING
561,public,0.0,0.0,noVIPV,SPRING
562,home,0.0,0.0,noVIPV,SPRING
562,work,0.0,0.0,noVIPV,SPRING
562,public,0.0,0.0,noVIPV,SPRING
563,home,34.0,85.0,noVIPV,SPRING
563,work,2.0,5.0,noVIPV,SPRING
563,public,4.0,10.0,noVIPV,SPRING
564,home,3.0,7.5,noVIPV,SPRING
564,work,0.0,0.0,noVIPV,SPRING
564,public,0.0,0.0,noVIPV,SPRING
565,home,6.0,15.0,noVIPV,SPRING
565,work,0.0,0.0,noVIPV,SPRING
565,public,3.0,7.5,noVIPV,SPRING
566,home,25.0,62.5,noVIPV,SPRING
566,work,5.0,12.5,noVIPV,SPRING
566,public,15.0,37.5,noVIPV,SPRING
567,home,8.0,20.0,noVIPV,SPRING
567,work,0.0,0.0,noVIPV,SPRING
567,public,18.0,45.0,noVIPV,SPRING
568,home,20.0,50.0,noVIPV,SPRING
568,work,1.0,2.5,noVIPV,SPRING
568,public,13.0,32.5,noVIPV,SPRING
569,home,72.0,180.0,noVIPV,SPRING
569,work,4.0,10.0,noVIPV,SPRING
569,public,10.0,25.0,noVIPV,SPRING
570,home,33.0,82.5,noVIPV,SPRING
570,work,0.0,0.0,noVIPV,SPRING
570,public,7.0,17.5,noVIPV,SPRING
571,home,22.0,55.0,noVIPV,SPRING
571,work,2.0,5.0,noVIPV,SPRING
571,public,6.0,15.0,noVIPV,SPRING
572,home,8.0,20.0,noVIPV,SPRING
572,work,0.0,0.0,noVIPV,SPRING
572,public,0.0,0.0,noVIPV,SPRING
573,home,0.0,0.0,noVIPV,SPRING
573,work,0.0,0.0,noVIPV,SPRING
573,public,0.0,0.0,noVIPV,SPRING
574,home,49.0,122.5,noVIPV,SPRING
574,work,0.0,0.0,noVIPV,SPRING
574,public,10.0,25.0,noVIPV,SPRING
575,home,25.0,62.5,noVIPV,SPRING
575,work,0.0,0.0,noVIPV,SPRING
575,public,3.0,7.5,noVIPV,SPRING
576,home,1.0,2.5,noVIPV,SPRING
576,work,0.0,0.0,noVIPV,SPRING
576,public,0.0,0.0,noVIPV,SPRING
577,home,63.0,157.5,noVIPV,SPRING
577,work,3.0,7.5,noVIPV,SPRING
577,public,39.0,97.5,noVIPV,SPRING
578,home,26.0,65.0,noVIPV,SPRING
578,work,4.0,10.0,noVIPV,SPRING
578,public,15.0,37.5,noVIPV,SPRING
579,home,8.0,20.0,noVIPV,SPRING
579,work,1.0,2.5,noVIPV,SPRING
579,public,21.0,52.5,noVIPV,SPRING
580,home,32.0,80.0,noVIPV,SPRING
580,work,2.0,5.0,noVIPV,SPRING
580,public,7.0,17.5,noVIPV,SPRING
581,home,1.0,2.5,noVIPV,SPRING
581,work,0.0,0.0,noVIPV,SPRING
581,public,0.0,0.0,noVIPV,SPRING
582,home,0.0,0.0,noVIPV,SPRING
582,work,0.0,0.0,noVIPV,SPRING
582,public,1.0,2.5,noVIPV,SPRING
583,home,15.0,37.5,noVIPV,SPRING
583,work,0.0,0.0,noVIPV,SPRING
583,public,1.0,2.5,noVIPV,SPRING
584,home,29.0,72.5,noVIPV,SPRING
584,work,0.0,0.0,noVIPV,SPRING
584,public,13.0,32.5,noVIPV,SPRING
585,home,27.0,67.5,noVIPV,SPRING
585,work,0.0,0.0,noVIPV,SPRING
585,public,0.0,0.0,noVIPV,SPRING
586,home,43.0,107.5,noVIPV,SPRING
586,work,1.0,2.5,noVIPV,SPRING
586,public,33.0,82.5,noVIPV,SPRING
0,home,25.0,62.5,noVIPV,SUMMER
0,work,0.0,0.0,noVIPV,SUMMER
0,public,0.0,0.0,noVIPV,SUMMER
1,home,41.0,102.5,noVIPV,SUMMER
1,work,4.0,10.0,noVIPV,SUMMER
1,public,0.0,0.0,noVIPV,SUMMER
2,home,11.0,27.5,noVIPV,SUMMER
2,work,1.0,2.5,noVIPV,SUMMER
2,public,0.0,0.0,noVIPV,SUMMER
3,home,10.0,25.0,noVIPV,SUMMER
3,work,4.0,10.0,noVIPV,SUMMER
3,public,0.0,0.0,noVIPV,SUMMER
4,home,0.0,0.0,noVIPV,SUMMER
4,work,0.0,0.0,noVIPV,SUMMER
4,public,0.0,0.0,noVIPV,SUMMER
5,home,10.0,25.0,noVIPV,SUMMER
5,work,2.0,5.0,noVIPV,SUMMER
5,public,0.0,0.0,noVIPV,SUMMER
6,home,13.0,32.5,noVIPV,SUMMER
6,work,2.0,5.0,noVIPV,SUMMER
6,public,0.0,0.0,noVIPV,SUMMER
7,home,20.0,50.0,noVIPV,SUMMER
7,work,0.0,0.0,noVIPV,SUMMER
7,public,0.0,0.0,noVIPV,SUMMER
8,home,1.0,2.5,noVIPV,SUMMER
8,work,0.0,0.0,noVIPV,SUMMER
8,public,0.0,0.0,noVIPV,SUMMER
9,home,5.0,12.5,noVIPV,SUMMER
9,work,0.0,0.0,noVIPV,SUMMER
9,public,0.0,0.0,noVIPV,SUMMER
10,home,26.0,65.0,noVIPV,SUMMER
10,work,2.0,5.0,noVIPV,SUMMER
10,public,0.0,0.0,noVIPV,SUMMER
11,home,21.0,52.5,noVIPV,SUMMER
11,work,2.0,5.0,noVIPV,SUMMER
11,public,0.0,0.0,noVIPV,SUMMER
12,home,14.0,35.0,noVIPV,SUMMER
12,work,3.0,7.5,noVIPV,SUMMER
12,public,0.0,0.0,noVIPV,SUMMER
13,home,3.0,7.5,noVIPV,SUMMER
13,work,1.0,2.5,noVIPV,SUMMER
13,public,0.0,0.0,noVIPV,SUMMER
14,home,2.0,5.0,noVIPV,SUMMER
14,work,0.0,0.0,noVIPV,SUMMER
14,public,0.0,0.0,noVIPV,SUMMER
15,home,1.0,2.5,noVIPV,SUMMER
15,work,2.0,5.0,noVIPV,SUMMER
15,public,0.0,0.0,noVIPV,SUMMER
16,home,2.0,5.0,noVIPV,SUMMER
16,work,1.0,2.5,noVIPV,SUMMER
16,public,0.0,0.0,noVIPV,SUMMER
17,home,20.0,50.0,noVIPV,SUMMER
17,work,0.0,0.0,noVIPV,SUMMER
17,public,0.0,0.0,noVIPV,SUMMER
18,home,14.0,35.0,noVIPV,SUMMER
18,work,1.0,2.5,noVIPV,SUMMER
18,public,0.0,0.0,noVIPV,SUMMER
19,home,10.0,25.0,noVIPV,SUMMER
19,work,2.0,5.0,noVIPV,SUMMER
19,public,0.0,0.0,noVIPV,SUMMER
20,home,24.0,60.0,noVIPV,SUMMER
20,work,6.0,15.0,noVIPV,SUMMER
20,public,0.0,0.0,noVIPV,SUMMER
21,home,4.0,10.0,noVIPV,SUMMER
21,work,1.0,2.5,noVIPV,SUMMER
21,public,0.0,0.0,noVIPV,SUMMER
22,home,9.0,22.5,noVIPV,SUMMER
22,work,0.0,0.0,noVIPV,SUMMER
22,public,0.0,0.0,noVIPV,SUMMER
23,home,3.0,7.5,noVIPV,SUMMER
23,work,0.0,0.0,noVIPV,SUMMER
23,public,3.0,7.5,noVIPV,SUMMER
24,home,6.0,15.0,noVIPV,SUMMER
24,work,0.0,0.0,noVIPV,SUMMER
24,public,0.0,0.0,noVIPV,SUMMER
25,home,3.0,7.5,noVIPV,SUMMER
25,work,0.0,0.0,noVIPV,SUMMER
25,public,3.0,7.5,noVIPV,SUMMER
26,home,2.0,5.0,noVIPV,SUMMER
26,work,0.0,0.0,noVIPV,SUMMER
26,public,3.0,7.5,noVIPV,SUMMER
27,home,3.0,7.5,noVIPV,SUMMER
27,work,0.0,0.0,noVIPV,SUMMER
27,public,1.0,2.5,noVIPV,SUMMER
28,home,41.0,102.5,noVIPV,SUMMER
28,work,0.0,0.0,noVIPV,SUMMER
28,public,7.0,17.5,noVIPV,SUMMER
29,home,0.0,0.0,noVIPV,SUMMER
29,work,0.0,0.0,noVIPV,SUMMER
29,public,0.0,0.0,noVIPV,SUMMER
30,home,7.0,17.5,noVIPV,SUMMER
30,work,0.0,0.0,noVIPV,SUMMER
30,public,2.0,5.0,noVIPV,SUMMER
31,home,4.0,10.0,noVIPV,SUMMER
31,work,3.0,7.5,noVIPV,SUMMER
31,public,0.0,0.0,noVIPV,SUMMER
32,home,2.0,5.0,noVIPV,SUMMER
32,work,0.0,0.0,noVIPV,SUMMER
32,public,0.0,0.0,noVIPV,SUMMER
33,home,6.0,15.0,noVIPV,SUMMER
33,work,0.0,0.0,noVIPV,SUMMER
33,public,0.0,0.0,noVIPV,SUMMER
34,home,0.0,0.0,noVIPV,SUMMER
34,work,0.0,0.0,noVIPV,SUMMER
34,public,3.0,7.5,noVIPV,SUMMER
35,home,6.0,15.0,noVIPV,SUMMER
35,work,0.0,0.0,noVIPV,SUMMER
35,public,0.0,0.0,noVIPV,SUMMER
36,home,9.0,22.5,noVIPV,SUMMER
36,work,0.0,0.0,noVIPV,SUMMER
36,public,5.0,12.5,noVIPV,SUMMER
37,home,1.0,2.5,noVIPV,SUMMER
37,work,0.0,0.0,noVIPV,SUMMER
37,public,1.0,2.5,noVIPV,SUMMER
38,home,0.0,0.0,noVIPV,SUMMER
38,work,0.0,0.0,noVIPV,SUMMER
38,public,6.0,15.0,noVIPV,SUMMER
39,home,27.0,67.5,noVIPV,SUMMER
39,work,1.0,2.5,noVIPV,SUMMER
39,public,8.0,20.0,noVIPV,SUMMER
40,home,22.0,55.0,noVIPV,SUMMER
40,work,0.0,0.0,noVIPV,SUMMER
40,public,3.0,7.5,noVIPV,SUMMER
41,home,4.0,10.0,noVIPV,SUMMER
41,work,0.0,0.0,noVIPV,SUMMER
41,public,0.0,0.0,noVIPV,SUMMER
42,home,10.0,25.0,noVIPV,SUMMER
42,work,0.0,0.0,noVIPV,SUMMER
42,public,2.0,5.0,noVIPV,SUMMER
43,home,25.0,62.5,noVIPV,SUMMER
43,work,4.0,10.0,noVIPV,SUMMER
43,public,12.0,30.0,noVIPV,SUMMER
44,home,7.0,17.5,noVIPV,SUMMER
44,work,0.0,0.0,noVIPV,SUMMER
44,public,0.0,0.0,noVIPV,SUMMER
45,home,12.0,30.0,noVIPV,SUMMER
45,work,0.0,0.0,noVIPV,SUMMER
45,public,6.0,15.0,noVIPV,SUMMER
46,home,2.0,5.0,noVIPV,SUMMER
46,work,2.0,5.0,noVIPV,SUMMER
46,public,11.0,27.5,noVIPV,SUMMER
47,home,8.0,20.0,noVIPV,SUMMER
47,work,0.0,0.0,noVIPV,SUMMER
47,public,0.0,0.0,noVIPV,SUMMER
48,home,1.0,2.5,noVIPV,SUMMER
48,work,0.0,0.0,noVIPV,SUMMER
48,public,0.0,0.0,noVIPV,SUMMER
49,home,0.0,0.0,noVIPV,SUMMER
49,work,0.0,0.0,noVIPV,SUMMER
49,public,0.0,0.0,noVIPV,SUMMER
50,home,3.0,7.5,noVIPV,SUMMER
50,work,0.0,0.0,noVIPV,SUMMER
50,public,0.0,0.0,noVIPV,SUMMER
51,home,0.0,0.0,noVIPV,SUMMER
51,work,0.0,0.0,noVIPV,SUMMER
51,public,0.0,0.0,noVIPV,SUMMER
52,home,3.0,7.5,noVIPV,SUMMER
52,work,0.0,0.0,noVIPV,SUMMER
52,public,1.0,2.5,noVIPV,SUMMER
53,home,80.0,200.0,noVIPV,SUMMER
53,work,1.0,2.5,noVIPV,SUMMER
53,public,13.0,32.5,noVIPV,SUMMER
54,home,2.0,5.0,noVIPV,SUMMER
54,work,0.0,0.0,noVIPV,SUMMER
54,public,4.0,10.0,noVIPV,SUMMER
55,home,1.0,2.5,noVIPV,SUMMER
55,work,0.0,0.0,noVIPV,SUMMER
55,public,0.0,0.0,noVIPV,SUMMER
56,home,42.0,105.0,noVIPV,SUMMER
56,work,5.0,12.5,noVIPV,SUMMER
56,public,15.0,37.5,noVIPV,SUMMER
57,home,45.0,112.5,noVIPV,SUMMER
57,work,1.0,2.5,noVIPV,SUMMER
57,public,14.0,35.0,noVIPV,SUMMER
58,home,12.0,30.0,noVIPV,SUMMER
58,work,0.0,0.0,noVIPV,SUMMER
58,public,3.0,7.5,noVIPV,SUMMER
59,home,8.0,20.0,noVIPV,SUMMER
59,work,0.0,0.0,noVIPV,SUMMER
59,public,4.0,10.0,noVIPV,SUMMER
60,home,31.0,77.5,noVIPV,SUMMER
60,work,2.0,5.0,noVIPV,SUMMER
60,public,0.0,0.0,noVIPV,SUMMER
61,home,1.0,2.5,noVIPV,SUMMER
61,work,0.0,0.0,noVIPV,SUMMER
61,public,1.0,2.5,noVIPV,SUMMER
62,home,7.0,17.5,noVIPV,SUMMER
62,work,0.0,0.0,noVIPV,SUMMER
62,public,2.0,5.0,noVIPV,SUMMER
63,home,1.0,2.5,noVIPV,SUMMER
63,work,0.0,0.0,noVIPV,SUMMER
63,public,0.0,0.0,noVIPV,SUMMER
64,home,0.0,0.0,noVIPV,SUMMER
64,work,0.0,0.0,noVIPV,SUMMER
64,public,2.0,5.0,noVIPV,SUMMER
65,home,5.0,12.5,noVIPV,SUMMER
65,work,0.0,0.0,noVIPV,SUMMER
65,public,0.0,0.0,noVIPV,SUMMER
66,home,0.0,0.0,noVIPV,SUMMER
66,work,0.0,0.0,noVIPV,SUMMER
66,public,0.0,0.0,noVIPV,SUMMER
67,home,10.0,25.0,noVIPV,SUMMER
67,work,2.0,5.0,noVIPV,SUMMER
67,public,3.0,7.5,noVIPV,SUMMER
68,home,16.0,40.0,noVIPV,SUMMER
68,work,0.0,0.0,noVIPV,SUMMER
68,public,18.0,45.0,noVIPV,SUMMER
69,home,10.0,25.0,noVIPV,SUMMER
69,work,2.0,5.0,noVIPV,SUMMER
69,public,6.0,15.0,noVIPV,SUMMER
70,home,47.0,117.5,noVIPV,SUMMER
70,work,1.0,2.5,noVIPV,SUMMER
70,public,14.0,35.0,noVIPV,SUMMER
71,home,23.0,57.5,noVIPV,SUMMER
71,work,2.0,5.0,noVIPV,SUMMER
71,public,4.0,10.0,noVIPV,SUMMER
72,home,9.0,22.5,noVIPV,SUMMER
72,work,15.0,37.5,noVIPV,SUMMER
72,public,9.0,22.5,noVIPV,SUMMER
73,home,0.0,0.0,noVIPV,SUMMER
73,work,0.0,0.0,noVIPV,SUMMER
73,public,0.0,0.0,noVIPV,SUMMER
74,home,0.0,0.0,noVIPV,SUMMER
74,work,13.0,32.5,noVIPV,SUMMER
74,public,6.0,15.0,noVIPV,SUMMER
75,home,0.0,0.0,noVIPV,SUMMER
75,work,32.0,80.0,noVIPV,SUMMER
75,public,7.0,17.5,noVIPV,SUMMER
76,home,16.0,40.0,noVIPV,SUMMER
76,work,14.0,35.0,noVIPV,SUMMER
76,public,20.0,50.0,noVIPV,SUMMER
77,home,4.0,10.0,noVIPV,SUMMER
77,work,0.0,0.0,noVIPV,SUMMER
77,public,4.0,10.0,noVIPV,SUMMER
78,home,3.0,7.5,noVIPV,SUMMER
78,work,0.0,0.0,noVIPV,SUMMER
78,public,2.0,5.0,noVIPV,SUMMER
79,home,0.0,0.0,noVIPV,SUMMER
79,work,0.0,0.0,noVIPV,SUMMER
79,public,1.0,2.5,noVIPV,SUMMER
80,home,1.0,2.5,noVIPV,SUMMER
80,work,1.0,2.5,noVIPV,SUMMER
80,public,5.0,12.5,noVIPV,SUMMER
81,home,11.0,27.5,noVIPV,SUMMER
81,work,0.0,0.0,noVIPV,SUMMER
81,public,0.0,0.0,noVIPV,SUMMER
82,home,0.0,0.0,noVIPV,SUMMER
82,work,0.0,0.0,noVIPV,SUMMER
82,public,1.0,2.5,noVIPV,SUMMER
83,home,0.0,0.0,noVIPV,SUMMER
83,work,0.0,0.0,noVIPV,SUMMER
83,public,2.0,5.0,noVIPV,SUMMER
84,home,41.0,102.5,noVIPV,SUMMER
84,work,4.0,10.0,noVIPV,SUMMER
84,public,7.0,17.5,noVIPV,SUMMER
85,home,43.0,107.5,noVIPV,SUMMER
85,work,3.0,7.5,noVIPV,SUMMER
85,public,18.0,45.0,noVIPV,SUMMER
86,home,64.0,160.0,noVIPV,SUMMER
86,work,0.0,0.0,noVIPV,SUMMER
86,public,28.0,70.0,noVIPV,SUMMER
87,home,14.0,35.0,noVIPV,SUMMER
87,work,1.0,2.5,noVIPV,SUMMER
87,public,5.0,12.5,noVIPV,SUMMER
88,home,16.0,40.0,noVIPV,SUMMER
88,work,5.0,12.5,noVIPV,SUMMER
88,public,17.0,42.5,noVIPV,SUMMER
89,home,0.0,0.0,noVIPV,SUMMER
89,work,23.0,57.5,noVIPV,SUMMER
89,public,14.0,35.0,noVIPV,SUMMER
90,home,0.0,0.0,noVIPV,SUMMER
90,work,3.0,7.5,noVIPV,SUMMER
90,public,8.0,20.0,noVIPV,SUMMER
91,home,0.0,0.0,noVIPV,SUMMER
91,work,10.0,25.0,noVIPV,SUMMER
91,public,9.0,22.5,noVIPV,SUMMER
92,home,0.0,0.0,noVIPV,SUMMER
92,work,16.0,40.0,noVIPV,SUMMER
92,public,5.0,12.5,noVIPV,SUMMER
93,home,34.0,85.0,noVIPV,SUMMER
93,work,9.0,22.5,noVIPV,SUMMER
93,public,14.0,35.0,noVIPV,SUMMER
94,home,3.0,7.5,noVIPV,SUMMER
94,work,21.0,52.5,noVIPV,SUMMER
94,public,10.0,25.0,noVIPV,SUMMER
95,home,24.0,60.0,noVIPV,SUMMER
95,work,0.0,0.0,noVIPV,SUMMER
95,public,16.0,40.0,noVIPV,SUMMER
96,home,13.0,32.5,noVIPV,SUMMER
96,work,0.0,0.0,noVIPV,SUMMER
96,public,9.0,22.5,noVIPV,SUMMER
97,home,15.0,37.5,noVIPV,SUMMER
97,work,0.0,0.0,noVIPV,SUMMER
97,public,3.0,7.5,noVIPV,SUMMER
98,home,4.0,10.0,noVIPV,SUMMER
98,work,0.0,0.0,noVIPV,SUMMER
98,public,4.0,10.0,noVIPV,SUMMER
99,home,32.0,80.0,noVIPV,SUMMER
99,work,3.0,7.5,noVIPV,SUMMER
99,public,3.0,7.5,noVIPV,SUMMER
100,home,31.0,77.5,noVIPV,SUMMER
100,work,0.0,0.0,noVIPV,SUMMER
100,public,30.0,75.0,noVIPV,SUMMER
101,home,23.0,57.5,noVIPV,SUMMER
101,work,1.0,2.5,noVIPV,SUMMER
101,public,0.0,0.0,noVIPV,SUMMER
102,home,7.0,17.5,noVIPV,SUMMER
102,work,0.0,0.0,noVIPV,SUMMER
102,public,0.0,0.0,noVIPV,SUMMER
103,home,8.0,20.0,noVIPV,SUMMER
103,work,0.0,0.0,noVIPV,SUMMER
103,public,0.0,0.0,noVIPV,SUMMER
104,home,6.0,15.0,noVIPV,SUMMER
104,work,0.0,0.0,noVIPV,SUMMER
104,public,0.0,0.0,noVIPV,SUMMER
105,home,7.0,17.5,noVIPV,SUMMER
105,work,0.0,0.0,noVIPV,SUMMER
105,public,3.0,7.5,noVIPV,SUMMER
106,home,3.0,7.5,noVIPV,SUMMER
106,work,0.0,0.0,noVIPV,SUMMER
106,public,3.0,7.5,noVIPV,SUMMER
107,home,21.0,52.5,noVIPV,SUMMER
107,work,3.0,7.5,noVIPV,SUMMER
107,public,15.0,37.5,noVIPV,SUMMER
108,home,23.0,57.5,noVIPV,SUMMER
108,work,1.0,2.5,noVIPV,SUMMER
108,public,13.0,32.5,noVIPV,SUMMER
109,home,23.0,57.5,noVIPV,SUMMER
109,work,0.0,0.0,noVIPV,SUMMER
109,public,3.0,7.5,noVIPV,SUMMER
