Comparison,noVIPV_avg_daily_sessions,VIPV50_Wp700_avg_daily_sessions,Daily_sessions_avoided,Frequency_reduction_pct,Largest_halfhour_frequency_reduction_hour,Largest_halfhour_sessions_avoided_per_day,home_frequency_reduction_pct,home_share_change_percentage_points,work_frequency_reduction_pct,work_share_change_percentage_points,public_frequency_reduction_pct,public_share_change_percentage_points
VIPV50_Wp700 vs noVIPV,43909.45890410959,40697.09589041096,3212.363013698632,7.315879297701798,16.5,210.49999999999977,6.758582254028843,0.3227877927621492,11.16498566002205,-0.46507340346657955,6.940361122820049,0.14228561070444812
