TimeIndex,chargerAccessType,Hour,Sample_session_starts,Fullscale_avg_daily_session_starts,Scenario,Season
20,home,9.5,83.0,207.5,noVIPV,WINTER
20,work,9.5,37.0,92.5,noVIPV,WINTER
20,public,9.5,188.0,470.0,noVIPV,WINTER
21,home,10.0,108.0,270.0,noVIPV,WINTER
21,work,10.0,44.0,110.0,noVIPV,WINTER
21,public,10.0,189.0,472.5,noVIPV,WINTER
22,home,10.5,118.0,295.0,noVIPV,WINTER
22,work,10.5,43.0,107.5,noVIPV,WINTER
22,public,10.5,232.0,580.0,noVIPV,WINTER
23,home,11.0,178.0,445.0,noVIPV,WINTER
23,work,11.0,30.0,75.0,noVIPV,WINTER
23,public,11.0,215.0,537.5,noVIPV,WINTER
24,home,11.5,194.0,485.0,noVIPV,WINTER
24,work,11.5,34.0,85.0,noVIPV,WINTER
24,public,11.5,244.0,610.0,noVIPV,WINTER
25,home,12.0,228.0,570.0,noVIPV,WINTER
25,work,12.0,49.0,122.5,noVIPV,WINTER
25,public,12.0,266.0,665.0,noVIPV,WINTER
26,home,12.5,228.0,570.0,noVIPV,WINTER
26,work,12.5,65.0,162.5,noVIPV,WINTER
26,public,12.5,269.0,672.5,noVIPV,WINTER
27,home,13.0,238.0,595.0,noVIPV,WINTER
27,work,13.0,45.0,112.5,noVIPV,WINTER
27,public,13.0,241.0,602.5,noVIPV,WINTER
28,home,13.5,269.0,672.5,noVIPV,WINTER
28,work,13.5,21.0,52.5,noVIPV,WINTER
28,public,13.5,212.0,530.0,noVIPV,WINTER
29,home,14.0,317.0,792.5,noVIPV,WINTER
29,work,14.0,31.0,77.5,noVIPV,WINTER
29,public,14.0,228.0,570.0,noVIPV,WINTER
30,home,14.5,296.0,740.0,noVIPV,WINTER
30,work,14.5,15.0,37.5,noVIPV,WINTER
30,public,14.5,220.0,550.0,noVIPV,WINTER
31,home,15.0,383.0,957.5,noVIPV,WINTER
31,work,15.0,7.0,17.5,noVIPV,WINTER
31,public,15.0,198.0,495.0,noVIPV,WINTER
32,home,15.5,411.0,1027.5,noVIPV,WINTER
32,work,15.5,7.0,17.5,noVIPV,WINTER
32,public,15.5,224.0,560.0,noVIPV,WINTER
33,home,16.0,499.0,1247.5,noVIPV,WINTER
33,work,16.0,12.0,30.0,noVIPV,WINTER
33,public,16.0,225.0,562.5,noVIPV,WINTER
34,home,16.5,556.0,1390.0,noVIPV,WINTER
34,work,16.5,7.0,17.5,noVIPV,WINTER
34,public,16.5,244.0,610.0,noVIPV,WINTER
35,home,17.0,512.0,1280.0,noVIPV,WINTER
35,work,17.0,7.0,17.5,noVIPV,WINTER
35,public,17.0,232.0,580.0,noVIPV,WINTER
36,home,17.5,467.0,1167.5,noVIPV,WINTER
36,work,17.5,1.0,2.5,noVIPV,WINTER
36,public,17.5,197.0,492.5,noVIPV,WINTER
37,home,18.0,433.0,1082.5,noVIPV,WINTER
37,work,18.0,3.0,7.5,noVIPV,WINTER
37,public,18.0,168.0,420.0,noVIPV,WINTER
38,home,18.5,314.0,785.0,noVIPV,WINTER
38,work,18.5,1.0,2.5,noVIPV,WINTER
38,public,18.5,140.0,350.0,noVIPV,WINTER
39,home,19.0,257.0,642.5,noVIPV,WINTER
39,work,19.0,2.0,5.0,noVIPV,WINTER
39,public,19.0,85.0,212.5,noVIPV,WINTER
40,home,19.5,237.0,592.5,noVIPV,WINTER
40,work,19.5,2.0,5.0,noVIPV,WINTER
40,public,19.5,92.0,230.0,noVIPV,WINTER
41,home,20.0,179.0,447.5,noVIPV,WINTER
41,work,20.0,0.0,0.0,noVIPV,WINTER
41,public,20.0,55.0,137.5,noVIPV,WINTER
42,home,20.5,135.0,337.5,noVIPV,WINTER
42,work,20.5,0.0,0.0,noVIPV,WINTER
42,public,20.5,48.0,120.0,noVIPV,WINTER
43,home,21.0,106.0,265.0,noVIPV,WINTER
43,work,21.0,0.0,0.0,noVIPV,WINTER
43,public,21.0,39.0,97.5,noVIPV,WINTER
44,home,21.5,109.0,272.5,noVIPV,WINTER
44,work,21.5,1.0,2.5,noVIPV,WINTER
44,public,21.5,23.0,57.5,noVIPV,WINTER
45,home,22.0,458.0,1145.0,noVIPV,WINTER
45,work,22.0,0.0,0.0,noVIPV,WINTER
45,public,22.0,65.0,162.5,noVIPV,WINTER
46,home,22.5,542.0,1355.0,noVIPV,WINTER
46,work,22.5,0.0,0.0,noVIPV,WINTER
46,public,22.5,108.0,270.0,noVIPV,WINTER
47,home,23.0,533.0,1332.5,noVIPV,WINTER
47,work,23.0,0.0,0.0,noVIPV,WINTER
47,public,23.0,114.0,285.0,noVIPV,WINTER
48,home,23.5,403.0,1007.5,noVIPV,WINTER
48,work,23.5,0.0,0.0,noVIPV,WINTER
48,public,23.5,78.0,195.0,noVIPV,WINTER
1,home,0.0,740.0,1850.0,VIPV50_Wp700,SPRING
1,work,0.0,0.0,0.0,VIPV50_Wp700,SPRING
1,public,0.0,128.0,320.0,VIPV50_Wp700,SPRING
2,home,0.5,513.0,1282.5,VIPV50_Wp700,SPRING
2,work,0.5,0.0,0.0,VIPV50_Wp700,SPRING
2,public,0.5,134.0,335.0,VIPV50_Wp700,SPRING
3,home,1.0,237.0,592.5,VIPV50_Wp700,SPRING
3,work,1.0,0.0,0.0,VIPV50_Wp700,SPRING
3,public,1.0,47.0,117.5,VIPV50_Wp700,SPRING
4,home,1.5,93.0,232.5,VIPV50_Wp700,SPRING
4,work,1.5,0.0,0.0,VIPV50_Wp700,SPRING
4,public,1.5,23.0,57.5,VIPV50_Wp700,SPRING
5,home,2.0,34.0,85.0,VIPV50_Wp700,SPRING
5,work,2.0,0.0,0.0,VIPV50_Wp700,SPRING
5,public,2.0,8.0,20.0,VIPV50_Wp700,SPRING
6,home,2.5,5.0,12.5,VIPV50_Wp700,SPRING
6,work,2.5,0.0,0.0,VIPV50_Wp700,SPRING
6,public,2.5,2.0,5.0,VIPV50_Wp700,SPRING
7,home,3.0,0.0,0.0,VIPV50_Wp700,SPRING
7,work,3.0,0.0,0.0,VIPV50_Wp700,SPRING
7,public,3.0,0.0,0.0,VIPV50_Wp700,SPRING
8,home,3.5,0.0,0.0,VIPV50_Wp700,SPRING
8,work,3.5,0.0,0.0,VIPV50_Wp700,SPRING
8,public,3.5,0.0,0.0,VIPV50_Wp700,SPRING
9,home,4.0,0.0,0.0,VIPV50_Wp700,SPRING
9,work,4.0,2.0,5.0,VIPV50_Wp700,SPRING
9,public,4.0,1.0,2.5,VIPV50_Wp700,SPRING
10,home,4.5,0.0,0.0,VIPV50_Wp700,SPRING
10,work,4.5,11.0,27.5,VIPV50_Wp700,SPRING
10,public,4.5,7.0,17.5,VIPV50_Wp700,SPRING
11,home,5.0,2.0,5.0,VIPV50_Wp700,SPRING
11,work,5.0,24.0,60.0,VIPV50_Wp700,SPRING
11,public,5.0,19.0,47.5,VIPV50_Wp700,SPRING
12,home,5.5,6.0,15.0,VIPV50_Wp700,SPRING
12,work,5.5,36.0,90.0,VIPV50_Wp700,SPRING
12,public,5.5,35.0,87.5,VIPV50_Wp700,SPRING
13,home,6.0,3.0,7.5,VIPV50_Wp700,SPRING
13,work,6.0,101.0,252.5,VIPV50_Wp700,SPRING
13,public,6.0,70.0,175.0,VIPV50_Wp700,SPRING
14,home,6.5,2.0,5.0,VIPV50_Wp700,SPRING
14,work,6.5,164.0,410.0,VIPV50_Wp700,SPRING
14,public,6.5,94.0,235.0,VIPV50_Wp700,SPRING
15,home,7.0,4.0,10.0,VIPV50_Wp700,SPRING
15,work,7.0,272.0,680.0,VIPV50_Wp700,SPRING
15,public,7.0,182.0,455.0,VIPV50_Wp700,SPRING
16,home,7.5,11.0,27.5,VIPV50_Wp700,SPRING
16,work,7.5,329.0,822.5,VIPV50_Wp700,SPRING
16,public,7.5,245.0,612.5,VIPV50_Wp700,SPRING
17,home,8.0,16.0,40.0,VIPV50_Wp700,SPRING
17,work,8.0,194.0,485.0,VIPV50_Wp700,SPRING
17,public,8.0,180.0,450.0,VIPV50_Wp700,SPRING
18,home,8.5,32.0,80.0,VIPV50_Wp700,SPRING
18,work,8.5,104.0,260.0,VIPV50_Wp700,SPRING
18,public,8.5,157.0,392.5,VIPV50_Wp700,SPRING
19,home,9.0,40.0,100.0,VIPV50_Wp700,SPRING
19,work,9.0,69.0,172.5,VIPV50_Wp700,SPRING
19,public,9.0,151.0,377.5,VIPV50_Wp700,SPRING
20,home,9.5,79.0,197.5,VIPV50_Wp700,SPRING
20,work,9.5,58.0,145.0,VIPV50_Wp700,SPRING
20,public,9.5,160.0,400.0,VIPV50_Wp700,SPRING
21,home,10.0,114.0,285.0,VIPV50_Wp700,SPRING
21,work,10.0,39.0,97.5,VIPV50_Wp700,SPRING
21,public,10.0,170.0,425.0,VIPV50_Wp700,SPRING
22,home,10.5,113.0,282.5,VIPV50_Wp700,SPRING
22,work,10.5,34.0,85.0,VIPV50_Wp700,SPRING
22,public,10.5,178.0,445.0,VIPV50_Wp700,SPRING
23,home,11.0,194.0,485.0,VIPV50_Wp700,SPRING
23,work,11.0,25.0,62.5,VIPV50_Wp700,SPRING
23,public,11.0,227.0,567.5,VIPV50_Wp700,SPRING
24,home,11.5,196.0,490.0,VIPV50_Wp700,SPRING
24,work,11.5,34.0,85.0,VIPV50_Wp700,SPRING
24,public,11.5,242.0,605.0,VIPV50_Wp700,SPRING
25,home,12.0,233.0,582.5,VIPV50_Wp700,SPRING
25,work,12.0,29.0,72.5,VIPV50_Wp700,SPRING
25,public,12.0,211.0,527.5,VIPV50_Wp700,SPRING
26,home,12.5,216.0,540.0,VIPV50_Wp700,SPRING
26,work,12.5,50.0,125.0,VIPV50_Wp700,SPRING
26,public,12.5,220.0,550.0,VIPV50_Wp700,SPRING
27,home,13.0,227.0,567.5,VIPV50_Wp700,SPRING
27,work,13.0,35.0,87.5,VIPV50_Wp700,SPRING
27,public,13.0,199.0,497.5,VIPV50_Wp700,SPRING
28,home,13.5,286.0,715.0,VIPV50_Wp700,SPRING
28,work,13.5,34.0,85.0,VIPV50_Wp700,SPRING
28,public,13.5,199.0,497.5,VIPV50_Wp700,SPRING
29,home,14.0,335.0,837.5,VIPV50_Wp700,SPRING
29,work,14.0,26.0,65.0,VIPV50_Wp700,SPRING
29,public,14.0,224.0,560.0,VIPV50_Wp700,SPRING
30,home,14.5,321.0,802.5,VIPV50_Wp700,SPRING
30,work,14.5,13.0,32.5,VIPV50_Wp700,SPRING
30,public,14.5,182.0,455.0,VIPV50_Wp700,SPRING
31,home,15.0,326.0,815.0,VIPV50_Wp700,SPRING
31,work,15.0,7.0,17.5,VIPV50_Wp700,SPRING
31,public,15.0,194.0,485.0,VIPV50_Wp700,SPRING
32,home,15.5,425.0,1062.5,VIPV50_Wp700,SPRING
32,work,15.5,4.0,10.0,VIPV50_Wp700,SPRING
32,public,15.5,194.0,485.0,VIPV50_Wp700,SPRING
33,home,16.0,450.0,1125.0,VIPV50_Wp700,SPRING
33,work,16.0,8.0,20.0,VIPV50_Wp700,SPRING
33,public,16.0,241.0,602.5,VIPV50_Wp700,SPRING
34,home,16.5,470.0,1175.0,VIPV50_Wp700,SPRING
34,work,16.5,8.0,20.0,VIPV50_Wp700,SPRING
34,public,16.5,189.0,472.5,VIPV50_Wp700,SPRING
35,home,17.0,414.0,1035.0,VIPV50_Wp700,SPRING
35,work,17.0,8.0,20.0,VIPV50_Wp700,SPRING
35,public,17.0,222.0,555.0,VIPV50_Wp700,SPRING
36,home,17.5,387.0,967.5,VIPV50_Wp700,SPRING
36,work,17.5,3.0,7.5,VIPV50_Wp700,SPRING
36,public,17.5,160.0,400.0,VIPV50_Wp700,SPRING
37,home,18.0,340.0,850.0,VIPV50_Wp700,SPRING
37,work,18.0,6.0,15.0,VIPV50_Wp700,SPRING
37,public,18.0,139.0,347.5,VIPV50_Wp700,SPRING
38,home,18.5,273.0,682.5,VIPV50_Wp700,SPRING
38,work,18.5,0.0,0.0,VIPV50_Wp700,SPRING
38,public,18.5,101.0,252.5,VIPV50_Wp700,SPRING
39,home,19.0,200.0,500.0,VIPV50_Wp700,SPRING
39,work,19.0,6.0,15.0,VIPV50_Wp700,SPRING
39,public,19.0,63.0,157.5,VIPV50_Wp700,SPRING
40,home,19.5,198.0,495.0,VIPV50_Wp700,SPRING
40,work,19.5,2.0,5.0,VIPV50_Wp700,SPRING
40,public,19.5,75.0,187.5,VIPV50_Wp700,SPRING
41,home,20.0,116.0,290.0,VIPV50_Wp700,SPRING
41,work,20.0,0.0,0.0,VIPV50_Wp700,SPRING
41,public,20.0,54.0,135.0,VIPV50_Wp700,SPRING
42,home,20.5,119.0,297.5,VIPV50_Wp700,SPRING
42,work,20.5,0.0,0.0,VIPV50_Wp700,SPRING
42,public,20.5,37.0,92.5,VIPV50_Wp700,SPRING
43,home,21.0,103.0,257.5,VIPV50_Wp700,SPRING
43,work,21.0,0.0,0.0,VIPV50_Wp700,SPRING
43,public,21.0,29.0,72.5,VIPV50_Wp700,SPRING
44,home,21.5,94.0,235.0,VIPV50_Wp700,SPRING
44,work,21.5,1.0,2.5,VIPV50_Wp700,SPRING
44,public,21.5,16.0,40.0,VIPV50_Wp700,SPRING
45,home,22.0,93.0,232.5,VIPV50_Wp700,SPRING
45,work,22.0,0.0,0.0,VIPV50_Wp700,SPRING
45,public,22.0,12.0,30.0,VIPV50_Wp700,SPRING
46,home,22.5,74.0,185.0,VIPV50_Wp700,SPRING
46,work,22.5,0.0,0.0,VIPV50_Wp700,SPRING
46,public,22.5,8.0,20.0,VIPV50_Wp700,SPRING
47,home,23.0,63.0,157.5,VIPV50_Wp700,SPRING
47,work,23.0,0.0,0.0,VIPV50_Wp700,SPRING
47,public,23.0,7.0,17.5,VIPV50_Wp700,SPRING
48,home,23.5,68.0,170.0,VIPV50_Wp700,SPRING
48,work,23.5,0.0,0.0,VIPV50_Wp700,SPRING
48,public,23.5,3.0,7.5,VIPV50_Wp700,SPRING
1,home,0.0,142.0,355.0,VIPV50_Wp700,SUMMER
1,work,0.0,0.0,0.0,VIPV50_Wp700,SUMMER
1,public,0.0,37.0,92.5,VIPV50_Wp700,SUMMER
2,home,0.5,99.0,247.5,VIPV50_Wp700,SUMMER
2,work,0.5,0.0,0.0,VIPV50_Wp700,SUMMER
2,public,0.5,24.0,60.0,VIPV50_Wp700,SUMMER
3,home,1.0,46.0,115.0,VIPV50_Wp700,SUMMER
3,work,1.0,0.0,0.0,VIPV50_Wp700,SUMMER
3,public,1.0,10.0,25.0,VIPV50_Wp700,SUMMER
4,home,1.5,12.0,30.0,VIPV50_Wp700,SUMMER
4,work,1.5,0.0,0.0,VIPV50_Wp700,SUMMER
4,public,1.5,4.0,10.0,VIPV50_Wp700,SUMMER
5,home,2.0,6.0,15.0,VIPV50_Wp700,SUMMER
5,work,2.0,0.0,0.0,VIPV50_Wp700,SUMMER
5,public,2.0,1.0,2.5,VIPV50_Wp700,SUMMER
6,home,2.5,0.0,0.0,VIPV50_Wp700,SUMMER
6,work,2.5,0.0,0.0,VIPV50_Wp700,SUMMER
6,public,2.5,1.0,2.5,VIPV50_Wp700,SUMMER
7,home,3.0,0.0,0.0,VIPV50_Wp700,SUMMER
7,work,3.0,0.0,0.0,VIPV50_Wp700,SUMMER
7,public,3.0,0.0,0.0,VIPV50_Wp700,SUMMER
8,home,3.5,0.0,0.0,VIPV50_Wp700,SUMMER
8,work,3.5,0.0,0.0,VIPV50_Wp700,SUMMER
8,public,3.5,0.0,0.0,VIPV50_Wp700,SUMMER
9,home,4.0,0.0,0.0,VIPV50_Wp700,SUMMER
9,work,4.0,3.0,7.5,VIPV50_Wp700,SUMMER
9,public,4.0,3.0,7.5,VIPV50_Wp700,SUMMER
10,home,4.5,0.0,0.0,VIPV50_Wp700,SUMMER
10,work,4.5,11.0,27.5,VIPV50_Wp700,SUMMER
10,public,4.5,6.0,15.0,VIPV50_Wp700,SUMMER
11,home,5.0,5.0,12.5,VIPV50_Wp700,SUMMER
11,work,5.0,32.0,80.0,VIPV50_Wp700,SUMMER
11,public,5.0,17.0,42.5,VIPV50_Wp700,SUMMER
12,home,5.5,5.0,12.5,VIPV50_Wp700,SUMMER
12,work,5.5,40.0,100.0,VIPV50_Wp700,SUMMER
12,public,5.5,27.0,67.5,VIPV50_Wp700,SUMMER
13,home,6.0,1.0,2.5,VIPV50_Wp700,SUMMER
13,work,6.0,106.0,265.0,VIPV50_Wp700,SUMMER
13,public,6.0,60.0,150.0,VIPV50_Wp700,SUMMER
14,home,6.5,4.0,10.0,VIPV50_Wp700,SUMMER
14,work,6.5,139.0,347.5,VIPV50_Wp700,SUMMER
14,public,6.5,92.0,230.0,VIPV50_Wp700,SUMMER
15,home,7.0,12.0,30.0,VIPV50_Wp700,SUMMER
15,work,7.0,285.0,712.5,VIPV50_Wp700,SUMMER
15,public,7.0,181.0,452.5,VIPV50_Wp700,SUMMER
16,home,7.5,15.0,37.5,VIPV50_Wp700,SUMMER
16,work,7.5,295.0,737.5,VIPV50_Wp700,SUMMER
16,public,7.5,237.0,592.5,VIPV50_Wp700,SUMMER
17,home,8.0,10.0,25.0,VIPV50_Wp700,SUMMER
17,work,8.0,199.0,497.5,VIPV50_Wp700,SUMMER
17,public,8.0,187.0,467.5,VIPV50_Wp700,SUMMER
18,home,8.5,34.0,85.0,VIPV50_Wp700,SUMMER
18,work,8.5,93.0,232.5,VIPV50_Wp700,SUMMER
18,public,8.5,156.0,390.0,VIPV50_Wp700,SUMMER
19,home,9.0,63.0,157.5,VIPV50_Wp700,SUMMER
19,work,9.0,72.0,180.0,VIPV50_Wp700,SUMMER
19,public,9.0,154.0,385.0,VIPV50_Wp700,SUMMER
20,home,9.5,85.0,212.5,VIPV50_Wp700,SUMMER
20,work,9.5,45.0,112.5,VIPV50_Wp700,SUMMER
20,public,9.5,187.0,467.5,VIPV50_Wp700,SUMMER
21,home,10.0,119.0,297.5,VIPV50_Wp700,SUMMER
21,work,10.0,41.0,102.5,VIPV50_Wp700,SUMMER
21,public,10.0,186.0,465.0,VIPV50_Wp700,SUMMER
22,home,10.5,108.0,270.0,VIPV50_Wp700,SUMMER
22,work,10.5,39.0,97.5,VIPV50_Wp700,SUMMER
22,public,10.5,203.0,507.5,VIPV50_Wp700,SUMMER
23,home,11.0,177.0,442.5,VIPV50_Wp700,SUMMER
23,work,11.0,22.0,55.0,VIPV50_Wp700,SUMMER
23,public,11.0,217.0,542.5,VIPV50_Wp700,SUMMER
24,home,11.5,170.0,425.0,VIPV50_Wp700,SUMMER
24,work,11.5,36.0,90.0,VIPV50_Wp700,SUMMER
24,public,11.5,208.0,520.0,VIPV50_Wp700,SUMMER
25,home,12.0,197.0,492.5,VIPV50_Wp700,SUMMER
25,work,12.0,35.0,87.5,VIPV50_Wp700,SUMMER
25,public,12.0,226.0,565.0,VIPV50_Wp700,SUMMER
26,home,12.5,207.0,517.5,VIPV50_Wp700,SUMMER
26,work,12.5,48.0,120.0,VIPV50_Wp700,SUMMER
26,public,12.5,234.0,585.0,VIPV50_Wp700,SUMMER
27,home,13.0,234.0,585.0,VIPV50_Wp700,SUMMER
27,work,13.0,55.0,137.5,VIPV50_Wp700,SUMMER
27,public,13.0,230.0,575.0,VIPV50_Wp700,SUMMER
28,home,13.5,257.0,642.5,VIPV50_Wp700,SUMMER
28,work,13.5,35.0,87.5,VIPV50_Wp700,SUMMER
28,public,13.5,214.0,535.0,VIPV50_Wp700,SUMMER
29,home,14.0,331.0,827.5,VIPV50_Wp700,SUMMER
29,work,14.0,22.0,55.0,VIPV50_Wp700,SUMMER
29,public,14.0,226.0,565.0,VIPV50_Wp700,SUMMER
30,home,14.5,299.0,747.5,VIPV50_Wp700,SUMMER
30,work,14.5,15.0,37.5,VIPV50_Wp700,SUMMER
30,public,14.5,212.0,530.0,VIPV50_Wp700,SUMMER
31,home,15.0,307.0,767.5,VIPV50_Wp700,SUMMER
31,work,15.0,3.0,7.5,VIPV50_Wp700,SUMMER
31,public,15.0,186.0,465.0,VIPV50_Wp700,SUMMER
32,home,15.5,420.0,1050.0,VIPV50_Wp700,SUMMER
32,work,15.5,3.0,7.5,VIPV50_Wp700,SUMMER
32,public,15.5,214.0,535.0,VIPV50_Wp700,SUMMER
33,home,16.0,469.0,1172.5,VIPV50_Wp700,SUMMER
33,work,16.0,8.0,20.0,VIPV50_Wp700,SUMMER
33,public,16.0,195.0,487.5,VIPV50_Wp700,SUMMER
34,home,16.5,528.0,1320.0,VIPV50_Wp700,SUMMER
34,work,16.5,3.0,7.5,VIPV50_Wp700,SUMMER
34,public,16.5,209.0,522.5,VIPV50_Wp700,SUMMER
35,home,17.0,454.0,1135.0,VIPV50_Wp700,SUMMER
35,work,17.0,2.0,5.0,VIPV50_Wp700,SUMMER
35,public,17.0,215.0,537.5,VIPV50_Wp700,SUMMER
36,home,17.5,420.0,1050.0,VIPV50_Wp700,SUMMER
36,work,17.5,2.0,5.0,VIPV50_Wp700,SUMMER
36,public,17.5,175.0,437.5,VIPV50_Wp700,SUMMER
37,home,18.0,401.0,1002.5,VIPV50_Wp700,SUMMER
37,work,18.0,6.0,15.0,VIPV50_Wp700,SUMMER
37,public,18.0,165.0,412.5,VIPV50_Wp700,SUMMER
38,home,18.5,288.0,720.0,VIPV50_Wp700,SUMMER
38,work,18.5,2.0,5.0,VIPV50_Wp700,SUMMER
38,public,18.5,122.0,305.0,VIPV50_Wp700,SUMMER
39,home,19.0,223.0,557.5,VIPV50_Wp700,SUMMER
39,work,19.0,2.0,5.0,VIPV50_Wp700,SUMMER
39,public,19.0,99.0,247.5,VIPV50_Wp700,SUMMER
40,home,19.5,204.0,510.0,VIPV50_Wp700,SUMMER
40,work,19.5,3.0,7.5,VIPV50_Wp700,SUMMER
40,public,19.5,69.0,172.5,VIPV50_Wp700,SUMMER
41,home,20.0,141.0,352.5,VIPV50_Wp700,SUMMER
41,work,20.0,0.0,0.0,VIPV50_Wp700,SUMMER
41,public,20.0,46.0,115.0,VIPV50_Wp700,SUMMER
42,home,20.5,124.0,310.0,VIPV50_Wp700,SUMMER
42,work,20.5,0.0,0.0,VIPV50_Wp700,SUMMER
42,public,20.5,36.0,90.0,VIPV50_Wp700,SUMMER
43,home,21.0,112.0,280.0,VIPV50_Wp700,SUMMER
43,work,21.0,0.0,0.0,VIPV50_Wp700,SUMMER
43,public,21.0,38.0,95.0,VIPV50_Wp700,SUMMER
44,home,21.5,86.0,215.0,VIPV50_Wp700,SUMMER
44,work,21.5,0.0,0.0,VIPV50_Wp700,SUMMER
44,public,21.5,14.0,35.0,VIPV50_Wp700,SUMMER
45,home,22.0,465.0,1162.5,VIPV50_Wp700,SUMMER
45,work,22.0,0.0,0.0,VIPV50_Wp700,SUMMER
45,public,22.0,72.0,180.0,VIPV50_Wp700,SUMMER
46,home,22.5,534.0,1335.0,VIPV50_Wp700,SUMMER
46,work,22.5,0.0,0.0,VIPV50_Wp700,SUMMER
46,public,22.5,76.0,190.0,VIPV50_Wp700,SUMMER
47,home,23.0,464.0,1160.0,VIPV50_Wp700,SUMMER
47,work,23.0,0.0,0.0,VIPV50_Wp700,SUMMER
47,public,23.0,64.0,160.0,VIPV50_Wp700,SUMMER
48,home,23.5,339.0,847.5,VIPV50_Wp700,SUMMER
48,work,23.5,0.0,0.0,VIPV50_Wp700,SUMMER
48,public,23.5,78.0,195.0,VIPV50_Wp700,SUMMER
1,home,0.0,769.0,1922.5,VIPV50_Wp700,AUTUMN
1,work,0.0,1.0,2.5,VIPV50_Wp700,AUTUMN
1,public,0.0,150.0,375.0,VIPV50_Wp700,AUTUMN
2,home,0.5,562.0,1405.0,VIPV50_Wp700,AUTUMN
2,work,0.5,0.0,0.0,VIPV50_Wp700,AUTUMN
2,public,0.5,128.0,320.0,VIPV50_Wp700,AUTUMN
3,home,1.0,265.0,662.5,VIPV50_Wp700,AUTUMN
3,work,1.0,0.0,0.0,VIPV50_Wp700,AUTUMN
3,public,1.0,49.0,122.5,VIPV50_Wp700,AUTUMN
4,home,1.5,91.0,227.5,VIPV50_Wp700,AUTUMN
4,work,1.5,0.0,0.0,VIPV50_Wp700,AUTUMN
4,public,1.5,28.0,70.0,VIPV50_Wp700,AUTUMN
5,home,2.0,23.0,57.5,VIPV50_Wp700,AUTUMN
5,work,2.0,0.0,0.0,VIPV50_Wp700,AUTUMN
5,public,2.0,9.0,22.5,VIPV50_Wp700,AUTUMN
6,home,2.5,9.0,22.5,VIPV50_Wp700,AUTUMN
6,work,2.5,0.0,0.0,VIPV50_Wp700,AUTUMN
6,public,2.5,1.0,2.5,VIPV50_Wp700,AUTUMN
7,home,3.0,1.0,2.5,VIPV50_Wp700,AUTUMN
7,work,3.0,0.0,0.0,VIPV50_Wp700,AUTUMN
7,public,3.0,0.0,0.0,VIPV50_Wp700,AUTUMN
8,home,3.5,0.0,0.0,VIPV50_Wp700,AUTUMN
8,work,3.5,0.0,0.0,VIPV50_Wp700,AUTUMN
8,public,3.5,0.0,0.0,VIPV50_Wp700,AUTUMN
9,home,4.0,0.0,0.0,VIPV50_Wp700,AUTUMN
9,work,4.0,5.0,12.5,VIPV50_Wp700,AUTUMN
9,public,4.0,1.0,2.5,VIPV50_Wp700,AUTUMN
10,home,4.5,0.0,0.0,VIPV50_Wp700,AUTUMN
10,work,4.5,12.0,30.0,VIPV50_Wp700,AUTUMN
10,public,4.5,5.0,12.5,VIPV50_Wp700,AUTUMN
11,home,5.0,1.0,2.5,VIPV50_Wp700,AUTUMN
11,work,5.0,37.0,92.5,VIPV50_Wp700,AUTUMN
11,public,5.0,11.0,27.5,VIPV50_Wp700,AUTUMN
12,home,5.5,1.0,2.5,VIPV50_Wp700,AUTUMN
12,work,5.5,49.0,122.5,VIPV50_Wp700,AUTUMN
12,public,5.5,28.0,70.0,VIPV50_Wp700,AUTUMN
13,home,6.0,2.0,5.0,VIPV50_Wp700,AUTUMN
13,work,6.0,93.0,232.5,VIPV50_Wp700,AUTUMN
13,public,6.0,65.0,162.5,VIPV50_Wp700,AUTUMN
14,home,6.5,4.0,10.0,VIPV50_Wp700,AUTUMN
14,work,6.5,142.0,355.0,VIPV50_Wp700,AUTUMN
14,public,6.5,92.0,230.0,VIPV50_Wp700,AUTUMN
15,home,7.0,15.0,37.5,VIPV50_Wp700,AUTUMN
15,work,7.0,275.0,687.5,VIPV50_Wp700,AUTUMN
15,public,7.0,177.0,442.5,VIPV50_Wp700,AUTUMN
16,home,7.5,13.0,32.5,VIPV50_Wp700,AUTUMN
16,work,7.5,296.0,740.0,VIPV50_Wp700,AUTUMN
16,public,7.5,227.0,567.5,VIPV50_Wp700,AUTUMN
17,home,8.0,12.0,30.0,VIPV50_Wp700,AUTUMN
17,work,8.0,177.0,442.5,VIPV50_Wp700,AUTUMN
17,public,8.0,217.0,542.5,VIPV50_Wp700,AUTUMN
18,home,8.5,41.0,102.5,VIPV50_Wp700,AUTUMN
18,work,8.5,124.0,310.0,VIPV50_Wp700,AUTUMN
18,public,8.5,166.0,415.0,VIPV50_Wp700,AUTUMN
19,home,9.0,46.0,115.0,VIPV50_Wp700,AUTUMN
19,work,9.0,79.0,197.5,VIPV50_Wp700,AUTUMN
19,public,9.0,178.0,445.0,VIPV50_Wp700,AUTUMN
20,home,9.5,82.0,205.0,VIPV50_Wp700,AUTUMN
20,work,9.5,43.0,107.5,VIPV50_Wp700,AUTUMN
20,public,9.5,179.0,447.5,VIPV50_Wp700,AUTUMN
21,home,10.0,81.0,202.5,VIPV50_Wp700,AUTUMN
21,work,10.0,39.0,97.5,VIPV50_Wp700,AUTUMN
21,public,10.0,200.0,500.0,VIPV50_Wp700,AUTUMN
22,home,10.5,118.0,295.0,VIPV50_Wp700,AUTUMN
22,work,10.5,40.0,100.0,VIPV50_Wp700,AUTUMN
