HexID,chargerAccessType,noVIPV_cost,noVIPV_time_min,VIPV_cost,VIPV_time_min,Cost_saving_SEK_day,Time_saving_min_day,Cost_reduction_pct,Time_reduction_pct
135,home,2692.1197362542202,12193.021347031961,2286.5734884649055,9668.156392694063,405.54624778931475,2524.864954337898,15.06419801199431,20.707459476010047
135,public,2650.321268669957,2077.0784246575345,2318.0616438356165,1907.1251141552511,332.2596248343407,169.95331050228333,12.536579197475275,8.182325158488178
135,work,1442.1917808219177,2657.727853881279,1267.4794520547946,2570.709817351598,174.71232876712315,87.01803652968101,12.11436170212765,3.274151505113741
136,home,3242.2753846541978,13344.572260273973,2710.1903403421707,11378.379566210046,532.0850443120271,1966.1926940639278,16.4108529099781,14.734025607678491
136,public,1396.1712328767123,1238.966210045662,907.3869863013699,837.1803652968036,488.7842465753424,401.78584474885827,35.00890399870487,32.429120462780865
136,work,445.2328767123288,851.0288812785388,636.0,1121.0858447488586,-190.7671232876712,-270.0569634703197,-42.84659405575041,-31.732996307316977
137,home,1865.1042446691927,7829.732762557077,1739.6936574083686,7063.071917808219,125.41058726082406,766.6608447488579,6.724052428665601,9.791660430802208
137,public,1494.5684931506848,1184.0396118721462,911.6061643835617,704.9060502283105,582.9623287671232,479.1335616438357,39.00539396078035,40.46600779565583
137,work,380.4931506849315,842.1856164383562,173.36986301369862,380.2957762557077,207.12328767123287,461.88984018264847,54.435483870967744,54.844185315821825
138,home,0.0,0.0,0.0,0.0,0.0,0.0,,
138,public,3264.02397260274,3114.3186073059355,3071.900684931507,2805.309474885845,192.1232876712329,309.00913242009074,5.886086906341971,9.922206793331316
138,work,641.6986301369863,1352.0974885844746,508.6575342465753,1121.3020547945205,133.04109589041093,230.79543378995413,20.73264452224404,17.069437354815022
139,home,1778.979422386743,8266.133789954338,1744.7878707299265,8027.9196347031975,34.1915516568165,238.21415525114026,1.9219756691139172,2.881808609735267
139,public,0.0,0.0,0.0,0.0,0.0,0.0,,
139,work,366.16438356164383,759.8035388127854,174.73972602739727,483.6746575342466,191.42465753424656,276.1288812785388,52.278338945005615,36.34214203713739
14,home,195.0119307600268,1030.0285388127854,213.9162622911077,1182.1170091324202,-18.904331531080913,-152.08847031963478,-9.693935882489038,-14.765461789527938
14,public,0.0,0.0,0.0,0.0,0.0,0.0,,
14,work,0.0,0.0,0.0,0.0,0.0,0.0,,
140,home,233.22547299458466,1370.488698630137,224.88784564852065,1277.180707762557,8.33762734606401,93.30799086757997,3.574921400741507,6.80837360868757
140,public,599.7260273972603,545.3409817351597,382.13698630136986,334.98093607305935,217.58904109589042,210.3600456621004,36.28140703517588,38.57403949227861
140,work,0.0,0.0,0.0,0.0,0.0,0.0,,
141,home,4516.683985543735,19042.740753424656,4239.761914641702,17433.078538812788,276.92207090203283,1609.662214611868,6.13109245163841,8.45289150051778
141,public,2212.695205479452,1851.1061643835617,2304.123287671233,1787.1214611872144,-91.42808219178096,63.984703196347255,-4.131978139843716,3.4565658322279345
141,work,503.28767123287673,930.9083333333334,569.7534246575342,1099.9546803652968,-66.46575342465746,-169.04634703196336,-13.206314643440379,-18.159290338142497
142,home,2272.8607682218685,10114.357191780822,1967.7812902338158,9097.274315068493,305.07947798805276,1017.0828767123294,13.422708608179557,10.055833083874438
142,public,6133.201149608537,5609.8713470319635,5074.013698630137,4663.028767123287,1059.1874509784002,946.8425799086763,17.26973280577965,16.87815141089868
142,work,2034.7123287671234,4197.904337899544,2280.7397260273974,4504.798287671233,-246.02739726027403,-306.8939497716892,-12.091507668277972,-7.310646576697509
143,home,1498.6199917563843,6594.722374429224,1488.8884283110608,6287.997488584474,9.731563445323445,306.72488584475013,0.649368318776933,4.651065934694443
143,public,3065.3082191780823,2664.6157534246577,2027.0513698630136,1670.0199771689497,1038.2568493150686,994.595776255708,33.871205604030976,37.3260487924917
143,work,1498.849315068493,2799.6858447488585,1019.068493150685,1895.225799086758,479.7808219178081,904.4600456621006,32.00994370110404,32.305769140438464
