Scenario,TimeIndex,Hour,chargerAccessType,Annual_avg_daily_chargingTime_min,Annual_total_chargingTime_min,Annual_avg_daily_chargingCost_SEK,Annual_total_chargingCost_SEK,Annual_avg_daily_energy_kWh,Annual_total_energy_kWh
VIPV50_Wp700,13,6.0,public,4304.069292237443,1570985.2916666665,3745.3994457568206,1367070.7977012396,680.9817174103312,248558.32685477086
VIPV50_Wp700,13,6.0,work,8406.589840182649,3068405.291666667,3761.3745759909857,1372901.7202367098,940.3436439977464,343225.43005917745
VIPV50_Wp700,14,6.5,home,767.0140410958904,279960.125,192.64578123907447,70315.71015226218,77.05831249562979,28126.284060904873
VIPV50_Wp700,14,6.5,public,8419.535045662102,3073130.291666667,7539.635577276728,2751966.9857060057,1370.8428322321324,500357.6337647283
VIPV50_Wp700,14,6.5,work,16438.59566210046,6000087.416666667,7452.995985087368,2720343.5345568894,1863.248996271842,680085.8836392224
VIPV50_Wp700,15,7.0,home,1048.9889269406394,382880.9583333334,289.9543836956758,105833.35004892167,105.9691441618119,38678.73761906134
VIPV50_Wp700,15,7.0,public,14066.287328767123,5134194.875,13383.98389340804,4885154.121093934,2433.45161698328,888209.8401988972
VIPV50_Wp700,15,7.0,work,26458.01894977169,9657176.916666666,12317.767406992854,4495985.103552392,3079.4418517482136,1123996.275888098
VIPV50_Wp700,16,7.5,home,1627.8720319634706,594173.2916666667,439.98191894611665,160593.40041533258,161.08700290900236,58796.75606178586
VIPV50_Wp700,16,7.5,public,23566.772716894982,8601872.041666668,22146.369468587036,8083424.856034269,4026.612630652189,1469713.610188049
VIPV50_Wp700,16,7.5,work,44441.52682648402,16221157.291666666,20998.344092448737,7664395.593743789,5249.586023112184,1916098.8984359473
