hour_of_day,mode,pvEnergyProduced_kWh,pvEnergyStored_kWh,pvEnergyWasted_kWh,Scenario,Season,Adoption_pct,System_Wp,Annual_factor_full,pvEnergyProduced_annual_kWh_full,pvEnergyStored_annual_kWh_full,pvEnergyWasted_annual_kWh_full
16,PARKED_OPEN,124.96835941755603,123.92084089562658,1.0475185452997975,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,16424.41295202165,16286.739089139492,137.67386595368765
17,DRIVING,18.54749099511119,18.527191178365662,0.02029982022385161,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,2437.670245071756,2435.0022691566296,2.66797637227764
17,PARKED_OPEN,41.57762052399988,41.37498954919812,0.20263098948804725,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,5464.4872688685555,5437.8557693231805,26.631501475571923
18,DRIVING,3.38579034088884,3.3825493119022356,0.0032410309875211514,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,444.98958765967603,444.56362385000807,0.425964072645637
18,PARKED_OPEN,7.120004555111941,7.093678005986321,0.026326558005746268,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,935.7720272432836,932.3119665010593,3.4600619093266523
19,DRIVING,0.34691107733333276,0.3466815372016735,0.00022954137509905557,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,45.59402730666659,45.563859175077084,0.03016829501301873
19,PARKED_OPEN,0.5876972591110827,0.5873067092387013,0.00039055193369722847,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,77.24021119745657,77.18888178565788,0.05132968271449288
4,DRIVING,0.000771194666666666,0.000771194645791418,2.0879401065675924e-11,VIPV20_Wp400,AUTUMN,20,400,130.0,0.10025530666666659,0.10025530395288433,2.71432213853787e-09
4,PARKED_OPEN,1122.5507768578414,974.5219145591406,148.02886235332184,VIPV20_Wp400,AUTUMN,20,400,130.0,145931.60099151937,126687.84889268827,19243.75210593184
5,DRIVING,0.10062955488888686,0.10055009817948486,7.945671771849255e-05,VIPV20_Wp400,AUTUMN,20,400,130.0,13.081842135555291,13.071512763333033,0.010329373303404032
5,PARKED_OPEN,112.41335861556773,105.2005573078547,7.212801312064173,VIPV20_Wp400,AUTUMN,20,400,130.0,14613.736620023805,13676.07245002111,937.6641705683426
6,DRIVING,2.7733343657777314,2.7657710452207818,0.0075633208517002235,VIPV20_Wp400,AUTUMN,20,400,130.0,360.5334675511051,359.55023587870164,0.9832317107210291
6,PARKED_OPEN,407.06062513285787,384.92013272201336,22.14049242687335,VIPV20_Wp400,AUTUMN,20,400,130.0,52917.88126727152,50039.61725386174,2878.2640154935357
7,DRIVING,26.416685042666685,26.343221222901313,0.07346382317771198,VIPV20_Wp400,AUTUMN,20,400,130.0,3434.169055546669,3424.6187589771707,9.550297013102558
7,PARKED_OPEN,914.5690645507719,858.7664109963333,55.80265358771106,VIPV20_Wp400,AUTUMN,20,400,130.0,118893.97839160035,111639.63342952332,7254.344966402438
8,DRIVING,25.81931215833339,25.740116065239572,0.07919609537500893,VIPV20_Wp400,AUTUMN,20,400,130.0,3356.5105805833405,3346.2150884811444,10.295492398751161
8,PARKED_OPEN,565.9672587555787,537.3305740335176,28.63668474033072,VIPV20_Wp400,AUTUMN,20,400,130.0,73575.74363822522,69852.97462435729,3722.7690162429935
9,DRIVING,24.30838033233335,24.246961522804604,0.06141881091500281,VIPV20_Wp400,AUTUMN,20,400,130.0,3160.0894432033356,3152.1049979645986,7.984445418950365
9,PARKED_OPEN,279.033651630977,265.40798532223596,13.625666315726054,VIPV20_Wp400,AUTUMN,20,400,130.0,36274.374712027005,34503.038091890674,1771.3366210443871
10,DRIVING,47.760493290666886,47.65982443530995,0.1006688563218257,VIPV20_Wp400,AUTUMN,20,400,130.0,6208.8641277866955,6195.7771765902935,13.086951321837342
10,PARKED_OPEN,321.7625387174179,307.2852779211621,14.477260801623821,VIPV20_Wp400,AUTUMN,20,400,130.0,41829.13003326433,39947.08612975107,1882.0439042110968
11,DRIVING,54.73198823999992,54.638323879862504,0.09366436040880269,VIPV20_Wp400,AUTUMN,20,400,130.0,7115.158471199989,7102.982104382126,12.17636685314435
11,PARKED_OPEN,317.37176427373583,305.51592564026816,11.855838638905723,VIPV20_Wp400,AUTUMN,20,400,130.0,41258.32935558566,39717.070333234864,1541.2590230577441
12,DRIVING,55.06041852077753,54.99515987070889,0.06525865036605649,VIPV20_Wp400,AUTUMN,20,400,130.0,7157.854407701079,7149.370783192156,8.483624547587343
12,PARKED_OPEN,255.16467171475873,248.74062673328245,6.424044988955143,VIPV20_Wp400,AUTUMN,20,400,130.0,33171.40732291863,32336.28147532672,835.1258485641686
13,DRIVING,43.143127946221895,43.093977473357185,0.04915047410517363,VIPV20_Wp400,AUTUMN,20,400,130.0,5608.606633008846,5602.217071536434,6.389561633672573
13,PARKED_OPEN,174.90315338043627,171.54896608983537,3.354187298704781,VIPV20_Wp400,AUTUMN,20,400,130.0,22737.409939456713,22301.365591678597,436.0443488316215
14,DRIVING,26.186229608666302,26.156140422577103,0.030089186970609944,VIPV20_Wp400,AUTUMN,20,400,130.0,3404.2098491266192,3400.2982549350236,3.9115943061792926
14,PARKED_OPEN,81.49357670221141,80.68416852955372,0.8094081780476744,VIPV20_Wp400,AUTUMN,20,400,130.0,10594.164971287484,10488.941908841984,105.22306314619767
15,DRIVING,16.474167480333186,16.45123524346631,0.022932237268360918,VIPV20_Wp400,AUTUMN,20,400,130.0,2141.641772443314,2138.6605816506203,2.9811908448869193
15,PARKED_OPEN,38.043289062002955,37.768614060712444,0.2746750071612092,VIPV20_Wp400,AUTUMN,20,400,130.0,4945.627578060385,4909.919827892618,35.7077509309572
16,DRIVING,5.952077826888764,5.944745281276171,0.007332548163455307,VIPV20_Wp400,AUTUMN,20,400,130.0,773.7701174955392,772.8168865659023,0.9532312612491899
16,PARKED_OPEN,9.787928227554405,9.754576261925072,0.03335196948611733,VIPV20_Wp400,AUTUMN,20,400,130.0,1272.4306695820726,1268.0949140502594,4.335756033195253
17,DRIVING,0.3866180686666675,0.3862115615003466,0.00040650733567522873,VIPV20_Wp400,AUTUMN,20,400,130.0,50.26034892666677,50.207502995045054,0.05284595363777973
17,PARKED_OPEN,0.5971847342222308,0.5964613153867621,0.0007234190877016397,VIPV20_Wp400,AUTUMN,20,400,130.0,77.63401544889001,77.53997100027907,0.09404448140121316
6,DRIVING,0.09544751644444383,0.09544751632098618,1.2350059601626583e-10,VIPV20_Wp400,WINTER,20,400,128.57142857142856,12.271823542857062,12.271823526983935,1.5878648059234175e-08
6,PARKED_OPEN,780.9309783554346,698.1962048044601,82.7347735941002,VIPV20_Wp400,WINTER,20,400,128.57142857142856,100405.41150284158,89768.08347485914,10637.328033527168
7,DRIVING,3.9824536702221467,3.975480782627674,0.006972888111220552,VIPV20_Wp400,WINTER,20,400,128.57142857142856,512.0297575999903,511.13324348070086,0.8965141857283565
7,PARKED_OPEN,491.4870154789709,457.18188669853623,34.30512880765032,VIPV20_Wp400,WINTER,20,400,128.57142857142856,63191.18770443911,58780.528289811795,4410.659418126469
8,DRIVING,9.876521271666448,9.851369443574951,0.025151830337897828,VIPV20_Wp400,WINTER,20,400,128.57142857142856,1269.8384492142575,1266.6046427453507,3.2338067577297203
8,PARKED_OPEN,311.41920025873645,291.8210572829433,19.59814299182386,VIPV20_Wp400,WINTER,20,400,128.57142857142856,40039.611461837536,37519.850222092704,2519.7612418059243
9,DRIVING,15.03464811899974,15.00080572718675,0.03384239282522859,VIPV20_Wp400,WINTER,20,400,128.57142857142856,1933.0261867285378,1928.6750220668675,4.351164791815104
9,PARKED_OPEN,161.21815546746643,152.79115344093313,8.427002032061091,VIPV20_Wp400,WINTER,20,400,128.57142857142856,20728.048560102823,19644.576870977115,1083.4716898364259
10,DRIVING,27.963753822666508,27.904551857668523,0.05920196511876921,VIPV20_Wp400,WINTER,20,400,128.57142857142856,3595.339777199979,3587.728095985952,7.611681229556041
10,PARKED_OPEN,182.99551793800325,176.13460971760293,6.860908225866562,VIPV20_Wp400,WINTER,20,400,128.57142857142856,23527.995163457555,22645.878392263232,882.1167718971293
11,DRIVING,33.3369154016666,33.28589987600545,0.05101552580491103,VIPV20_Wp400,WINTER,20,400,128.57142857142856,4286.174837357134,4279.615698343558,6.559139032059989
11,PARKED_OPEN,177.5936252767606,172.77963648390002,4.813988801550463,VIPV20_Wp400,WINTER,20,400,128.57142857142856,22833.466107012075,22214.524690787144,618.9414173422023
12,DRIVING,31.74821248011081,31.710074487723887,0.03813799423646658,VIPV20_Wp400,WINTER,20,400,128.57142857142856,4081.9130331571037,4077.009576993071,4.903456401831416
12,PARKED_OPEN,140.84620995399465,138.3830861060578,2.463123858059073,VIPV20_Wp400,WINTER,20,400,128.57142857142856,18108.79842265645,17792.111070778858,316.68735317902366
13,DRIVING,25.052822679999778,25.02741360225664,0.025409079555209695,VIPV20_Wp400,WINTER,20,400,128.57142857142856,3221.0772017142567,3217.810320290139,3.266881657098389
13,PARKED_OPEN,92.5894125025545,91.23020266124657,1.3592098484315414,VIPV20_Wp400,WINTER,20,400,128.57142857142856,11904.35303604272,11729.597485017413,174.75555194119815
14,DRIVING,14.866224577000045,14.846317041313952,0.019907535940006504,VIPV20_Wp400,WINTER,20,400,128.57142857142856,1911.371731328577,1908.8121910260793,2.559540335143693
14,PARKED_OPEN,36.99574692377823,36.68918361377162,0.30656331435637707,VIPV20_Wp400,WINTER,20,400,128.57142857142856,4756.5960330572,4717.180750342065,39.415283274391335
15,DRIVING,6.496249959444287,6.48785379376291,0.008396167913102883,VIPV20_Wp400,WINTER,20,400,128.57142857142856,835.2321376428368,834.1526306266597,1.0795073031132276
15,PARKED_OPEN,9.606584532221872,9.5882676491513,0.01831688632995667,VIPV20_Wp400,WINTER,20,400,128.57142857142856,1235.1322969999549,1232.7772691765956,2.3550282424230002
2,PARKED_OPEN,5363.9946426912265,4704.937193617087,659.0574491314514,VIPV20_Wp700,SPRING,20,700,131.42857142857142,704982.1530394183,618363.1740182457,86618.97902870504
3,DRIVING,7.128275000000007e-05,7.116199711958568e-05,1.2075288041432358e-07,VIPV20_Wp700,SPRING,20,700,131.42857142857142,0.009368590000000008,0.00935271962143126,1.587037856873967e-05
3,PARKED_OPEN,11.648746839334226,10.826392573672194,0.8223542658818512,VIPV20_Wp700,SPRING,20,700,131.42857142857142,1530.9781560267838,1422.8973096826312,108.0808463730433
4,DRIVING,0.13331863105555328,0.13292295183936176,0.000395679217464136,VIPV20_Wp700,SPRING,20,700,131.42857142857142,17.521877224444143,17.469873670316115,0.05200355429528644
4,PARKED_OPEN,55.91207451394943,51.917188382853276,3.994886131536714,VIPV20_Wp700,SPRING,20,700,131.42857142857142,7348.44407897621,6823.40190174643,525.0421772876824
5,DRIVING,2.3594848796944055,2.355295636287619,0.0041892434824274015,VIPV20_Wp700,SPRING,20,700,131.42857142857142,310.1037270455504,309.5531407692299,0.550586286261887
5,PARKED_OPEN,499.8136183392146,460.6693046903904,39.1443136534506,VIPV20_Wp700,SPRING,20,700,131.42857142857142,65689.7898388682,60545.1086164513,5144.681223024936
6,DRIVING,26.70202108699994,26.631890938953017,0.07013014979355874,VIPV20_Wp700,SPRING,20,700,131.42857142857142,3509.408485719992,3500.1913805481104,9.217105401439147
6,PARKED_OPEN,1703.8827249354272,1614.6599532957728,89.22277165186664,VIPV20_Wp700,SPRING,20,700,131.42857142857142,223938.8724200847,212212.45100458726,11726.42141710247
7,DRIVING,149.3116035757493,148.96229093342686,0.3493126427141918,VIPV20_Wp700,SPRING,20,700,131.42857142857142,19623.810755669907,19577.90109410753,45.909661613865204
7,PARKED_OPEN,3844.976012413398,3582.307161867213,262.6688505703722,VIPV20_Wp700,SPRING,20,700,131.42857142857142,505339.704488618,470817.51270254795,34522.19178924891
8,DRIVING,117.08580771650045,116.79328150070437,0.29252621598102646,VIPV20_Wp700,SPRING,20,700,131.42857142857142,15388.420442740058,15349.974140092572,38.44630267179205
8,PARKED_OPEN,2443.7125157614696,2257.5195323152184,186.19298346594763,VIPV20_Wp700,SPRING,20,700,131.42857142857142,321173.64492865023,296702.5671042858,24471.077826953115
9,DRIVING,109.12040614650037,108.89538760333039,0.22501854336178992,VIPV20_Wp700,SPRING,20,700,131.42857142857142,14341.539093540048,14311.965227866278,29.5738656989781
9,PARKED_OPEN,1146.727010805173,1070.8823827655663,75.84462804968352,VIPV20_Wp700,SPRING,20,700,131.42857142857142,150712.69284867987,140744.54173490297,9968.151115101262
10,DRIVING,176.915547014888,176.54617251984214,0.36937449630435737,VIPV20_Wp700,SPRING,20,700,131.42857142857142,23251.757607670992,23203.211245464965,48.54636237142982
10,PARKED_OPEN,1322.2654187893033,1268.2673438174404,53.99807498501622,VIPV20_Wp700,SPRING,20,700,131.42857142857142,173783.45504087984,166686.56518743502,7096.889855173559
11,DRIVING,209.76506459475092,209.45067428055285,0.31439031545340906,VIPV20_Wp700,SPRING,20,700,131.42857142857142,27569.12277531012,27527.802905444085,41.31987003101948
11,PARKED_OPEN,1302.4772410372723,1262.472223119086,40.00501793460164,VIPV20_Wp700,SPRING,20,700,131.42857142857142,171182.72310775577,165924.92075279416,5257.802357119072
12,DRIVING,209.80597645525114,209.56311099482545,0.24286546343034382,VIPV20_Wp700,SPRING,20,700,131.42857142857142,27574.499762690146,27542.580302177055,31.919460907988043
12,PARKED_OPEN,1189.2777780946847,1152.650930700622,36.62684740997377,VIPV20_Wp700,SPRING,20,700,131.42857142857142,156305.07940672996,151491.265177796,4813.814231025123
13,DRIVING,184.93992414313755,184.76403353114563,0.17589061308830092,VIPV20_Wp700,SPRING,20,700,131.42857142857142,24306.39003024093,24283.272978379136,23.117052005890976
13,PARKED_OPEN,951.6025120165903,925.824735534064,25.77777649748493,VIPV20_Wp700,SPRING,20,700,131.42857142857142,125067.75872218043,121679.82238447697,3387.9363396694475
14,DRIVING,136.90186981741596,136.71483793320672,0.18703188544506433,VIPV20_Wp700,SPRING,20,700,131.42857142857142,17992.81717600324,17968.235842650025,24.581333515637024
14,PARKED_OPEN,535.2891448123855,524.4844581138136,10.804686711795917,VIPV20_Wp700,SPRING,20,700,131.42857142857142,70352.28760391352,68932.24306638693,1420.044539264606
15,DRIVING,123.09632687041538,122.93499528458808,0.16133158637277226,VIPV20_Wp700,SPRING,20,700,131.42857142857142,16178.374388683163,16157.170808831575,21.20357992327864
15,PARKED_OPEN,353.5233210831308,349.4663125390038,4.0570085613411,VIPV20_Wp700,SPRING,20,700,131.42857142857142,46463.06505664004,45929.85821941192,533.2068394905446
16,DRIVING,64.51440674330473,64.4192382624431,0.09516848473532155,VIPV20_Wp700,SPRING,20,700,131.42857142857142,8479.036314834335,8466.528457349665,12.507857993785118
16,PARKED_OPEN,138.80619832645914,138.17576883423365,0.630429510890128,VIPV20_Wp700,SPRING,20,700,131.42857142857142,18243.100351477486,18160.24390392785,82.85645000270253
17,DRIVING,15.503499162861068,15.48778780525179,0.01571136097735396,VIPV20_Wp700,SPRING,20,700,131.42857142857142,2037.6027471188831,2035.5378258330923,2.0649217284522345
17,PARKED_OPEN,28.837651358248614,28.75677876817214,0.0808725991172625,VIPV20_Wp700,SPRING,20,700,131.42857142857142,3790.0913213698177,3779.462352388338,10.628970169697356
18,DRIVING,1.940115501722162,1.938519354863855,0.0015961486539097357,VIPV20_Wp700,SPRING,20,700,131.42857142857142,254.98660879776986,254.77682949639237,0.20977953737099383
18,PARKED_OPEN,3.360873990055988,3.351266927502385,0.009607065704619172,VIPV20_Wp700,SPRING,20,700,131.42857142857142,441.71486726450127,440.4522247574563,1.2626429211785195
19,DRIVING,0.010801315194444378,0.010792469787840773,8.84540675489018e-06,VIPV20_Wp700,SPRING,20,700,131.42857142857142,1.4196014255555467,1.41843888640193,0.0011625391734998523
19,PARKED_OPEN,0.017833592388889694,0.017818391159609374,1.5201229296815082e-05,VIPV20_Wp700,SPRING,20,700,131.42857142857142,2.3438435711112167,2.341845695262946,0.0019978758504385534
2,PARKED_OPEN,4789.769741372212,4210.688700792216,579.0810406959951,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,629512.5945803478,553404.8006755484,76107.79392004506
3,DRIVING,0.000846095250000007,0.0008446620059013366,1.4332499999999996e-06,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,0.1112010900000009,0.11101272077560423,0.00018836999999999993
3,PARKED_OPEN,13.30689375749464,12.735238075155971,0.5716556825366995,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,1748.9060366992953,1673.774147020499,75.13188970482337
4,DRIVING,0.2666439805555529,0.26581862929398226,0.0008253513571761351,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,35.04463744444409,34.93616270720909,0.10847474980029204
4,PARKED_OPEN,51.74331672047081,45.24587588698664,6.497440834097459,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,6800.550197547592,5946.600830861101,853.9493667670945
5,DRIVING,3.578427623749985,3.5716906769352743,0.00673694691728766,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,470.307630549998,469.4222032543503,0.8854273091292352
5,PARKED_OPEN,422.8537230578232,397.33924626333004,25.514476799432355,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,55575.06074474247,52221.7295088948,3353.3312364968233
6,DRIVING,29.566510116888765,29.487593736541893,0.07891638195958119,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,3885.884186791094,3875.512319659791,10.371867343259241
6,PARKED_OPEN,1531.881740760147,1443.236818375653,88.64492239906201,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,201333.0287856193,189682.55327222866,11650.475515305292
7,DRIVING,138.99526452038867,138.64227331137226,0.35299120953697277,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,18267.949051251082,18221.55592092321,46.393130396287845
7,PARKED_OPEN,3312.7331294126757,3103.6460506544877,209.0870787869696,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,435387.78272280877,407907.7666574469,27480.016069144574
8,DRIVING,105.9164040822226,105.65781506513109,0.2585890174941375,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,13920.441679377825,13886.455694274371,33.98598515637235
8,PARKED_OPEN,2078.3168935337194,1950.840086635781,127.47680691914148,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,273150.2202930031,256396.1256721312,16754.09462365859
9,DRIVING,90.31655251947113,90.09996412504442,0.21658839638522684,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,11870.175473987632,11841.709570720122,28.465903524915525
9,PARKED_OPEN,1021.8131875578956,963.60089795383,58.21228961431072,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,134295.44750760912,126644.6894453605,7650.758063595123
10,DRIVING,149.0527510960816,148.78188227060298,0.27086882567239623,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,19589.79014405644,19554.190241279248,35.59990280265779
10,PARKED_OPEN,1138.2415076164068,1090.7989977922257,47.44250983378104,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,149597.45528672772,143362.15399554966,6235.301292439793
11,DRIVING,172.20674267902876,171.94772672240134,0.2590159569805927,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,22632.88618067235,22598.844083515603,34.04209720316361
11,PARKED_OPEN,1116.0239474139048,1072.5420046508943,43.481942776339636,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,146677.43308868463,140962.66346840325,5714.769622033209
12,DRIVING,174.93862540544282,174.72244793227355,0.21617747589065747,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,22991.93362471534,22963.521728241663,28.41189683134355
12,PARKED_OPEN,1069.934412774122,1026.9330628253942,43.00134996373884,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,140619.9513931703,134968.34539990895,5651.605995234247
13,DRIVING,163.16034623660983,163.021742873225,0.13860336507548554,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,21443.931219668717,21425.714777623856,18.21644226706381
13,PARKED_OPEN,928.9356652830534,902.3939415590787,26.54172373806384,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,122088.68743720128,118600.34660490748,3488.340834145533
14,DRIVING,126.0555028996666,125.93213298524591,0.12336991549055143,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,16567.294666813323,16551.080335203747,16.21433175018676
14,PARKED_OPEN,573.9573845455453,563.395739474691,10.561645081944576,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,75434.39911170023,74046.29718810224,1388.1019250555728
15,DRIVING,125.07345098966647,124.93951070803298,0.13394028327432608,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,16438.224987213307,16420.621407341478,17.603580087482854
15,PARKED_OPEN,424.76399627661743,418.7173836583174,6.0466126316842,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,55826.12522492686,55031.42756652171,794.6976601642091
16,DRIVING,82.66183118297141,82.54421436625259,0.11761681810129782,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,10864.12638404767,10848.66817385034,15.458210379027712
16,PARKED_OPEN,217.100516425753,215.00347615747492,2.097040281549785,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,28533.21073024182,28257.599723553845,275.61100843225745
17,DRIVING,32.45608174861135,32.41981822321925,0.03626352753603613,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,4265.65645838892,4260.890395051672,4.766063619021891
17,PARKED_OPEN,67.41616970667545,67.04435131900101,0.3718183967005797,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,8860.410875734486,8811.54331621156,48.86756070921904
18,DRIVING,5.9238101751109635,5.919443118845936,0.004367056507296278,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,778.5579087288694,777.9839527626086,0.5739559981017965
18,PARKED_OPEN,12.207549472999196,12.16833078643908,0.03921869315407657,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,1604.420787879894,1599.2663319319931,5.154456814535777
19,DRIVING,0.6072214065555556,0.606759102104956,0.000462305924393688,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,79.80624200444444,79.74548199093707,0.06076020720602756
19,PARKED_OPEN,1.0291581813333315,1.0289905412341798,0.0001676426542743834,VIPV20_Wp700,SUMMER,20,700,131.42857142857142,135.26078954666642,135.23875684792077,0.0220330345617761
4,DRIVING,0.001349590666666676,0.0013495906760957505,0.0,VIPV20_Wp700,AUTUMN,20,700,130.0,0.17544678666666788,0.17544678789244755,0.0
4,PARKED_OPEN,1960.7283251133479,1693.5469540342865,267.1813711593891,VIPV20_Wp700,AUTUMN,20,700,130.0,254894.68226473522,220161.10402445725,34733.57825072058
5,DRIVING,0.1761012357222208,0.1759629160078129,0.00013832004589365226,VIPV20_Wp700,AUTUMN,20,700,130.0,22.893160643888706,22.875179081015673,0.017981605966174794
5,PARKED_OPEN,190.5030175183252,174.0570395273863,16.445977996231857,VIPV20_Wp700,AUTUMN,20,700,130.0,24765.392277382278,22627.41513856022,2137.9771395101416
6,DRIVING,4.850032592999941,4.839982910523942,0.010049683523592706,VIPV20_Wp700,AUTUMN,20,700,130.0,630.5042370899923,629.1977783681124,1.3064588580670518
6,PARKED_OPEN,689.8153867446948,649.7316338917029,40.08375286915162,VIPV20_Wp700,AUTUMN,20,700,130.0,89676.00027681033,84465.11240592138,5210.887872989711
7,DRIVING,46.2511524428331,46.11727986772104,0.13387257831733276,VIPV20_Wp700,AUTUMN,20,700,130.0,6012.649817568304,5995.246382803735,17.403435181253258
7,PARKED_OPEN,1552.0557870140644,1445.3461763390108,106.70961071037696,VIPV20_Wp700,AUTUMN,20,700,130.0,201767.25231182837,187895.0029240714,13872.249392349006
8,DRIVING,45.12320460783337,45.00889227377719,0.11431233434519776,VIPV20_Wp700,AUTUMN,20,700,130.0,5866.016599018339,5851.155995591035,14.860603464875709
8,PARKED_OPEN,955.8017282088672,912.3690122569185,43.432715974894776,VIPV20_Wp700,AUTUMN,20,700,130.0,124254.22466715274,118607.9715933994,5646.2530767363205
9,DRIVING,42.61826115808346,42.52333014757714,0.09493101162374476,VIPV20_Wp700,AUTUMN,20,700,130.0,5540.37395055085,5528.032919185029,12.341031511086818
9,PARKED_OPEN,493.3708577424324,467.2392933744546,26.13156437935023,VIPV20_Wp700,AUTUMN,20,700,130.0,64138.211506516214,60741.1081386791,3397.10336931553
10,DRIVING,83.53431265900036,83.36363994480627,0.17067271532035944,VIPV20_Wp700,AUTUMN,20,700,130.0,10859.460645670048,10837.273192824814,22.187452991646726
10,PARKED_OPEN,554.8849273955377,537.2555358343693,17.62939157442273,VIPV20_Wp700,AUTUMN,20,700,130.0,72135.0405614199,69843.219658468,2291.820904674955
11,DRIVING,95.78421408383375,95.62408981512823,0.16012427132250823,VIPV20_Wp700,AUTUMN,20,700,130.0,12451.947830898387,12431.13167596667,20.81615527192607
11,PARKED_OPEN,534.9496646541952,515.7131928528044,19.23647181456802,VIPV20_Wp700,AUTUMN,20,700,130.0,69543.45640504538,67042.71507086456,2500.7413358938425
12,DRIVING,96.35089838772102,96.22909088268294,0.12180750566198985,VIPV20_Wp700,AUTUMN,20,700,130.0,12525.616790403732,12509.781814748781,15.83497573605868
12,PARKED_OPEN,459.46074001570867,449.53271009685744,9.928029932929864,VIPV20_Wp700,AUTUMN,20,700,130.0,59729.896202042124,58439.25231259147,1290.6438912808824
13,DRIVING,75.53191228508354,75.45774221027915,0.07417007751838714,VIPV20_Wp700,AUTUMN,20,700,130.0,9819.14859706086,9809.50648733629,9.642110077390328
13,PARKED_OPEN,310.37517938660517,304.22677576196634,6.148403640796284,VIPV20_Wp700,AUTUMN,20,700,130.0,40348.773320258675,39549.480849055624,799.2924733035169
14,DRIVING,45.80011232552735,45.74582771537142,0.05428461140260388,VIPV20_Wp700,AUTUMN,20,700,130.0,5954.014602318555,5946.9576029982845,7.0569994823385045
14,PARKED_OPEN,140.21511554556065,138.7241025642685,1.4910129922791235,VIPV20_Wp700,AUTUMN,20,700,130.0,18227.965020922886,18034.133333354905,193.83168899628606
15,DRIVING,28.82992078730524,28.79688449563322,0.0330362933206281,VIPV20_Wp700,AUTUMN,20,700,130.0,3747.889702349681,3743.5949844323186,4.294718131681654
15,PARKED_OPEN,63.88802364272535,63.40563306152891,0.48239059229742653,VIPV20_Wp700,AUTUMN,20,700,130.0,8305.443073554296,8242.732297998758,62.71077699866545
16,DRIVING,10.418243127249864,10.405558931965333,0.012684198149157088,VIPV20_Wp700,AUTUMN,20,700,130.0,1354.3716065424824,1352.7226611554931,1.6489457593904215
16,PARKED_OPEN,16.63858147563827,16.596482078902394,0.04209940722064153,VIPV20_Wp700,AUTUMN,20,700,130.0,2163.015591832975,2157.5426702573113,5.472922938683399
17,DRIVING,0.6763804506666651,0.6756622676390284,0.0007181858448744379,VIPV20_Wp700,AUTUMN,20,700,130.0,87.92945858666646,87.83609479307368,0.09336415983367692
17,PARKED_OPEN,1.0544216736666523,1.0539309002494688,0.0004907774789270288,VIPV20_Wp700,AUTUMN,20,700,130.0,137.0748175766648,137.01101703243094,0.06380107226051374
6,DRIVING,0.16706643955555175,0.16706643935402185,2.0467923585466686e-10,VIPV20_Wp700,WINTER,20,700,128.57142857142856,21.47997079999951,21.47997077408852,2.6315901752742878e-08
6,PARKED_OPEN,1406.1853508303434,1256.7267627657675,149.4585881000535,VIPV20_Wp700,WINTER,20,700,128.57142857142856,180795.2593924727,161579.15521274152,19216.10418429259
7,DRIVING,6.971995277333261,6.960085895071255,0.011909382699253313,VIPV20_Wp700,WINTER,20,700,128.57142857142856,896.3993927999906,894.8681865091612,1.5312063470468542
7,PARKED_OPEN,836.2541438369401,773.7588485946128,62.49529526553498,VIPV20_Wp700,WINTER,20,700,128.57142857142856,107518.38992189229,99483.28053359306,8035.109391283067
8,DRIVING,17.23755376291666,17.19340700320058,0.04414676116990774,VIPV20_Wp700,WINTER,20,700,128.57142857142856,2216.256912374999,2210.5809004115026,5.6760121504167085
