hour_of_day,mode,pvEnergyProduced_kWh,pvEnergyStored_kWh,pvEnergyWasted_kWh,Scenario,Season,Adoption_pct,System_Wp,Annual_factor_full,pvEnergyProduced_annual_kWh_full,pvEnergyStored_annual_kWh_full,pvEnergyWasted_annual_kWh_full
6,PARKED_OPEN,874.2997275862407,826.4416027639762,47.85812483326391,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,114907.96419704877,108618.03922040829,6289.924978086113
7,DRIVING,79.39901659322204,79.17935581973151,0.2196607780260421,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,10435.29932368061,10406.429622021855,28.869702254851244
7,PARKED_OPEN,1916.3214534071396,1789.8088039879704,126.51264943809961,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,251859.39101922404,235232.01423841895,16627.37678329309
8,DRIVING,60.631742702999766,60.4706190955526,0.16112360767875566,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,7968.743326679969,7947.56708112977,21.176245580636458
8,PARKED_OPEN,1217.7453750439163,1145.4172158069644,72.32815924856953,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,160046.53500577185,150540.54836320103,9505.98664409771
9,DRIVING,51.5281945564438,51.417794150837054,0.11040040656253527,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,6772.276998846899,6757.767231252869,14.509767719647492
9,PARKED_OPEN,579.7760658108529,541.7522214103566,38.02384440696721,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,76199.1400779978,71201.72052821828,4997.419550629976
10,DRIVING,85.17360583333293,85.00615193738791,0.16745389614172845,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,11194.245338095185,11172.23711177098,22.008226350055736
10,PARKED_OPEN,662.1215242602797,630.9348137156551,31.18671055144022,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,87021.68604563674,82922.86123120037,4098.824815332143
11,DRIVING,98.35664718333346,98.17615753885106,0.18048964531014275,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,12926.87362980954,12903.152133677566,23.721496240761617
11,PARKED_OPEN,690.2643456478588,667.2526450016667,23.011700654995362,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,90720.45685657572,87696.06191450475,3024.3949432279614
12,DRIVING,99.96999129155601,99.8565639119474,0.1134273796923732,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,13138.913141175932,13124.005542713086,14.907598473854762
12,PARKED_OPEN,643.2737695539971,623.357302145557,19.91646741655017,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,84544.5525699539,81926.95971055892,2617.5928604608794
13,DRIVING,93.27850766933344,93.17369017782504,0.10481749159323342,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,12259.461007969536,12245.684994799862,13.776013180824963
13,PARKED_OPEN,527.9101348425133,510.61476271636724,17.29537213791159,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,69382.47486501603,67109.36881415112,2273.106052411237
14,DRIVING,72.03550140044369,71.95272072136245,0.08278067910437042,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,9467.52304120117,9456.643294807636,10.879746396574397
14,PARKED_OPEN,316.8084794320959,310.97475030494144,5.833729139494932,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,41637.685868218316,40870.96718293516,766.7186869050481
15,DRIVING,71.48882601822159,71.40201598029658,0.08681003834184793,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,9395.674276680551,9384.264957410407,11.409319324928584
15,PARKED_OPEN,256.773091025803,252.41187224203154,4.361218804826712,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,33747.320534819824,33174.131780381285,573.1887572057964
16,DRIVING,47.20994478100014,47.150526861500225,0.05941792337213856,VIPV20_Wp400,SUMMER,20,400,131.42857142857142,6204.735599788589,6196.9263875114575,7.809212786052496
