Scenario,vehicleId,Adoption_pct,System_Wp,PV_produced_annual_kWh_vehicle,PV_stored_annual_kWh_vehicle,PV_wasted_annual_kWh_vehicle,PV_event_count,Driving_event_count,Parked_open_event_count,Mean_start_SoC_frac,Max_start_SoC_frac
VIPV20_Wp1000,1881928,20,1000,506.32401701150127,506.3240170151967,1.0063766408867636e-08,99,56,43,0.6898845117338448,0.8185194301339476
VIPV20_Wp1000,1882072,20,1000,423.0185762546844,423.01857625478084,5.450560729930847e-09,82,49,33,0.5232014566090735,0.721853226874955
VIPV20_Wp1000,1882209,20,1000,532.5702728179742,480.42048200245875,52.14979081982331,338,217,121,0.8614700973253733,1.0
VIPV20_Wp1000,1882561,20,1000,494.1949616801409,451.6401865021925,42.554775181463626,158,98,60,0.7470299319281154,1.0
VIPV20_Wp1000,1883103,20,1000,418.65564527372476,400.94517042615263,17.710474854382042,80,49,31,0.6249979668611402,1.0
VIPV20_Wp1000,1883131,20,1000,529.8979195102568,467.87624970064456,62.021669815053684,181,112,69,0.7754020606431894,1.0
VIPV20_Wp1000,1883234,20,1000,671.5884455499331,621.5308699925249,50.05757556941626,99,56,43,0.7857959755561543,1.0
VIPV20_Wp1000,1883341,20,1000,610.9178486074563,500.2723813881468,110.64546722818012,92,49,43,0.8292068366086136,1.0
VIPV20_Wp1000,1883426,20,1000,528.2864718466438,528.2864718485,6.8572020729040245e-09,96,49,47,0.5437816843777159,0.7115441951548223
VIPV20_Wp1000,1884486,20,1000,562.2478275657218,562.2478275637031,9.505649124298004e-09,102,56,46,0.5695874277583172,0.7273951777909647
VIPV20_Wp1000,1884589,20,1000,398.66371676143746,397.3873047346957,1.2764120361213063,87,49,38,0.5610259118355297,1.0
VIPV20_Wp1000,1884637,20,1000,707.3290973589391,579.2529589546261,128.07613841138738,110,56,54,0.79879416223301,1.0
VIPV20_Wp1000,1884739,20,1000,430.4754168504419,420.5092384715968,9.966178387176072,82,49,33,0.771706906232721,1.0
VIPV20_Wp1000,1895045,20,1000,340.18485797780176,340.18485798073004,7.503817044256828e-09,98,56,42,0.5367675182488295,0.6311355181779146
VIPV20_Wp1000,1895059,20,1000,630.7973403837316,546.566117963609,84.23122243244046,78,42,36,0.8653538858731558,1.0
VIPV20_Wp1000,1895387,20,1000,445.78581871304823,445.7858187141535,6.178092489330479e-09,214,140,74,0.5974827953750972,0.7179828461334268
VIPV20_Wp1000,1895420,20,1000,528.521658265728,528.5216582657229,5.052755997012885e-09,273,168,105,0.706249344568442,0.8841697140519885
VIPV20_Wp1000,1895602,20,1000,455.08799544673036,425.16411077055113,29.923884679527067,160,105,55,0.8061075910213706,1.0
VIPV20_Wp1000,1895603,20,1000,494.2921214576418,491.69241808519354,2.599703380927269,261,168,93,0.6574609385452252,1.0
VIPV20_Wp1000,1895605,20,1000,349.87602549596375,349.8760254967866,4.4071588418372075e-09,77,49,28,0.45750854176393996,0.608
VIPV20_Wp1000,1895706,20,1000,586.1839133119053,586.1791362891548,0.004777029127921814,159,98,61,0.7084424021701811,1.0
VIPV20_Wp1000,1895789,20,1000,452.90260365425877,452.9026036548277,4.55446531149963e-09,222,147,75,0.5082272785547632,0.69
VIPV20_Wp1000,1896185,20,1000,449.48944894923113,325.3118776558712,124.17757130350539,88,49,39,0.8848009656877049,1.0
VIPV20_Wp1000,1896753,20,1000,502.75039964492163,476.6435989438564,26.10680070770145,99,56,43,0.8213198954149462,1.0
VIPV20_Wp1000,1896838,20,1000,471.46214225892845,471.462142259307,4.1952795657286916e-09,99,56,43,0.5555195223420578,0.7816276780638552
VIPV20_Wp1000,1896892,20,1000,440.8809645222101,376.50376084543325,64.37720368360931,211,140,71,0.7146425513980429,1.0
VIPV20_Wp1000,1896972,20,1000,666.3992854946288,582.9472369312778,83.45204857626784,149,84,65,0.7573420007736247,1.0
VIPV20_Wp1000,1897002,20,1000,453.0797562039338,408.0014140432269,45.078342169857955,86,49,37,0.7577182905254217,1.0
VIPV20_Wp1000,1897245,20,1000,471.5337080979628,468.0446915307074,3.489016571860782,264,168,96,0.7749615147526836,1.0
VIPV20_Wp1000,1897393,20,1000,498.6860055283223,341.8940647590093,156.7919407764794,115,70,45,0.7847178769630336,1.0
VIPV20_Wp1000,1897467,20,1000,445.9600603036413,445.0467389434026,0.9133213631409756,88,56,32,0.6220957425658736,1.0
VIPV20_Wp1000,1897471,20,1000,362.62770117818064,360.1666403417868,2.4610608448059414,72,42,30,0.7006899730804329,1.0
VIPV20_Wp1000,1897551,20,1000,516.8114712789861,461.35845977991573,55.45301150664386,100,56,44,0.8713060961787379,1.0
